C1908x2TS003_1 C1908x2TS026_1 C1908x2TS026_2 C1908x2TS049_1 C1908x2TS049_2 C1908x2TS049_3 C1908x2TS049_4 C1908x2TS049_5 C1908x2TS067_1 C1908x2TS067_2 C1908x2TS067_3 C1908x2TS067_4 C1908x2TS067_5 C1908x2TS073_1 C1908x2TS073_2 C1908x2TS073_3 C1908x2TS073_4 C1908x2TS073_5 C1908x2TS103_1 C1908x2TS103_2 C1908x2TS103_3 C1908x2TS123_1 C1908x2TS123_2 C1908x2TS123_3 C1908x2TS123_4 C1908x2TS123_5 C1908x2TS131_1 C1908x2TS131_2 C1908x2TS131_3 C1908x2TS131_4 C1908x2TS131_5 C1908x2TS179_1 C1908x2TS210_1 C1908x2TS210_2 C1908x2TS210_3 C1908x2TS210_4 C1908x2TS210_5 C1908x2TS215_1 C1908x2TS215_2 C1908x2TS215_3 C1908x2TS215_4 C1908x2TS215_5 C1908x2TS228_1 C1908x2TS228_2 C1908x2TS228_3 C1908x2TS228_4 C1908x2TS228_5 C1908x2TS270_1 C1908x2TS345_1 C1908x2TS345_2 C1908x2TS345_3 C1908x2TS345_4 C1908x2TS345_5 C1908x2TS389_1 C1908x2TS389_2 C1908x2TS389_3 C1908x2TS389_4 C1908x2TS389_5 C1908x2TS404_1 C1908x2TS404_2 C1908x2TS404_3 C1908x2TS404_4 C1908x2TS404_5 C1908x2TS405_1 C1908x2TS405_2 C1908x2TS405_3 C1908x2TS405_4 C1908x2TS405_5 C1908x2TS432_1
0.2075 0.0820 0.1044 0.1973 0.1317 0.1912 0.1498 0.1522 0.2052 0.2119 0.2029 0.2044 0.2001 0.3680 0.3458 0.3215 0.3362 0.3286 0.2323 0.2563 0.1746 0.2535 0.2942 0.2850 0.2850 0.2850 0.3099 0.3135 0.3091 0.3014 0.3120 0.3685 0.5273 0.5156 0.6679 0.6070 1 0.3331 0.3704 0.3349 0.3168 0.3218 0.4058 0.4074 0.3830 0.4190 0.4742 0.4012 0.2945 0.3043 0.2932 0.2806 0.3397 0.4816 0.4790 0.4790 0.4632 0.5016 0.2035 0.1984 0.2098 0.1994 0.2060 0.5273 0.5156 0.6679 0.6070 1.0000 0.3325
0.2093 0.0656 0.0828 0.1555 0.1197 0.1774 0.1481 0.1381 0.1873 0.2219 0.1878 0.2029 0.1879 0.3267 0.2896 0.3173 0.3208 0.2923 0.1925 0.2773 0.1560 0.2247 0.2483 0.2771 0.2771 0.2771 0.2149 0.2267 0.2246 0.2102 0.2103 0.3286 0.3173 0.3131 0.3055 0.2999 0.3067 1 0.3278 0.2855 0.3043 0.3773 0.3093 0.2978 0.3291 0.3074 0.2990 0.2970 0.2991 0.3052 0.2769 0.2852 0.3246 0.3300 0.3243 0.3287 0.3269 0.3420 0.2047 0.2040 0.1968 0.1995 0.2034 0.3173 0.3131 0.3055 0.2999 0.3067 0.3284
0.2027 0.0689 0.0872 0.1712 0.1142 0.1619 0.1401 0.1270 0.1923 0.2174 0.1871 0.1909 0.1825 0.2970 0.2898 0.2872 0.2952 0.2894 0.2354 0.2422 0.1802 0.2444 0.2406 0.2867 0.2867 0.2867 0.2808 0.2909 0.2805 0.2532 0.2729 0.3218 0.3353 0.3358 0.3296 0.3255 0.3270 0.3117 1 0.3435 0.3464 0.3089 0.3459 0.3234 0.3033 0.3262 0.2977 0.3016 0.2647 0.2885 0.2605 0.2649 0.2694 0.3184 0.3193 0.3201 0.3029 0.3294 0.1923 0.1884 0.1848 0.1860 0.1939 0.3353 0.3358 0.3296 0.3255 0.3270 0.2952
0.2028 0.0678 0.0846 0.1634 0.1208 0.1813 0.1568 0.1341 0.1856 0.2236 0.1842 0.1909 0.1822 0.2976 0.2964 0.3006 0.2992 0.2892 0.2086 0.2472 0.1533 0.2885 0.2340 0.2737 0.2737 0.2737 0.2516 0.2569 0.2530 0.2286 0.2453 0.3108 0.3310 0.3217 0.3086 0.3015 0.3093 0.2848 0.3570 1 0.3627 0.3097 0.3428 0.3234 0.3309 0.3426 0.3091 0.3203 0.3189 0.3500 0.3254 0.3323 0.2894 0.3306 0.3270 0.3303 0.3146 0.3417 0.2070 0.2120 0.1976 0.1955 0.2165 0.3310 0.3217 0.3086 0.3015 0.3093 0.2802
0.2041 0.0655 0.0825 0.1626 0.1152 0.1688 0.1428 0.1329 0.1831 0.2172 0.1763 0.1837 0.1767 0.2988 0.2985 0.2971 0.2962 0.2915 0.2119 0.2459 0.1561 0.2396 0.2335 0.2564 0.2564 0.2564 0.2453 0.2490 0.2409 0.2207 0.2326 0.3226 0.3213 0.3175 0.2988 0.2892 0.2952 0.3031 0.3579 0.3646 1 0.3071 0.3463 0.3234 0.3204 0.3266 0.2953 0.2896 0.2862 0.2921 0.2771 0.2819 0.2965 0.3176 0.3157 0.3185 0.3093 0.3292 0.1987 0.1993 0.1957 0.1902 0.2045 0.3213 0.3175 0.2988 0.2892 0.2952 0.2737
0.2096 0.0654 0.0808 0.1518 0.1190 0.1764 0.1407 0.1360 0.1780 0.2185 0.1796 0.1933 0.1779 0.3274 0.3087 0.3256 0.3131 0.3052 0.2035 0.2448 0.1460 0.2391 0.2350 0.2745 0.2745 0.2745 0.2265 0.2340 0.2335 0.2284 0.2213 0.3040 0.3032 0.2963 0.2944 0.2878 0.2934 0.3761 0.3147 0.3063 0.3051 1 0.2985 0.2898 0.3043 0.2885 0.2833 0.2907 0.2894 0.3014 0.3187 0.2971 0.3004 0.3285 0.3113 0.3211 0.3102 0.3328 0.2102 0.2141 0.2060 0.2031 0.2099 0.3032 0.2963 0.2944 0.2878 0.2934 0.3328
0.2059 0.0633 0.0807 0.1667 0.1266 0.1682 0.1456 0.1302 0.2042 0.2167 0.2009 0.2028 0.1960 0.3314 0.3175 0.3041 0.3101 0.3084 0.2135 0.2645 0.1620 0.2515 0.2645 0.2422 0.2422 0.2422 0.2884 0.2975 0.2832 0.2684 0.2687 0.3513 0.3819 0.3908 0.3676 0.3639 0.3670 0.3003 0.3515 0.3310 0.3372 0.2948 1 0.4714 0.3878 0.4505 0.4042 0.3201 0.2639 0.2802 0.2641 0.2675 0.2845 0.4075 0.4127 0.4116 0.3968 0.4221 0.1930 0.1904 0.1939 0.1839 0.1991 0.3819 0.3908 0.3676 0.3639 0.3670 0.3129
0.2020 0.0676 0.0863 0.1767 0.1124 0.1729 0.1441 0.1419 0.1896 0.2142 0.1894 0.1927 0.1869 0.3264 0.2931 0.2938 0.3009 0.2839 0.2243 0.2461 0.1579 0.2624 0.2963 0.2493 0.2493 0.2493 0.2938 0.3039 0.2907 0.2765 0.2766 0.3416 0.3508 0.3615 0.3479 0.3495 0.3608 0.2854 0.3237 0.3170 0.3107 0.2827 0.4638 1 0.3773 0.4645 0.4471 0.3794 0.2931 0.2633 0.2625 0.2623 0.2992 0.4499 0.4567 0.4320 0.4303 0.4643 0.1871 0.1845 0.1924 0.1830 0.1878 0.3508 0.3615 0.3479 0.3495 0.3608 0.2849
0.2190 0.0672 0.0848 0.1750 0.1251 0.1777 0.1426 0.1386 0.1872 0.1999 0.1844 0.1918 0.1839 0.3189 0.3175 0.3003 0.3055 0.3022 0.1987 0.2644 0.1416 0.2633 0.2824 0.2577 0.2577 0.2577 0.2386 0.2376 0.2371 0.2347 0.2296 0.3803 0.3646 0.3633 0.3622 0.3557 0.3564 0.3234 0.3110 0.3280 0.3171 0.3037 0.3956 0.3901 1 0.4023 0.3937 0.3471 0.2764 0.3041 0.3026 0.2927 0.3094 0.3921 0.4005 0.3958 0.3832 0.4130 0.1834 0.1856 0.1903 0.1823 0.1850 0.3646 0.3633 0.3622 0.3557 0.3564 0.3355
0.1884 0.0598 0.0766 0.1669 0.1148 0.1648 0.1401 0.1300 0.1789 0.1971 0.1762 0.1806 0.1742 0.3051 0.2914 0.2826 0.2921 0.2908 0.1998 0.2454 0.1560 0.2427 0.2831 0.2225 0.2225 0.2225 0.2558 0.2632 0.2566 0.2423 0.2487 0.3323 0.3223 0.3282 0.3402 0.3390 0.3467 0.2807 0.3081 0.3124 0.2985 0.2663 0.4211 0.4339 0.3679 1 0.4086 0.3192 0.2655 0.2562 0.2447 0.2534 0.2850 0.4100 0.4209 0.3997 0.3960 0.4264 0.1701 0.1680 0.1724 0.1652 0.1754 0.3223 0.3282 0.3402 0.3390 0.3467 0.2874
0.1899 0.0722 0.0916 0.1787 0.1156 0.1869 0.1443 0.1442 0.1889 0.2020 0.1877 0.1911 0.1879 0.3337 0.3080 0.2967 0.3013 0.2934 0.2126 0.2420 0.1496 0.2529 0.3184 0.2401 0.2401 0.2401 0.2717 0.2712 0.2674 0.2625 0.2677 0.3536 0.3683 0.3699 0.4028 0.4062 0.4413 0.2954 0.3120 0.3090 0.2930 0.2868 0.4159 0.4592 0.3893 0.4617 1 0.3717 0.2904 0.2618 0.2675 0.2575 0.3173 0.5544 0.5592 0.5307 0.5245 0.5722 0.1886 0.1858 0.1928 0.1834 0.1892 0.3683 0.3699 0.4028 0.4062 0.4413 0.2864
0.2079 0.0798 0.1026 0.1907 0.1233 0.1845 0.1521 0.1592 0.1760 0.2311 0.1786 0.1790 0.1731 0.3246 0.3015 0.2924 0.3038 0.2973 0.2317 0.2479 0.1644 0.2902 0.3174 0.3019 0.3019 0.3019 0.2944 0.2936 0.2907 0.2755 0.2890 0.3357 0.3974 0.3952 0.3901 0.3860 0.3945 0.3114 0.3315 0.3428 0.3081 0.3100 0.3472 0.4063 0.3640 0.3693 0.3902 1 0.3312 0.2886 0.2759 0.2895 0.3403 0.4169 0.4144 0.4119 0.4004 0.4360 0.2024 0.2050 0.2122 0.2007 0.2068 0.3974 0.3952 0.3901 0.3860 0.3945 0.3054
0.1923 0.0690 0.0893 0.1703 0.1229 0.1873 0.1730 0.1388 0.1886 0.2209 0.1882 0.1880 0.1861 0.2782 0.2720 0.2793 0.2870 0.2615 0.2117 0.2362 0.1605 0.2402 0.2469 0.2333 0.2333 0.2333 0.1940 0.1975 0.1983 0.1885 0.1870 0.2735 0.2488 0.2495 0.2451 0.2486 0.2620 0.2831 0.2646 0.3096 0.2775 0.2787 0.2616 0.2844 0.2667 0.2791 0.2786 0.2985 1 0.3126 0.2767 0.3122 0.3465 0.2983 0.2844 0.2884 0.2827 0.3031 0.2028 0.2001 0.1964 0.1914 0.2104 0.2488 0.2495 0.2451 0.2486 0.2620 0.2408
0.1991 0.0595 0.0780 0.1767 0.1253 0.1796 0.1639 0.1393 0.1831 0.2328 0.1784 0.1851 0.1776 0.2762 0.2636 0.2698 0.2693 0.2562 0.1801 0.2750 0.1522 0.2688 0.2260 0.2404 0.2404 0.2404 0.1978 0.1959 0.1944 0.1846 0.1915 0.3044 0.2860 0.2771 0.2623 0.2552 0.2707 0.2930 0.2894 0.3368 0.2812 0.2952 0.2797 0.2579 0.2969 0.2707 0.2531 0.2620 0.3122 1 0.3341 0.3739 0.3077 0.2725 0.2690 0.2687 0.2596 0.2791 0.1768 0.1816 0.1673 0.1673 0.1855 0.2860 0.2771 0.2623 0.2552 0.2707 0.2733
0.2198 0.0606 0.0772 0.1708 0.1335 0.1866 0.1565 0.1408 0.2099 0.2191 0.2095 0.2226 0.2114 0.2775 0.2749 0.2855 0.2744 0.2636 0.1904 0.2656 0.1458 0.2682 0.2419 0.2341 0.2341 0.2341 0.1997 0.2013 0.2006 0.2056 0.1986 0.2785 0.2834 0.2759 0.2735 0.2649 0.2656 0.2734 0.2675 0.3211 0.2734 0.3190 0.2680 0.2646 0.3051 0.2675 0.2654 0.2579 0.2843 0.3389 1 0.3402 0.2916 0.2857 0.2837 0.2856 0.2756 0.2944 0.2095 0.2180 0.2014 0.2026 0.2111 0.2834 0.2759 0.2735 0.2649 0.2656 0.2633
0.2235 0.0633 0.0811 0.1807 0.1325 0.1751 0.1682 0.1325 0.1893 0.2260 0.1868 0.1951 0.1859 0.2781 0.2799 0.2899 0.2728 0.2725 0.1800 0.2527 0.1484 0.2607 0.2197 0.2244 0.2244 0.2244 0.1838 0.1820 0.1815 0.1835 0.1822 0.3005 0.2822 0.2806 0.2599 0.2564 0.2547 0.2796 0.2718 0.3289 0.2817 0.2949 0.2733 0.2630 0.2922 0.2744 0.2511 0.2674 0.3175 0.3819 0.3406 1 0.3028 0.2738 0.2690 0.2690 0.2619 0.2808 0.1803 0.1853 0.1732 0.1747 0.1834 0.2822 0.2806 0.2599 0.2564 0.2547 0.2769
0.1941 0.0795 0.1005 0.1915 0.1339 0.1947 0.1607 0.1510 0.1996 0.2278 0.1958 0.1972 0.1947 0.3128 0.2930 0.3018 0.3123 0.2857 0.2155 0.2559 0.1698 0.2603 0.2533 0.2412 0.2412 0.2412 0.2161 0.2246 0.2212 0.2142 0.2151 0.3056 0.2809 0.2808 0.2886 0.2828 0.3051 0.3138 0.2728 0.2803 0.2899 0.2941 0.2816 0.2975 0.3046 0.3014 0.3100 0.3101 0.3506 0.3106 0.2850 0.2992 1 0.3458 0.3311 0.3322 0.3296 0.3537 0.2060 0.2078 0.2037 0.1966 0.2179 0.2809 0.2808 0.2886 0.2828 0.3051 0.2642
0.1995 0.0744 0.0941 0.1892 0.1206 0.1812 0.1536 0.1375 0.1990 0.2186 0.1960 0.1974 0.1953 0.3615 0.3297 0.3299 0.3284 0.3149 0.2230 0.2432 0.1593 0.2699 0.3218 0.2570 0.2570 0.2570 0.2767 0.2838 0.2748 0.2692 0.2669 0.3605 0.3828 0.3797 0.4141 0.4096 0.4399 0.3199 0.3227 0.3220 0.3081 0.3187 0.4129 0.4558 0.3873 0.4476 0.5375 0.3910 0.2959 0.2739 0.2837 0.2703 0.3431 1 0.8407 0.7990 0.8001 0.8883 0.2019 0.1983 0.2002 0.1936 0.1998 0.3828 0.3797 0.4141 0.4096 0.4399 0.3107
0.2016 0.0745 0.0952 0.1882 0.1197 0.1832 0.1532 0.1373 0.1977 0.2153 0.1956 0.1972 0.1937 0.3619 0.3299 0.3287 0.3287 0.3146 0.2243 0.2450 0.1590 0.2700 0.3258 0.2569 0.2569 0.2569 0.2775 0.2842 0.2751 0.2692 0.2695 0.3640 0.3831 0.3811 0.4209 0.4117 0.4460 0.3231 0.3267 0.3230 0.3123 0.3136 0.4211 0.4677 0.3986 0.4634 0.5489 0.3949 0.2966 0.2789 0.2854 0.2729 0.3456 0.8617 1 0.7584 0.8115 0.8802 0.2013 0.1975 0.1997 0.1927 0.1994 0.3831 0.3811 0.4209 0.4117 0.4460 0.3135
0.2019 0.0752 0.0953 0.1916 0.1212 0.1810 0.1580 0.1375 0.2054 0.2186 0.2022 0.2042 0.2014 0.3591 0.3332 0.3350 0.3315 0.3225 0.2225 0.2490 0.1604 0.2727 0.3228 0.2630 0.2630 0.2630 0.2785 0.2871 0.2779 0.2711 0.2721 0.3712 0.3878 0.3824 0.4192 0.4107 0.4402 0.3239 0.3299 0.3295 0.3133 0.3233 0.4189 0.4446 0.3929 0.4403 0.5210 0.3916 0.2989 0.2792 0.2906 0.2771 0.3422 0.8009 0.7459 1 0.7373 0.8179 0.2044 0.2014 0.2019 0.1960 0.2021 0.3878 0.3824 0.4192 0.4107 0.4402 0.3181
0.1996 0.0749 0.0947 0.1875 0.1197 0.1807 0.1534 0.1371 0.1977 0.2161 0.1956 0.1978 0.1939 0.3602 0.3286 0.3256 0.3272 0.3113 0.2243 0.2436 0.1575 0.2671 0.3238 0.2569 0.2569 0.2569 0.2766 0.2831 0.2756 0.2673 0.2675 0.3595 0.3763 0.3770 0.4120 0.4030 0.4363 0.3235 0.3239 0.3210 0.3098 0.3143 0.4160 0.4517 0.3885 0.4501 0.5319 0.3913 0.2950 0.2743 0.2827 0.2693 0.3438 0.8509 0.8461 0.7719 1 0.8698 0.1984 0.1944 0.1961 0.1894 0.1964 0.3763 0.3770 0.4120 0.4030 0.4363 0.3125
0.1996 0.0751 0.0950 0.1877 0.1201 0.1811 0.1552 0.1381 0.1982 0.2183 0.1963 0.1972 0.1947 0.3655 0.3333 0.3311 0.3295 0.3183 0.2225 0.2462 0.1596 0.2675 0.3252 0.2577 0.2577 0.2577 0.2790 0.2868 0.2766 0.2694 0.2695 0.3616 0.3817 0.3786 0.4159 0.4058 0.4417 0.3214 0.3257 0.3254 0.3119 0.3180 0.4138 0.4561 0.3933 0.4498 0.5383 0.3978 0.2984 0.2765 0.2854 0.2735 0.3466 0.8656 0.8350 0.7853 0.8055 1 0.2021 0.1986 0.1996 0.1934 0.2005 0.3817 0.3786 0.4159 0.4058 0.4417 0.3166
0.2560 0.0774 0.1031 0.1790 0.1452 0.1925 0.1860 0.1584 0.2297 0.2457 0.2262 0.2292 0.2278 0.2960 0.2857 0.2987 0.2986 0.2858 0.2553 0.2936 0.2172 0.2536 0.2365 0.3079 0.3079 0.3079 0.2582 0.2666 0.2629 0.2584 0.2507 0.2962 0.3102 0.3063 0.3058 0.3136 0.2835 0.3110 0.3021 0.3050 0.2979 0.3128 0.2910 0.2865 0.2769 0.2830 0.2760 0.2842 0.3048 0.2671 0.3122 0.2592 0.3164 0.3091 0.2973 0.3027 0.2925 0.3178 1 0.6833 0.6641 0.6940 0.6922 0.3102 0.3063 0.3058 0.3136 0.2835 0.2604
0.2611 0.0771 0.1018 0.1736 0.1433 0.1831 0.1778 0.1541 0.2230 0.2400 0.2199 0.2237 0.2216 0.2922 0.2895 0.3000 0.2970 0.2891 0.2505 0.2868 0.2082 0.2458 0.2297 0.3046 0.3046 0.3046 0.2534 0.2625 0.2583 0.2550 0.2458 0.2876 0.3004 0.2968 0.2986 0.3016 0.2699 0.3068 0.2929 0.3035 0.2940 0.3090 0.2805 0.2767 0.2740 0.2738 0.2657 0.2831 0.2936 0.2662 0.3176 0.2599 0.3130 0.2982 0.2865 0.2926 0.2815 0.3067 0.6813 1 0.6460 0.6756 0.6663 0.3004 0.2968 0.2986 0.3016 0.2699 0.2562
0.2481 0.0775 0.1043 0.1808 0.1416 0.1944 0.1717 0.1579 0.2157 0.2306 0.2131 0.2167 0.2148 0.2883 0.2801 0.2874 0.2913 0.2762 0.2452 0.2798 0.2070 0.2482 0.2388 0.2991 0.2991 0.2991 0.2457 0.2542 0.2513 0.2456 0.2390 0.2948 0.3100 0.3053 0.3068 0.3108 0.2845 0.2984 0.2899 0.2892 0.2933 0.3003 0.2865 0.2876 0.2817 0.2813 0.2770 0.2920 0.2913 0.2511 0.2996 0.2471 0.3101 0.3031 0.2907 0.2947 0.2860 0.3101 0.6667 0.6501 1 0.6605 0.6486 0.3100 0.3053 0.3068 0.3108 0.2845 0.2504
0.2627 0.0806 0.1068 0.1841 0.1503 0.1959 0.1839 0.1637 0.2320 0.2432 0.2295 0.2323 0.2314 0.2988 0.2881 0.2993 0.3000 0.2918 0.2527 0.2966 0.2177 0.2491 0.2371 0.3221 0.3221 0.3221 0.2586 0.2689 0.2644 0.2604 0.2527 0.3033 0.3203 0.3151 0.3153 0.3222 0.2880 0.3150 0.3039 0.3028 0.2971 0.3142 0.2896 0.2907 0.2863 0.2853 0.2779 0.2923 0.2997 0.2646 0.3167 0.2618 0.3149 0.3090 0.2966 0.3039 0.2911 0.3174 0.7145 0.7002 0.6787 1 0.6873 0.3203 0.3151 0.3153 0.3222 0.2880 0.2632
0.2399 0.0722 0.0955 0.1626 0.1353 0.1778 0.1744 0.1486 0.2090 0.2333 0.2049 0.2082 0.2068 0.2758 0.2736 0.2867 0.2856 0.2745 0.2430 0.2732 0.2014 0.2461 0.2268 0.2821 0.2821 0.2821 0.2413 0.2493 0.2468 0.2412 0.2350 0.2689 0.2849 0.2816 0.2808 0.2875 0.2642 0.2853 0.2841 0.2963 0.2837 0.2921 0.2791 0.2676 0.2582 0.2693 0.2579 0.2683 0.2958 0.2656 0.2948 0.2477 0.3093 0.2867 0.2754 0.2798 0.2712 0.2944 0.6460 0.6198 0.5975 0.6170 1 0.2849 0.2816 0.2808 0.2875 0.2642 0.2435
0.2132 0.0784 0.0992 0.1763 0.1343 0.1783 0.1391 0.1391 0.1973 0.2097 0.1946 0.1976 0.1898 0.3411 0.3246 0.3001 0.3267 0.3071 0.2296 0.2613 0.1700 0.2487 0.2798 0.2964 0.2964 0.2964 0.3058 0.3038 0.3013 0.2951 0.2971 0.3474 1.0000 0.7431 0.5645 0.5480 0.5001 0.3274 0.3597 0.3416 0.3305 0.3162 0.4032 0.3751 0.3751 0.3627 0.3762 0.3848 0.2651 0.3047 0.2959 0.2974 0.2989 0.3942 0.3899 0.3953 0.3750 0.4065 0.2091 0.2057 0.2134 0.2080 0.2074 1 0.7431 0.5645 0.5480 0.5001 0.3154
0.2153 0.0809 0.1015 0.1843 0.1343 0.1785 0.1390 0.1388 0.2015 0.2181 0.1984 0.2028 0.1919 0.3485 0.3398 0.3110 0.3320 0.3165 0.2382 0.2596 0.1773 0.2557 0.2839 0.2974 0.2974 0.2974 0.3060 0.3075 0.3053 0.3036 0.3032 0.3603 0.7567 1.0000 0.5935 0.5933 0.4996 0.3304 0.3684 0.3395 0.3345 0.3162 0.4237 0.3974 0.3839 0.3787 0.3851 0.3943 0.2744 0.3012 0.2951 0.3043 0.3058 0.4044 0.4002 0.4005 0.3836 0.4154 0.2131 0.2106 0.2163 0.2114 0.2116 0.7567 1 0.5935 0.5933 0.4996 0.3224
0.2153 0.0839 0.1063 0.1943 0.1372 0.1820 0.1459 0.1429 0.2038 0.2091 0.2009 0.2054 0.1976 0.3593 0.3529 0.3165 0.3348 0.3352 0.2362 0.2606 0.1824 0.2567 0.2902 0.2982 0.2982 0.2982 0.2993 0.3011 0.2962 0.2972 0.3006 0.3643 0.5884 0.6059 1.0000 0.6690 0.6571 0.3257 0.3661 0.3289 0.3161 0.3166 0.4010 0.3893 0.3829 0.4036 0.4248 0.3909 0.2713 0.2889 0.2965 0.2827 0.3158 0.4422 0.4470 0.4434 0.4268 0.4611 0.2117 0.2109 0.2175 0.2105 0.2101 0.5884 0.6059 1 0.6690 0.6571 0.3305
0.2201 0.0857 0.1086 0.1918 0.1372 0.1771 0.1414 0.1398 0.2081 0.2082 0.2066 0.2113 0.2025 0.3541 0.3577 0.3186 0.3420 0.3372 0.2502 0.2569 0.1857 0.2561 0.2880 0.3064 0.3064 0.3064 0.3155 0.3187 0.3131 0.3188 0.3173 0.3602 0.5772 0.6116 0.6862 1.0000 0.6122 0.3261 0.3683 0.3275 0.3119 0.3170 0.4075 0.3998 0.3856 0.4093 0.4348 0.3933 0.2803 0.2874 0.2926 0.2838 0.3154 0.4484 0.4451 0.4439 0.4207 0.4607 0.2220 0.2181 0.2246 0.2197 0.2197 0.5772 0.6116 0.6862 1 0.6122 0.3347
0.2075 0.0820 0.1044 0.1973 0.1317 0.1912 0.1498 0.1522 0.2052 0.2119 0.2029 0.2044 0.2001 0.3680 0.3458 0.3215 0.3362 0.3286 0.2323 0.2563 0.1746 0.2535 0.2942 0.2850 0.2850 0.2850 0.3099 0.3135 0.3091 0.3014 0.3120 0.3685 0.5273 0.5156 0.6679 0.6070 1.0000 0.3331 0.3704 0.3349 0.3168 0.3218 0.4058 0.4074 0.3830 0.4190 0.4742 0.4012 0.2945 0.3043 0.2932 0.2806 0.3397 0.4816 0.4790 0.4790 0.4632 0.5016 0.2035 0.1984 0.2098 0.1994 0.2060 0.5273 0.5156 0.6679 0.6070 1 0.3325
0.2224 0.0634 0.0806 0.1569 0.1303 0.1658 0.1464 0.1391 0.1780 0.2136 0.1783 0.1899 0.1747 0.3283 0.3136 0.3059 0.3078 0.3105 0.2087 0.2552 0.1529 0.2332 0.2613 0.2676 0.2676 0.2676 0.2505 0.2541 0.2516 0.2370 0.2480 0.3380 0.3200 0.3192 0.3208 0.3196 0.3163 0.3438 0.3181 0.2935 0.2892 0.3486 0.3360 0.3116 0.3551 0.3298 0.2999 0.2999 0.2652 0.2967 0.2796 0.2961 0.2842 0.3274 0.3251 0.3309 0.3180 0.3439 0.1839 0.1853 0.1799 0.1778 0.1872 0.3200 0.3192 0.3208 0.3196 0.3163 1
