C1902d1TS003_1 C1902d1TS044_1 C1902d1TS049_1 C1902d1TS049_2 C1902d1TS049_3 C1902d1TS049_4 C1902d1TS049_5 C1902d1TS067_1 C1902d1TS067_2 C1902d1TS067_3 C1902d1TS067_4 C1902d1TS067_5 C1902d1TS103_1 C1902d1TS123_1 C1902d1TS123_2 C1902d1TS123_3 C1902d1TS123_4 C1902d1TS123_5 C1902d1TS131_1 C1902d1TS131_2 C1902d1TS131_3 C1902d1TS131_4 C1902d1TS131_5 C1902d1TS210_1 C1902d1TS210_2 C1902d1TS210_3 C1902d1TS210_4 C1902d1TS210_5 C1902d1TS215_1 C1902d1TS215_2 C1902d1TS215_3 C1902d1TS215_4 C1902d1TS215_5 C1902d1TS228_1 C1902d1TS228_2 C1902d1TS228_3 C1902d1TS228_4 C1902d1TS228_5 C1902d1TS240_1 C1902d1TS240_2 C1902d1TS240_3 C1902d1TS240_4 C1902d1TS240_5 C1902d1TS258_1 C1902d1TS258_2 C1902d1TS258_3 C1902d1TS258_4 C1902d1TS258_5 C1902d1TS273_1 C1902d1TS273_2 C1902d1TS273_3 C1902d1TS273_4 C1902d1TS273_5 C1902d1TS301_1 C1902d1TS347_1 C1902d1TS347_2 C1902d1TS347_3 C1902d1TS405_1 C1902d1TS405_2 C1902d1TS405_3 C1902d1TS405_4 C1902d1TS405_5 C1902d1TS438_1 C1902d1TS438_2 C1902d1TS438_3 C1902d1TS438_4 C1902d1TS438_5
0.2486 0.4759 0.0544 0.0507 0.0618 0.0663 0.0484 0.3213 0.2977 0.2688 0.3209 0.3213 0.2980 0.3558 0.3974 0.3513 0.3571 0.3474 0.5076 0.5096 0.5075 0.4923 0.5130 0.4266 0.4061 0.3956 0.4641 0.5241 0.3287 0.3667 0.3936 0.3735 0.3667 0.6458 0.6499 0.6486 0.6447 1 0.4611 0.4792 0.4872 0.4691 0.4662 0.4901 0.4745 0.4849 0.4823 0.4862 0.4640 0.4434 0.4489 0.4383 0.3496 0.4759 0.4274 0.3860 0.3866 0.4266 0.4061 0.3956 0.4160 0.4238 0.4904 0.2556 0.4849 0.4978 0.4953
0.2410 0.4587 0.0541 0.0506 0.0600 0.0662 0.0476 0.2756 0.2836 0.2573 0.2981 0.2756 0.2883 0.3546 0.3547 0.3610 0.3643 0.3409 0.4475 0.4531 0.4539 0.4400 0.4515 0.3791 0.3785 0.3627 0.4279 0.4521 0.2984 0.3305 0.3846 0.3503 0.3355 0.4207 0.4240 0.4218 0.4200 0.4243 1 0.5930 0.5750 0.5867 0.5573 0.4344 0.4172 0.4298 0.4507 0.4480 0.4239 0.4058 0.4036 0.4235 0.3416 0.4587 0.3968 0.3517 0.3490 0.3791 0.3785 0.3627 0.3833 0.3912 0.5030 0.2510 0.4863 0.5052 0.4978
0.2470 0.4947 0.0550 0.0524 0.0622 0.0689 0.0494 0.2851 0.2883 0.2711 0.3091 0.2851 0.2972 0.3561 0.3644 0.3661 0.3756 0.3377 0.4913 0.4907 0.4913 0.4912 0.4938 0.3822 0.3867 0.3723 0.4527 0.4688 0.3232 0.3535 0.3907 0.3819 0.3567 0.4412 0.4446 0.4422 0.4397 0.4542 0.6125 1 0.6923 0.6646 0.5997 0.4764 0.4554 0.4661 0.4935 0.4785 0.4571 0.4455 0.4310 0.4524 0.3414 0.4947 0.4185 0.3757 0.3755 0.3822 0.3867 0.3723 0.3814 0.3977 0.5128 0.2419 0.4966 0.5103 0.5096
0.2437 0.4703 0.0538 0.0518 0.0617 0.0666 0.0485 0.2839 0.2852 0.2662 0.3039 0.2839 0.2807 0.3520 0.3679 0.3606 0.3654 0.3303 0.4797 0.4798 0.4786 0.4680 0.4811 0.3688 0.3697 0.3628 0.4319 0.4551 0.3142 0.3521 0.3820 0.3720 0.3405 0.4376 0.4409 0.4394 0.4382 0.4532 0.5846 0.6875 1 0.6444 0.5667 0.4698 0.4536 0.4592 0.4850 0.4774 0.4479 0.4305 0.4116 0.4341 0.3336 0.4703 0.3980 0.3802 0.3655 0.3688 0.3697 0.3628 0.3673 0.3780 0.4849 0.2329 0.4704 0.4836 0.4831
0.2589 0.4994 0.0567 0.0545 0.0638 0.0705 0.0513 0.2882 0.2995 0.2789 0.3232 0.2882 0.2946 0.3646 0.3715 0.3903 0.3937 0.3386 0.4896 0.4922 0.4837 0.4830 0.4908 0.4021 0.3948 0.3840 0.4730 0.4834 0.3353 0.3669 0.3920 0.3794 0.3623 0.4428 0.4465 0.4448 0.4426 0.4609 0.6251 0.6837 0.6690 1 0.6150 0.4924 0.4698 0.4815 0.5041 0.4935 0.4753 0.4502 0.4462 0.4565 0.3529 0.4994 0.4135 0.3808 0.3778 0.4021 0.3948 0.3840 0.4004 0.4127 0.5136 0.2646 0.4989 0.5133 0.5095
0.2606 0.5276 0.0566 0.0541 0.0656 0.0696 0.0513 0.3102 0.3013 0.2799 0.3140 0.3102 0.2987 0.3833 0.3976 0.3623 0.3693 0.3535 0.5088 0.5110 0.5087 0.5035 0.5125 0.3888 0.3863 0.3743 0.4315 0.4507 0.3299 0.3577 0.4258 0.3988 0.3639 0.4628 0.4666 0.4657 0.4622 0.4567 0.5887 0.6135 0.5936 0.6141 1 0.4668 0.4350 0.4515 0.4853 0.4596 0.4573 0.4460 0.4271 0.4730 0.3615 0.5276 0.4373 0.3855 0.3887 0.3888 0.3863 0.3743 0.3757 0.3919 0.5480 0.2661 0.5492 0.5454 0.5450
0.2059 0.3964 0.0463 0.0422 0.0513 0.0562 0.0420 0.2486 0.2599 0.2209 0.2952 0.2486 0.2297 0.2960 0.3115 0.3091 0.3123 0.3130 0.3988 0.4052 0.4002 0.3980 0.4071 0.3347 0.3283 0.3248 0.4243 0.4332 0.3001 0.3558 0.3256 0.3033 0.3007 0.3873 0.3904 0.3896 0.3894 0.3862 0.3811 0.4031 0.4068 0.4013 0.3785 1 0.5538 0.5432 0.7007 0.6426 0.5463 0.4038 0.4093 0.3855 0.2988 0.3964 0.3258 0.3548 0.3443 0.3347 0.3283 0.3248 0.3303 0.3280 0.4569 0.1957 0.4261 0.4573 0.4578
0.2032 0.3904 0.0467 0.0442 0.0528 0.0590 0.0426 0.2415 0.2630 0.2161 0.2897 0.2415 0.2221 0.2913 0.3214 0.3065 0.3070 0.3112 0.4060 0.4090 0.4068 0.4103 0.4110 0.3303 0.3292 0.3298 0.4080 0.4319 0.3186 0.3856 0.3193 0.2962 0.3071 0.3933 0.3964 0.3954 0.3923 0.3752 0.3664 0.3868 0.3914 0.3856 0.3555 0.5614 1 0.6025 0.5640 0.5906 0.5195 0.4148 0.3985 0.3794 0.3017 0.3904 0.3222 0.3638 0.3463 0.3303 0.3292 0.3298 0.3327 0.3337 0.4338 0.1919 0.4101 0.4345 0.4316
0.1940 0.3801 0.0450 0.0419 0.0502 0.0580 0.0406 0.2390 0.2512 0.2103 0.3037 0.2390 0.2151 0.2897 0.3170 0.3176 0.3184 0.2990 0.3991 0.4019 0.3963 0.3988 0.3992 0.3259 0.3274 0.3275 0.3842 0.3977 0.3103 0.3804 0.3257 0.2889 0.2924 0.3941 0.3978 0.3967 0.3938 0.3691 0.3643 0.3819 0.3838 0.3818 0.3564 0.5304 0.5854 1 0.5464 0.5289 0.4821 0.3941 0.3841 0.3567 0.2906 0.3801 0.3201 0.3529 0.3384 0.3259 0.3274 0.3275 0.3288 0.3252 0.4233 0.1947 0.4049 0.4227 0.4190
0.2031 0.4034 0.0468 0.0423 0.0519 0.0581 0.0419 0.2433 0.2560 0.2153 0.2924 0.2433 0.2300 0.2987 0.3082 0.3065 0.3090 0.3221 0.4003 0.4040 0.4032 0.3993 0.4043 0.3326 0.3302 0.3319 0.4309 0.4359 0.2941 0.3468 0.3227 0.2976 0.2999 0.3839 0.3875 0.3858 0.3839 0.3742 0.3899 0.4126 0.4134 0.4060 0.3896 0.6981 0.5549 0.5536 1 0.6521 0.5502 0.4020 0.4021 0.3829 0.3060 0.4034 0.3251 0.3539 0.3428 0.3326 0.3302 0.3319 0.3295 0.3302 0.4676 0.1994 0.4368 0.4697 0.4652
0.2031 0.3993 0.0456 0.0419 0.0523 0.0562 0.0416 0.2386 0.2561 0.2146 0.2942 0.2386 0.2255 0.2965 0.3151 0.3085 0.3054 0.3143 0.3912 0.3951 0.3910 0.3944 0.3920 0.3325 0.3337 0.3264 0.4256 0.4459 0.3014 0.3716 0.3307 0.2968 0.3108 0.3857 0.3885 0.3871 0.3869 0.3753 0.3832 0.3959 0.4015 0.3925 0.3651 0.6355 0.5782 0.5323 0.6502 1 0.5537 0.4040 0.3988 0.4005 0.2966 0.3993 0.3203 0.3410 0.3289 0.3325 0.3337 0.3264 0.3360 0.3314 0.4522 0.1966 0.4163 0.4515 0.4484
0.1995 0.3664 0.0442 0.0392 0.0499 0.0538 0.0385 0.2388 0.2532 0.2173 0.2827 0.2388 0.2190 0.2862 0.3017 0.3062 0.3015 0.3122 0.3715 0.3749 0.3717 0.3676 0.3751 0.3233 0.3176 0.3145 0.4319 0.4296 0.2982 0.3423 0.3050 0.2764 0.2834 0.3461 0.3501 0.3488 0.3425 0.3444 0.3503 0.3656 0.3651 0.3653 0.3514 0.5257 0.4883 0.4701 0.5371 0.5357 1 0.3896 0.3899 0.3855 0.2848 0.3664 0.3031 0.3255 0.3180 0.3233 0.3176 0.3145 0.3225 0.3226 0.4028 0.1975 0.3809 0.4029 0.3999
0.2199 0.3974 0.0445 0.0418 0.0538 0.0521 0.0409 0.2492 0.2622 0.2205 0.2913 0.2492 0.2244 0.3062 0.3293 0.2888 0.2847 0.3147 0.4289 0.4261 0.4263 0.4306 0.4292 0.3022 0.3059 0.3090 0.3622 0.3785 0.3548 0.3879 0.3067 0.2952 0.2935 0.3422 0.3446 0.3435 0.3413 0.3383 0.3411 0.3648 0.3577 0.3539 0.3498 0.3922 0.3951 0.3906 0.3932 0.3983 0.3973 1 0.3808 0.4315 0.3166 0.3974 0.3233 0.3434 0.3433 0.3022 0.3059 0.3090 0.3042 0.3011 0.4250 0.1903 0.4118 0.4229 0.4205
0.2094 0.3620 0.0463 0.0410 0.0541 0.0555 0.0413 0.2580 0.2424 0.2255 0.2947 0.2580 0.2244 0.2995 0.3258 0.2891 0.2929 0.3375 0.4019 0.3981 0.3902 0.3943 0.4006 0.3498 0.3303 0.3460 0.3918 0.4220 0.3100 0.3543 0.3080 0.2895 0.3054 0.3689 0.3724 0.3710 0.3672 0.3646 0.3588 0.3732 0.3624 0.3720 0.3543 0.4178 0.4039 0.4039 0.4170 0.4160 0.4224 0.4048 1 0.3829 0.3198 0.3620 0.3273 0.3582 0.3459 0.3498 0.3303 0.3460 0.3365 0.3432 0.3937 0.1943 0.3767 0.3921 0.3947
0.2486 0.4839 0.0505 0.0448 0.0617 0.0599 0.0453 0.2777 0.2860 0.2615 0.2989 0.2777 0.2564 0.3579 0.3743 0.3411 0.3431 0.3550 0.4582 0.4617 0.4557 0.4554 0.4632 0.3582 0.3470 0.3480 0.4678 0.4703 0.3647 0.3913 0.3721 0.3419 0.3359 0.3837 0.3866 0.3859 0.3832 0.3905 0.4079 0.4266 0.4169 0.4138 0.4294 0.4311 0.4160 0.4071 0.4310 0.4537 0.4528 0.4966 0.4174 1 0.3648 0.4839 0.3593 0.3900 0.3811 0.3582 0.3470 0.3480 0.3543 0.3517 0.5250 0.2383 0.4949 0.5348 0.5281
0.2572 0.4109 0.0600 0.0543 0.0697 0.0669 0.0526 0.2847 0.2952 0.2668 0.3164 0.2847 0.2784 0.3647 0.3870 0.3515 0.3538 0.3726 0.3849 0.3910 0.3812 0.3819 0.3902 0.3584 0.3362 0.3405 0.3614 0.3865 0.3204 0.3407 0.3475 0.3195 0.3126 0.3573 0.3622 0.3606 0.3569 0.3478 0.3636 0.3553 0.3539 0.3534 0.3650 0.3717 0.3730 0.3725 0.3860 0.3760 0.3761 0.4089 0.3876 0.4095 1 0.4109 0.3682 0.3515 0.3677 0.3584 0.3362 0.3405 0.3363 0.3494 0.4062 0.2133 0.4005 0.4054 0.4058
0.2399 1.0000 0.0521 0.0479 0.0615 0.0646 0.0462 0.2672 0.2792 0.2555 0.3038 0.2672 0.2740 0.3396 0.3749 0.3319 0.3372 0.3574 0.4777 0.4838 0.4753 0.4748 0.4808 0.3671 0.3545 0.3533 0.4196 0.4419 0.3316 0.3611 0.4129 0.3713 0.3333 0.4259 0.4303 0.4283 0.4245 0.4200 0.4357 0.4556 0.4418 0.4424 0.4701 0.4379 0.4248 0.4294 0.4491 0.4478 0.4267 0.4513 0.3945 0.4789 0.3637 1 0.3839 0.3723 0.3859 0.3671 0.3545 0.3533 0.3494 0.3731 0.5193 0.2395 0.5153 0.5192 0.5173
0.2027 0.3195 0.0426 0.0419 0.0484 0.0545 0.0376 0.2550 0.2234 0.2139 0.2422 0.2550 0.2572 0.2876 0.3118 0.2720 0.2757 0.2664 0.3323 0.3319 0.3327 0.3258 0.3335 0.2618 0.2651 0.2631 0.2926 0.3062 0.2520 0.2636 0.2892 0.2780 0.2811 0.3235 0.3265 0.3257 0.3257 0.3149 0.3149 0.3242 0.3140 0.3094 0.3278 0.3011 0.2945 0.3029 0.3022 0.3010 0.2957 0.3087 0.2956 0.2956 0.2721 0.3195 1 0.2893 0.2827 0.2618 0.2651 0.2631 0.2620 0.2734 0.3288 0.1828 0.3243 0.3256 0.3275
0.2094 0.3193 0.0453 0.0401 0.0510 0.0517 0.0394 0.2140 0.2236 0.2104 0.2537 0.2140 0.1864 0.2662 0.2885 0.2735 0.2778 0.2996 0.3201 0.3225 0.3197 0.3189 0.3243 0.2519 0.2554 0.2539 0.2909 0.3018 0.2675 0.3114 0.2763 0.2710 0.2566 0.2974 0.2991 0.2988 0.2997 0.2938 0.2910 0.3008 0.3115 0.2936 0.2967 0.3393 0.3425 0.3474 0.3417 0.3333 0.3292 0.3340 0.3324 0.3330 0.2655 0.3193 0.2988 1 0.4736 0.2519 0.2554 0.2539 0.2539 0.2498 0.3267 0.1637 0.3240 0.3268 0.3268
0.2072 0.3348 0.0440 0.0416 0.0528 0.0531 0.0411 0.2177 0.2227 0.2156 0.2666 0.2177 0.1965 0.2744 0.2959 0.2858 0.2897 0.3114 0.3229 0.3235 0.3253 0.3254 0.3260 0.2542 0.2548 0.2487 0.2908 0.3067 0.2586 0.2937 0.2763 0.2753 0.2473 0.2999 0.3024 0.3018 0.2998 0.2964 0.2918 0.3049 0.3033 0.2952 0.3037 0.3321 0.3286 0.3335 0.3328 0.3229 0.3229 0.3372 0.3243 0.3293 0.2807 0.3348 0.2973 0.4799 1 0.2542 0.2548 0.2487 0.2484 0.2554 0.3350 0.1644 0.3334 0.3326 0.3350
0.2674 0.4870 0.0680 0.0604 0.0773 0.0829 0.0599 0.3611 0.3686 0.3237 0.3772 0.3611 0.3121 0.4135 0.4318 0.3906 0.3973 0.4240 0.5178 0.5225 0.5106 0.5135 0.5190 1.0000 0.6433 0.6452 0.5364 0.5600 0.3647 0.3877 0.4132 0.3833 0.3805 0.4789 0.4833 0.4828 0.4811 0.5053 0.4786 0.4701 0.4634 0.4773 0.4618 0.4890 0.4768 0.4893 0.4910 0.4935 0.4990 0.4607 0.5007 0.4730 0.4216 0.4870 0.4183 0.3885 0.3893 1 0.6433 0.6452 0.6469 0.6472 0.4909 0.2589 0.4834 0.4935 0.4960
0.2574 0.4665 0.0657 0.0591 0.0771 0.0802 0.0582 0.3542 0.3574 0.3186 0.3689 0.3542 0.3055 0.3923 0.4146 0.3812 0.3859 0.4095 0.5041 0.5048 0.5074 0.5079 0.5000 0.6314 0.9913 0.6002 0.5454 0.5305 0.3646 0.3787 0.4106 0.3879 0.3861 0.4707 0.4727 0.4707 0.4728 0.4731 0.4725 0.4709 0.4612 0.4634 0.4544 0.4748 0.4716 0.4856 0.4838 0.4916 0.4864 0.4565 0.4663 0.4536 0.3890 0.4665 0.4185 0.3894 0.3851 0.6314 1 0.6002 0.6425 0.6926 0.4887 0.2513 0.4792 0.4861 0.4899
0.2492 0.4397 0.0623 0.0550 0.0711 0.0778 0.0546 0.3375 0.3495 0.3009 0.3509 0.3375 0.2908 0.3817 0.4016 0.3546 0.3558 0.3994 0.4760 0.4737 0.4700 0.4781 0.4715 0.6044 0.5733 1.0000 0.4944 0.5017 0.3558 0.3825 0.3832 0.3463 0.3652 0.4429 0.4460 0.4443 0.4447 0.4428 0.4318 0.4315 0.4299 0.4290 0.4188 0.4469 0.4496 0.4638 0.4619 0.4573 0.4582 0.4416 0.4644 0.4323 0.3765 0.4397 0.3960 0.3698 0.3586 0.6044 0.5733 1 0.5694 0.5724 0.4586 0.2370 0.4589 0.4621 0.4620
0.2520 0.4395 0.0643 0.0571 0.0733 0.0781 0.0575 0.3431 0.3453 0.2996 0.3617 0.3431 0.2917 0.3783 0.4003 0.3694 0.3740 0.3941 0.4823 0.4791 0.4702 0.4758 0.4760 0.6133 0.6210 0.5766 0.5114 0.5192 0.3518 0.3743 0.3793 0.3484 0.3711 0.4588 0.4626 0.4610 0.4616 0.4676 0.4614 0.4470 0.4398 0.4516 0.4244 0.4603 0.4588 0.4700 0.4642 0.4749 0.4759 0.4413 0.4604 0.4467 0.3758 0.4395 0.3997 0.3748 0.3639 0.6133 0.6210 0.5766 1 0.6714 0.4498 0.2405 0.4453 0.4545 0.4509
0.2580 0.4865 0.0668 0.0595 0.0764 0.0819 0.0589 0.3556 0.3589 0.3144 0.3755 0.3556 0.3029 0.4078 0.4361 0.3929 0.3944 0.4071 0.5235 0.5232 0.5160 0.5200 0.5234 0.6407 0.6909 0.5990 0.5458 0.5533 0.3618 0.3867 0.4158 0.3825 0.3710 0.4900 0.4929 0.4905 0.4903 0.4938 0.4887 0.4851 0.4703 0.4846 0.4610 0.4739 0.4764 0.4814 0.4821 0.4861 0.4944 0.4523 0.4859 0.4596 0.4076 0.4865 0.4325 0.3833 0.3873 0.6407 0.6909 0.5990 0.6948 1 0.4905 0.2581 0.4721 0.4960 0.4913
0.2406 0.5160 0.0484 0.0453 0.0582 0.0603 0.0426 0.2721 0.2855 0.2466 0.3000 0.2721 0.2704 0.3596 0.3765 0.3476 0.3470 0.3558 0.5106 0.5073 0.5139 0.5088 0.5076 0.3622 0.3641 0.3599 0.4252 0.4524 0.3233 0.3594 0.4179 0.3591 0.3230 0.4221 0.4250 0.4230 0.4213 0.4203 0.4701 0.4675 0.4501 0.4500 0.4838 0.4866 0.4597 0.4695 0.4998 0.4893 0.4560 0.4729 0.4126 0.5061 0.3512 0.5160 0.3858 0.3708 0.3757 0.3622 0.3641 0.3599 0.3490 0.3653 1 0.2606 0.7654 0.8774 0.8969
0.2060 0.3684 0.0412 0.0374 0.0493 0.0517 0.0357 0.2350 0.2412 0.2080 0.2439 0.2350 0.2308 0.3184 0.3431 0.3039 0.3015 0.2740 0.3686 0.3701 0.3640 0.3660 0.3692 0.3015 0.2919 0.2888 0.3309 0.3357 0.2532 0.2782 0.3225 0.2875 0.2669 0.3306 0.3340 0.3325 0.3302 0.3358 0.3636 0.3410 0.3357 0.3553 0.3611 0.3275 0.3154 0.3340 0.3377 0.3325 0.3392 0.3243 0.3211 0.3593 0.2892 0.3684 0.3324 0.2942 0.2921 0.3015 0.2919 0.2888 0.2911 0.3044 0.4005 1 0.4003 0.4023 0.4000
0.2469 0.5213 0.0489 0.0456 0.0594 0.0622 0.0436 0.2734 0.2886 0.2500 0.3006 0.2734 0.2795 0.3649 0.3842 0.3511 0.3484 0.3533 0.5212 0.5088 0.5181 0.5126 0.5132 0.3645 0.3639 0.3681 0.4083 0.4414 0.3233 0.3598 0.4231 0.3618 0.3193 0.4292 0.4328 0.4305 0.4275 0.4236 0.4646 0.4640 0.4481 0.4483 0.4964 0.4642 0.4456 0.4566 0.4792 0.4630 0.4422 0.4687 0.4042 0.4894 0.3529 0.5213 0.3878 0.3750 0.3779 0.3645 0.3639 0.3681 0.3534 0.3600 0.7842 0.2625 1 0.7934 0.7823
0.2416 0.5158 0.0483 0.0458 0.0588 0.0608 0.0436 0.2660 0.2845 0.2432 0.2953 0.2660 0.2693 0.3639 0.3806 0.3498 0.3479 0.3501 0.5104 0.5078 0.5213 0.5084 0.5104 0.3638 0.3614 0.3621 0.4246 0.4552 0.3220 0.3652 0.4230 0.3575 0.3246 0.4238 0.4268 0.4251 0.4235 0.4264 0.4717 0.4660 0.4493 0.4502 0.4816 0.4865 0.4598 0.4681 0.5030 0.4877 0.4546 0.4700 0.4110 0.5154 0.3511 0.5158 0.3822 0.3696 0.3717 0.3638 0.3614 0.3621 0.3522 0.3687 0.8780 0.2630 0.7750 1 0.9084
0.2428 0.5158 0.0486 0.0457 0.0587 0.0608 0.0430 0.2720 0.2868 0.2468 0.3006 0.2720 0.2694 0.3606 0.3815 0.3481 0.3486 0.3554 0.5183 0.5155 0.5199 0.5134 0.5133 0.3678 0.3672 0.3646 0.4299 0.4570 0.3246 0.3612 0.4214 0.3575 0.3238 0.4232 0.4266 0.4250 0.4231 0.4265 0.4676 0.4673 0.4506 0.4490 0.4834 0.4891 0.4586 0.4661 0.4994 0.4867 0.4539 0.4694 0.4158 0.5117 0.3527 0.5158 0.3860 0.3720 0.3772 0.3678 0.3672 0.3646 0.3516 0.3676 0.8990 0.2620 0.7675 0.9082 1
