C1903d1TS003_1 C1903d1TS044_1 C1903d1TS049_1 C1903d1TS049_2 C1903d1TS049_3 C1903d1TS049_4 C1903d1TS049_5 C1903d1TS067_1 C1903d1TS067_2 C1903d1TS067_3 C1903d1TS067_4 C1903d1TS067_5 C1903d1TS073_1 C1903d1TS073_2 C1903d1TS073_3 C1903d1TS073_4 C1903d1TS073_5 C1903d1TS103_1 C1903d1TS121_1 C1903d1TS121_2 C1903d1TS123_1 C1903d1TS123_2 C1903d1TS123_3 C1903d1TS123_4 C1903d1TS123_5 C1903d1TS131_1 C1903d1TS131_2 C1903d1TS131_3 C1903d1TS131_4 C1903d1TS131_5 C1903d1TS210_1 C1903d1TS210_2 C1903d1TS210_3 C1903d1TS210_4 C1903d1TS210_5 C1903d1TS215_1 C1903d1TS215_2 C1903d1TS215_3 C1903d1TS215_4 C1903d1TS215_5 C1903d1TS228_1 C1903d1TS228_2 C1903d1TS228_3 C1903d1TS228_4 C1903d1TS228_5 C1903d1TS240_1 C1903d1TS240_2 C1903d1TS240_3 C1903d1TS240_4 C1903d1TS240_5 C1903d1TS247_1 C1903d1TS247_2 C1903d1TS247_3 C1903d1TS247_4 C1903d1TS247_5 C1903d1TS258_1 C1903d1TS258_2 C1903d1TS258_3 C1903d1TS258_4 C1903d1TS258_5 C1903d1TS270_1 C1903d1TS273_1 C1903d1TS273_2 C1903d1TS273_3 C1903d1TS273_4 C1903d1TS273_5 C1903d1TS301_1 C1903d1TS347_1 C1903d1TS347_2 C1903d1TS347_3 C1903d1TS405_1 C1903d1TS405_2 C1903d1TS405_3 C1903d1TS405_4 C1903d1TS405_5 C1903d1TS438_1 C1903d1TS438_2 C1903d1TS438_3 C1903d1TS438_4 C1903d1TS438_5
0.1904 0.2864 0.0339 0.0410 0.0300 0.0391 0.0510 0.2494 0.2494 0.2494 0.1978 0.1978 0.2675 0.2438 0.2560 0.2574 0.2711 0.2593 0.2863 0.1799 0.2564 0.2537 0.2537 0.2537 0.2671 0.3300 0.3308 0.3243 0.3217 0.3220 1 0.3571 0.3531 0.2966 0.3187 0.2929 0.2872 0.2839 0.2874 0.2842 0.2929 0.2937 0.2959 0.2919 0.2882 0.2712 0.2607 0.2565 0.2618 0.2626 0.2696 0.2810 0.2710 0.2731 0.2329 0.2950 0.3017 0.3110 0.3055 0.2974 0.2632 0.3027 0.2994 0.2985 0.2987 0.2961 0.2864 0.2862 0.2975 0.2428 1.0000 0.3571 0.3531 0.3579 0.3345 0.3015 0.1503 0.1779 0.1799 0.3029
0.2794 0.4367 0.0511 0.0638 0.0466 0.0587 0.0778 0.3725 0.3725 0.3725 0.3118 0.3118 0.3975 0.3664 0.3609 0.3677 0.3952 0.3659 0.3427 0.2251 0.3879 0.3687 0.3687 0.3687 0.3887 0.4968 0.4928 0.4912 0.4929 0.4903 0.5538 1 0.8402 0.4438 0.4611 0.4240 0.4046 0.4097 0.4123 0.4116 0.3974 0.3984 0.4008 0.3953 0.3991 0.4420 0.4442 0.4338 0.4308 0.4414 0.4078 0.4135 0.4193 0.4206 0.3459 0.4524 0.4870 0.4590 0.4840 0.4771 0.3996 0.4166 0.4357 0.4318 0.4311 0.4324 0.4367 0.4102 0.4137 0.3448 0.5538 1.0000 0.8402 0.7486 0.7229 0.4907 0.2356 0.2975 0.2877 0.4955
0.2764 0.4417 0.0504 0.0620 0.0465 0.0583 0.0771 0.3656 0.3656 0.3656 0.3103 0.3103 0.3969 0.3634 0.3560 0.3645 0.3976 0.3596 0.3393 0.2241 0.3796 0.3680 0.3680 0.3680 0.3841 0.4973 0.4872 0.4888 0.4899 0.4929 0.5439 0.8336 1 0.4393 0.4541 0.4265 0.4001 0.4063 0.4097 0.4091 0.3989 0.3999 0.4024 0.3977 0.3970 0.4437 0.4425 0.4338 0.4278 0.4434 0.4090 0.4090 0.4151 0.4166 0.3469 0.4484 0.4897 0.4589 0.4893 0.4776 0.3995 0.4112 0.4345 0.4326 0.4320 0.4326 0.4417 0.4009 0.4067 0.3391 0.5439 0.8336 1.0000 0.7144 0.7552 0.4901 0.2355 0.2923 0.2857 0.4925
0.2288 0.3794 0.0370 0.0447 0.0336 0.0449 0.0542 0.2857 0.2857 0.2857 0.2349 0.2349 0.3301 0.3000 0.3040 0.3201 0.3314 0.2854 0.2827 0.1855 0.2969 0.3135 0.3135 0.3135 0.3042 0.3873 0.3869 0.3736 0.3829 0.3797 0.3285 0.3118 0.3121 1 0.4266 0.3550 0.3187 0.3105 0.3471 0.3434 0.3894 0.3901 0.3957 0.3871 0.4148 0.3571 0.3367 0.3344 0.3384 0.3344 0.3589 0.3694 0.3476 0.3464 0.3030 0.3566 0.3670 0.3451 0.3647 0.3560 0.3645 0.3879 0.3285 0.3265 0.3270 0.3256 0.3794 0.3255 0.3323 0.2783 0.3285 0.3118 0.3121 0.3183 0.3137 0.3751 0.1980 0.2493 0.2448 0.3785
0.2210 0.3579 0.0359 0.0430 0.0322 0.0410 0.0531 0.2735 0.2735 0.2735 0.2202 0.2202 0.3314 0.2978 0.3113 0.3190 0.3500 0.2912 0.2794 0.1814 0.2855 0.2974 0.2974 0.2974 0.2876 0.4054 0.4085 0.3954 0.3959 0.3954 0.3348 0.3103 0.3097 0.4099 1 0.3116 0.2990 0.3061 0.3476 0.3267 0.3270 0.3282 0.3304 0.3262 0.3384 0.3334 0.3314 0.3390 0.3239 0.3254 0.3537 0.3675 0.3612 0.3569 0.3143 0.3366 0.3628 0.3480 0.3613 0.3611 0.3158 0.3374 0.3529 0.3540 0.3526 0.3522 0.3579 0.3128 0.3126 0.2672 0.3348 0.3103 0.3097 0.3136 0.3073 0.3556 0.1866 0.2123 0.2267 0.3590
0.2061 0.3139 0.0350 0.0430 0.0320 0.0404 0.0525 0.2486 0.2486 0.2486 0.2071 0.2071 0.2895 0.2642 0.2615 0.2691 0.2808 0.2489 0.2590 0.1654 0.2437 0.2804 0.2804 0.2804 0.2733 0.3137 0.3104 0.3085 0.3086 0.3084 0.2944 0.2701 0.2741 0.3204 0.2973 1 0.2730 0.2912 0.3110 0.2913 0.2898 0.2891 0.2908 0.2902 0.2787 0.2905 0.2687 0.2665 0.2725 0.2716 0.2781 0.2823 0.2783 0.2757 0.2399 0.2912 0.2936 0.2945 0.3012 0.2900 0.2697 0.3090 0.2879 0.2869 0.2877 0.2873 0.3139 0.2601 0.2554 0.2485 0.2944 0.2701 0.2741 0.2724 0.2727 0.2965 0.1666 0.1936 0.1976 0.2973
0.1820 0.2626 0.0333 0.0422 0.0308 0.0384 0.0527 0.2374 0.2374 0.2374 0.1875 0.1875 0.2650 0.2544 0.2437 0.2592 0.2622 0.2577 0.2327 0.1508 0.2583 0.2366 0.2366 0.2366 0.2353 0.2871 0.2790 0.2798 0.2788 0.2787 0.2782 0.2509 0.2506 0.2802 0.2758 0.2663 1 0.2797 0.2754 0.2912 0.2763 0.2754 0.2782 0.2759 0.2706 0.2564 0.2668 0.2681 0.2501 0.2629 0.2647 0.2783 0.2713 0.2731 0.2239 0.2765 0.2676 0.2942 0.2794 0.2674 0.2584 0.3201 0.2754 0.2749 0.2752 0.2727 0.2626 0.2713 0.2654 0.2365 0.2782 0.2509 0.2506 0.2535 0.2491 0.2700 0.1374 0.1748 0.1685 0.2716
0.2014 0.2763 0.0338 0.0415 0.0313 0.0412 0.0494 0.2563 0.2563 0.2563 0.1996 0.1996 0.2639 0.2568 0.2442 0.2520 0.2643 0.2719 0.2320 0.1518 0.2755 0.2592 0.2592 0.2592 0.2427 0.2764 0.2784 0.2737 0.2767 0.2718 0.2858 0.2629 0.2638 0.2838 0.2894 0.2931 0.2897 1 0.2947 0.2815 0.2804 0.2789 0.2800 0.2808 0.2657 0.2599 0.2510 0.2544 0.2521 0.2559 0.2625 0.2725 0.2735 0.2756 0.2270 0.2849 0.2815 0.2893 0.2833 0.2750 0.2599 0.2943 0.2985 0.2970 0.2971 0.2963 0.2763 0.2596 0.2588 0.2288 0.2858 0.2629 0.2638 0.2642 0.2594 0.2784 0.1447 0.1786 0.1841 0.2794
0.2030 0.3374 0.0341 0.0420 0.0314 0.0405 0.0518 0.2655 0.2655 0.2655 0.2010 0.2010 0.3185 0.2915 0.2931 0.2970 0.3217 0.2656 0.2547 0.1621 0.2561 0.2604 0.2604 0.2604 0.2525 0.3314 0.3279 0.3310 0.3313 0.3292 0.2876 0.2630 0.2638 0.3123 0.3291 0.3119 0.2841 0.2953 1 0.2973 0.2900 0.2889 0.2894 0.2888 0.2777 0.3030 0.3030 0.3034 0.2994 0.2989 0.2828 0.3004 0.2901 0.2864 0.2461 0.3046 0.3308 0.3354 0.3037 0.3243 0.2642 0.2800 0.3105 0.3097 0.3090 0.3107 0.3374 0.2815 0.2745 0.2543 0.2876 0.2630 0.2638 0.2601 0.2698 0.3231 0.1685 0.1978 0.2038 0.3229
0.1897 0.2977 0.0347 0.0444 0.0334 0.0396 0.0542 0.2619 0.2619 0.2619 0.2092 0.2092 0.3093 0.2740 0.2716 0.2911 0.3104 0.2541 0.2610 0.1636 0.2775 0.2780 0.2780 0.2780 0.2661 0.3088 0.3012 0.3020 0.3017 0.2974 0.2954 0.2728 0.2748 0.3244 0.3221 0.3022 0.3118 0.2902 0.3082 1 0.2953 0.2936 0.2955 0.2959 0.2878 0.2864 0.2827 0.2818 0.2747 0.2801 0.2727 0.3098 0.2784 0.2829 0.2318 0.3138 0.3063 0.3239 0.3109 0.3040 0.3268 0.3172 0.3039 0.3036 0.3053 0.3033 0.2977 0.3112 0.2990 0.2398 0.2954 0.2728 0.2748 0.2750 0.2705 0.3075 0.1609 0.2008 0.1875 0.3071
0.2341 0.3501 0.0395 0.0494 0.0365 0.0476 0.0615 0.2880 0.2880 0.2880 0.2437 0.2437 0.3469 0.3221 0.3276 0.3382 0.3520 0.3126 0.3092 0.1976 0.2912 0.3064 0.3064 0.3064 0.3088 0.3613 0.3580 0.3568 0.3566 0.3512 0.3454 0.2962 0.3010 0.4163 0.3649 0.3393 0.3336 0.3282 0.3404 0.3331 1 0.9634 0.9163 0.9472 0.5521 0.3245 0.3370 0.3437 0.3395 0.3310 0.3404 0.3497 0.3323 0.3304 0.2970 0.3583 0.3583 0.3533 0.3568 0.3635 0.3195 0.4602 0.3347 0.3349 0.3350 0.3328 0.3501 0.3184 0.3227 0.2926 0.3454 0.2962 0.3010 0.3021 0.3068 0.3619 0.1802 0.2267 0.2321 0.3610
0.2363 0.3543 0.0398 0.0499 0.0365 0.0478 0.0616 0.2911 0.2911 0.2911 0.2457 0.2457 0.3498 0.3252 0.3306 0.3407 0.3552 0.3153 0.3110 0.1990 0.2942 0.3100 0.3100 0.3100 0.3125 0.3652 0.3624 0.3602 0.3608 0.3550 0.3498 0.3001 0.3045 0.4221 0.3698 0.3420 0.3373 0.3311 0.3436 0.3363 0.9666 1 0.9643 0.8994 0.5609 0.3283 0.3404 0.3481 0.3431 0.3354 0.3446 0.3547 0.3366 0.3348 0.2998 0.3613 0.3615 0.3574 0.3600 0.3665 0.3223 0.4643 0.3377 0.3375 0.3378 0.3357 0.3543 0.3210 0.3246 0.2953 0.3498 0.3001 0.3045 0.3060 0.3106 0.3666 0.1817 0.2288 0.2338 0.3655
0.2385 0.3598 0.0402 0.0504 0.0365 0.0480 0.0619 0.2950 0.2950 0.2950 0.2477 0.2477 0.3530 0.3284 0.3347 0.3445 0.3588 0.3187 0.3139 0.2010 0.2965 0.3146 0.3146 0.3146 0.3163 0.3719 0.3686 0.3660 0.3675 0.3604 0.3550 0.3046 0.3092 0.4319 0.3756 0.3459 0.3429 0.3344 0.3469 0.3405 0.9177 0.9599 1 0.8489 0.5705 0.3345 0.3443 0.3537 0.3479 0.3406 0.3521 0.3606 0.3432 0.3423 0.3055 0.3662 0.3670 0.3630 0.3639 0.3715 0.3261 0.4692 0.3421 0.3413 0.3418 0.3398 0.3598 0.3246 0.3282 0.2986 0.3550 0.3046 0.3092 0.3107 0.3148 0.3736 0.1838 0.2319 0.2373 0.3722
0.2318 0.3441 0.0395 0.0495 0.0368 0.0479 0.0620 0.2837 0.2837 0.2837 0.2424 0.2424 0.3432 0.3184 0.3234 0.3337 0.3472 0.3087 0.3069 0.1963 0.2878 0.3015 0.3015 0.3015 0.3047 0.3541 0.3510 0.3506 0.3500 0.3441 0.3399 0.2907 0.2955 0.4085 0.3582 0.3359 0.3292 0.3246 0.3351 0.3293 0.9400 0.8873 0.8361 1 0.5370 0.3187 0.3322 0.3381 0.3345 0.3253 0.3341 0.3427 0.3262 0.3248 0.2924 0.3535 0.3537 0.3477 0.3530 0.3593 0.3166 0.4541 0.3295 0.3299 0.3301 0.3279 0.3441 0.3156 0.3193 0.2893 0.3399 0.2907 0.2955 0.2968 0.3017 0.3546 0.1773 0.2227 0.2287 0.3538
0.2338 0.3656 0.0378 0.0480 0.0354 0.0462 0.0586 0.2983 0.2983 0.2983 0.2414 0.2414 0.3487 0.3292 0.3225 0.3443 0.3542 0.3224 0.2937 0.1927 0.2979 0.3087 0.3087 0.3087 0.3085 0.3704 0.3598 0.3614 0.3626 0.3597 0.3590 0.3164 0.3179 0.4646 0.3938 0.3433 0.3448 0.3257 0.3421 0.3418 0.5770 0.5813 0.5910 0.5686 1 0.3461 0.3678 0.3677 0.3716 0.3575 0.3786 0.3853 0.3563 0.3529 0.3274 0.3786 0.3728 0.3625 0.3711 0.3808 0.3283 0.4384 0.3479 0.3474 0.3478 0.3451 0.3656 0.3168 0.3271 0.2951 0.3590 0.3164 0.3179 0.3207 0.3205 0.3837 0.1904 0.2377 0.2441 0.3860
0.2690 0.4147 0.0427 0.0509 0.0419 0.0506 0.0656 0.3310 0.3310 0.3310 0.2784 0.2784 0.4113 0.3933 0.3739 0.3863 0.4107 0.3303 0.2821 0.1918 0.3059 0.3323 0.3323 0.3323 0.3202 0.3999 0.4022 0.3866 0.3934 0.3855 0.3396 0.3547 0.3598 0.4076 0.3955 0.3651 0.3305 0.3248 0.3787 0.3416 0.3463 0.3465 0.3505 0.3444 0.3496 1 0.5571 0.4988 0.4958 0.5107 0.3698 0.3821 0.3770 0.3743 0.3062 0.4006 0.4297 0.4152 0.4166 0.4118 0.3546 0.3499 0.3792 0.3777 0.3771 0.3776 0.4147 0.3499 0.3402 0.2973 0.3396 0.3547 0.3598 0.3636 0.3660 0.4378 0.2290 0.2855 0.2792 0.4358
0.2797 0.4132 0.0450 0.0543 0.0434 0.0535 0.0701 0.3385 0.3385 0.3385 0.2833 0.2833 0.4210 0.3917 0.3821 0.3920 0.4233 0.3489 0.3028 0.1993 0.3241 0.3561 0.3561 0.3561 0.3202 0.4095 0.4027 0.3986 0.4025 0.3973 0.3408 0.3716 0.3738 0.4030 0.4125 0.3537 0.3614 0.3287 0.3964 0.3565 0.3774 0.3778 0.3802 0.3778 0.3911 0.5823 1 0.6090 0.5706 0.6137 0.3807 0.3951 0.3843 0.3790 0.3299 0.4148 0.4382 0.4272 0.4070 0.4057 0.3618 0.3721 0.3885 0.3866 0.3868 0.3845 0.4132 0.3660 0.3705 0.3131 0.3408 0.3716 0.3738 0.3794 0.3871 0.4314 0.2397 0.3096 0.2910 0.4372
0.2872 0.4260 0.0438 0.0536 0.0434 0.0524 0.0680 0.3466 0.3466 0.3466 0.2868 0.2868 0.4257 0.3924 0.3787 0.3941 0.4255 0.3553 0.3049 0.2039 0.3235 0.3501 0.3501 0.3501 0.3256 0.4066 0.4010 0.3971 0.4008 0.3973 0.3386 0.3656 0.3693 0.4021 0.4222 0.3531 0.3659 0.3344 0.3988 0.3577 0.3856 0.3865 0.3904 0.3847 0.3940 0.5245 0.6151 1 0.5976 0.6785 0.3902 0.3995 0.3891 0.3891 0.3345 0.4174 0.4450 0.4351 0.4114 0.4264 0.3594 0.3725 0.3971 0.3963 0.3978 0.3957 0.4260 0.3741 0.3710 0.3209 0.3386 0.3656 0.3693 0.3672 0.3847 0.4400 0.2398 0.3059 0.2927 0.4415
0.2726 0.4068 0.0425 0.0519 0.0415 0.0502 0.0663 0.3217 0.3217 0.3217 0.2702 0.2702 0.3925 0.3745 0.3645 0.3648 0.3930 0.3334 0.2903 0.1901 0.3023 0.3326 0.3326 0.3326 0.3008 0.3867 0.3844 0.3742 0.3806 0.3736 0.3282 0.3461 0.3470 0.3896 0.3844 0.3447 0.3239 0.3142 0.3771 0.3323 0.3656 0.3654 0.3679 0.3653 0.3780 0.4978 0.5466 0.5702 1 0.5898 0.3842 0.3870 0.3761 0.3717 0.3337 0.3991 0.4223 0.3971 0.3876 0.3993 0.3502 0.3547 0.3649 0.3619 0.3631 0.3631 0.4068 0.3457 0.3450 0.3123 0.3282 0.3461 0.3470 0.3524 0.3683 0.4226 0.2341 0.3029 0.2903 0.4265
0.2779 0.4109 0.0429 0.0526 0.0421 0.0509 0.0665 0.3345 0.3345 0.3345 0.2796 0.2796 0.4080 0.3818 0.3720 0.3758 0.4058 0.3404 0.2893 0.1928 0.3069 0.3454 0.3454 0.3454 0.3015 0.3981 0.3918 0.3892 0.3943 0.3893 0.3360 0.3608 0.3663 0.3899 0.3947 0.3486 0.3476 0.3265 0.3831 0.3450 0.3624 0.3627 0.3660 0.3608 0.3726 0.5217 0.6026 0.6545 0.5989 1 0.3729 0.3868 0.3736 0.3725 0.3159 0.3954 0.4245 0.4234 0.3985 0.4217 0.3455 0.3554 0.3861 0.3872 0.3874 0.3831 0.4109 0.3522 0.3536 0.3112 0.3360 0.3608 0.3663 0.3661 0.3830 0.4206 0.2414 0.3026 0.2870 0.4235
0.2303 0.3575 0.0357 0.0465 0.0339 0.0441 0.0588 0.2884 0.2884 0.2884 0.2359 0.2359 0.3718 0.3435 0.3524 0.3636 0.3751 0.3278 0.2886 0.1766 0.2787 0.3210 0.3210 0.3210 0.3086 0.4100 0.3972 0.3957 0.4043 0.3999 0.3231 0.3149 0.3191 0.3947 0.4006 0.3396 0.3294 0.3155 0.3409 0.3171 0.3486 0.3493 0.3535 0.3465 0.3652 0.3533 0.3469 0.3561 0.3686 0.3498 1 0.4797 0.5507 0.5347 0.5933 0.3849 0.3804 0.3630 0.3571 0.3601 0.3152 0.3514 0.3629 0.3620 0.3608 0.3602 0.3575 0.3118 0.3076 0.3157 0.3231 0.3149 0.3191 0.3190 0.3181 0.3801 0.2029 0.2426 0.2402 0.3809
0.2275 0.3532 0.0352 0.0439 0.0333 0.0422 0.0545 0.2862 0.2862 0.2862 0.2132 0.2132 0.3614 0.3424 0.3364 0.3375 0.3725 0.3226 0.2774 0.1758 0.2794 0.2973 0.2973 0.2973 0.2889 0.3774 0.3718 0.3652 0.3658 0.3665 0.3197 0.2978 0.2972 0.3752 0.3885 0.3168 0.3203 0.3034 0.3363 0.3308 0.3311 0.3323 0.3346 0.3294 0.3477 0.3411 0.3354 0.3385 0.3471 0.3377 0.4541 1 0.4081 0.4142 0.4016 0.3508 0.3495 0.3610 0.3393 0.3425 0.3324 0.3428 0.3779 0.3782 0.3781 0.3802 0.3532 0.3266 0.3190 0.2958 0.3197 0.2978 0.2972 0.2949 0.3001 0.3623 0.1913 0.2365 0.2313 0.3652
0.2238 0.3574 0.0362 0.0458 0.0341 0.0436 0.0582 0.2888 0.2888 0.2888 0.2296 0.2296 0.3552 0.3351 0.3454 0.3518 0.3679 0.3220 0.2850 0.1750 0.2837 0.3198 0.3198 0.3198 0.3096 0.4151 0.4116 0.4045 0.4073 0.4028 0.3197 0.3146 0.3150 0.3704 0.3994 0.3294 0.3285 0.3204 0.3378 0.3128 0.3309 0.3308 0.3348 0.3292 0.3372 0.3514 0.3407 0.3458 0.3516 0.3399 0.5415 0.4351 1 0.7275 0.4862 0.3721 0.3782 0.3560 0.3650 0.3652 0.3022 0.3486 0.3511 0.3516 0.3511 0.3494 0.3574 0.3151 0.3112 0.3145 0.3197 0.3146 0.3150 0.3173 0.3167 0.3884 0.1905 0.2317 0.2251 0.3903
0.2250 0.3573 0.0362 0.0471 0.0341 0.0446 0.0585 0.2892 0.2892 0.2892 0.2349 0.2349 0.3608 0.3367 0.3467 0.3537 0.3668 0.3264 0.2841 0.1763 0.2872 0.3237 0.3237 0.3237 0.3122 0.4159 0.4081 0.4027 0.4048 0.4007 0.3266 0.3198 0.3205 0.3721 0.4008 0.3318 0.3306 0.3243 0.3386 0.3183 0.3325 0.3329 0.3376 0.3308 0.3391 0.3537 0.3423 0.3491 0.3527 0.3435 0.5388 0.4444 0.7366 1 0.4865 0.3783 0.3800 0.3604 0.3647 0.3651 0.3067 0.3507 0.3587 0.3587 0.3570 0.3576 0.3573 0.3212 0.3210 0.3160 0.3266 0.3198 0.3205 0.3223 0.3194 0.3926 0.1913 0.2335 0.2305 0.3936
0.2318 0.3554 0.0369 0.0466 0.0342 0.0452 0.0599 0.2884 0.2884 0.2884 0.2271 0.2271 0.3756 0.3529 0.3608 0.3659 0.3836 0.3344 0.2962 0.1800 0.2721 0.3191 0.3191 0.3191 0.2961 0.4202 0.4094 0.4068 0.4113 0.4072 0.3225 0.3099 0.3137 0.3775 0.4007 0.3318 0.3289 0.3158 0.3426 0.3122 0.3463 0.3464 0.3499 0.3440 0.3608 0.3473 0.3497 0.3568 0.3707 0.3491 0.6855 0.5022 0.5460 0.5313 1 0.3786 0.3810 0.3627 0.3596 0.3693 0.3096 0.3467 0.3608 0.3593 0.3582 0.3586 0.3554 0.3091 0.3063 0.3095 0.3225 0.3099 0.3137 0.3138 0.3154 0.3819 0.2035 0.2416 0.2372 0.3849
0.2336 0.3692 0.0387 0.0493 0.0372 0.0456 0.0603 0.3138 0.3138 0.3138 0.2641 0.2641 0.3737 0.3536 0.3373 0.3481 0.3732 0.3082 0.3107 0.1995 0.3175 0.3066 0.3066 0.3066 0.3001 0.4109 0.3984 0.4018 0.4007 0.4032 0.3429 0.3378 0.3388 0.3774 0.3708 0.3412 0.3349 0.3286 0.3546 0.3524 0.3597 0.3576 0.3601 0.3589 0.3569 0.3730 0.3689 0.3706 0.3703 0.3612 0.3743 0.3664 0.3699 0.3715 0.3225 1 0.4334 0.3916 0.3979 0.3922 0.3242 0.3679 0.3647 0.3640 0.3658 0.3624 0.3692 0.3348 0.3328 0.2936 0.3429 0.3378 0.3388 0.3443 0.3342 0.4250 0.1995 0.2420 0.2458 0.4260
0.2432 0.4251 0.0395 0.0479 0.0371 0.0455 0.0590 0.3151 0.3151 0.3151 0.2473 0.2473 0.3918 0.3647 0.3681 0.3637 0.3977 0.3237 0.3081 0.2019 0.3053 0.3022 0.3022 0.3022 0.3062 0.4355 0.4332 0.4295 0.4335 0.4299 0.3554 0.3652 0.3705 0.3923 0.4053 0.3459 0.3240 0.3298 0.3890 0.3459 0.3596 0.3579 0.3608 0.3593 0.3562 0.4040 0.3944 0.3974 0.3970 0.3905 0.3746 0.3665 0.3799 0.3801 0.3227 0.4379 1 0.4324 0.4356 0.4462 0.3218 0.3438 0.3812 0.3801 0.3792 0.3793 0.4251 0.3582 0.3596 0.2943 0.3554 0.3652 0.3705 0.3751 0.3795 0.6279 0.2111 0.2561 0.2549 0.6304
0.2174 0.3825 0.0366 0.0438 0.0342 0.0425 0.0528 0.2937 0.2937 0.2937 0.2240 0.2240 0.3529 0.3316 0.3273 0.3294 0.3513 0.2901 0.2801 0.1833 0.2820 0.2874 0.2874 0.2874 0.2957 0.3707 0.3676 0.3605 0.3663 0.3619 0.3301 0.3121 0.3152 0.3331 0.3508 0.3140 0.3219 0.3058 0.3557 0.3313 0.3195 0.3192 0.3214 0.3188 0.3111 0.3524 0.3473 0.3512 0.3352 0.3510 0.3223 0.3405 0.3273 0.3299 0.2754 0.3549 0.3883 1 0.3839 0.3888 0.2720 0.3121 0.3866 0.3857 0.3856 0.3848 0.3825 0.3272 0.3249 0.2731 0.3301 0.3121 0.3152 0.3138 0.3130 0.3865 0.1730 0.2197 0.2204 0.3862
0.2426 0.3729 0.0377 0.0471 0.0352 0.0440 0.0576 0.2893 0.2893 0.2893 0.2433 0.2433 0.3659 0.3294 0.3312 0.3399 0.3684 0.2980 0.2830 0.1837 0.3077 0.3052 0.3052 0.3052 0.3106 0.4101 0.4018 0.3931 0.3966 0.3906 0.3480 0.3522 0.3594 0.3767 0.3909 0.3422 0.3270 0.3209 0.3458 0.3392 0.3457 0.3455 0.3468 0.3472 0.3414 0.3781 0.3543 0.3553 0.3501 0.3535 0.3403 0.3432 0.3580 0.3560 0.2939 0.3873 0.4191 0.4118 1 0.5203 0.3186 0.3607 0.3528 0.3535 0.3522 0.3513 0.3729 0.3397 0.3381 0.2745 0.3480 0.3522 0.3594 0.3575 0.3559 0.4309 0.1916 0.2399 0.2403 0.4304
0.2246 0.3911 0.0372 0.0468 0.0361 0.0441 0.0574 0.3013 0.3013 0.3013 0.2450 0.2450 0.3730 0.3463 0.3445 0.3424 0.3729 0.3171 0.2788 0.1824 0.2910 0.2945 0.2945 0.2945 0.2888 0.4305 0.4320 0.4208 0.4224 0.4249 0.3422 0.3491 0.3536 0.3699 0.3921 0.3318 0.3155 0.3141 0.3714 0.3337 0.3535 0.3525 0.3547 0.3539 0.3533 0.3778 0.3559 0.3708 0.3625 0.3768 0.3448 0.3509 0.3597 0.3568 0.3040 0.3852 0.4322 0.4195 0.5219 1 0.3041 0.3450 0.3631 0.3643 0.3640 0.3635 0.3911 0.3301 0.3299 0.2732 0.3422 0.3491 0.3536 0.3495 0.3524 0.4419 0.1883 0.2332 0.2337 0.4405
0.1853 0.2681 0.0340 0.0423 0.0302 0.0395 0.0512 0.2663 0.2663 0.2663 0.2257 0.2257 0.2754 0.2649 0.2573 0.2654 0.2893 0.2632 0.2608 0.1666 0.3160 0.2886 0.2886 0.2886 0.2568 0.2880 0.2914 0.2833 0.2858 0.2854 0.2705 0.2631 0.2654 0.3429 0.3102 0.2790 0.2743 0.2669 0.2723 0.3241 0.2794 0.2785 0.2799 0.2805 0.2710 0.2912 0.2818 0.2803 0.2847 0.2776 0.2660 0.3059 0.2643 0.2659 0.2254 0.2838 0.2803 0.2648 0.2885 0.2738 1 0.3198 0.2837 0.2832 0.2834 0.2846 0.2681 0.3029 0.2993 0.2384 0.2705 0.2631 0.2654 0.2663 0.2621 0.2820 0.1628 0.2083 0.1981 0.2811
0.1864 0.2497 0.0307 0.0373 0.0274 0.0348 0.0460 0.2333 0.2333 0.2333 0.1945 0.1945 0.2675 0.2507 0.2397 0.2619 0.2631 0.2420 0.2484 0.1569 0.2326 0.2439 0.2439 0.2439 0.2501 0.2811 0.2765 0.2748 0.2773 0.2732 0.2714 0.2380 0.2375 0.3166 0.2866 0.2767 0.2949 0.2625 0.2504 0.2736 0.3535 0.3516 0.3532 0.3530 0.3197 0.2504 0.2539 0.2523 0.2529 0.2487 0.2648 0.2771 0.2678 0.2669 0.2249 0.2817 0.2612 0.2621 0.2832 0.2702 0.2791 1 0.2800 0.2800 0.2804 0.2776 0.2497 0.2609 0.2608 0.2304 0.2714 0.2380 0.2375 0.2411 0.2397 0.2622 0.1427 0.1811 0.1754 0.2635
0.1776 0.2592 0.0277 0.0349 0.0286 0.0340 0.0439 0.2515 0.2515 0.2515 0.1892 0.1892 0.2780 0.2560 0.2541 0.2595 0.2822 0.2470 0.2119 0.1399 0.2351 0.2280 0.2280 0.2280 0.2384 0.2731 0.2689 0.2649 0.2658 0.2660 0.2531 0.2358 0.2376 0.2514 0.2850 0.2440 0.2395 0.2524 0.2645 0.2453 0.2413 0.2412 0.2422 0.2404 0.2404 0.2563 0.2515 0.2554 0.2466 0.2557 0.2569 0.2854 0.2519 0.2570 0.2174 0.2642 0.2748 0.3096 0.2629 0.2684 0.2296 0.2640 1 0.9459 0.9209 0.9072 0.2592 0.2743 0.2689 0.2263 0.2531 0.2358 0.2376 0.2394 0.2378 0.2767 0.1471 0.1694 0.1786 0.2788
