C1901d2TS003_1 C1901d2TS010_1 C1901d2TS010_2 C1901d2TS010_3 C1901d2TS010_4 C1901d2TS010_5 C1901d2TS049_1 C1901d2TS049_2 C1901d2TS049_3 C1901d2TS049_4 C1901d2TS049_5 C1901d2TS067_1 C1901d2TS067_2 C1901d2TS067_3 C1901d2TS067_4 C1901d2TS067_5 C1901d2TS103_1 C1901d2TS103_2 C1901d2TS103_3 C1901d2TS121_1 C1901d2TS121_2 C1901d2TS123_1 C1901d2TS123_2 C1901d2TS123_3 C1901d2TS123_4 C1901d2TS123_5 C1901d2TS131_1 C1901d2TS131_2 C1901d2TS131_3 C1901d2TS131_4 C1901d2TS131_5 C1901d2TS210_1 C1901d2TS210_2 C1901d2TS210_3 C1901d2TS210_4 C1901d2TS210_5 C1901d2TS215_1 C1901d2TS215_2 C1901d2TS215_3 C1901d2TS215_4 C1901d2TS215_5 C1901d2TS228_1 C1901d2TS228_2 C1901d2TS228_3 C1901d2TS228_4 C1901d2TS228_5 C1901d2TS240_1 C1901d2TS240_2 C1901d2TS240_3 C1901d2TS240_4 C1901d2TS240_5 C1901d2TS258_1 C1901d2TS258_2 C1901d2TS258_3 C1901d2TS258_4 C1901d2TS258_5 C1901d2TS267_1 C1901d2TS267_2 C1901d2TS267_3 C1901d2TS267_4 C1901d2TS267_5 C1901d2TS273_1 C1901d2TS273_2 C1901d2TS273_3 C1901d2TS273_4 C1901d2TS273_5 C1901d2TS347_1 C1901d2TS347_2 C1901d2TS347_3 C1901d2TS405_1 C1901d2TS405_2 C1901d2TS405_3 C1901d2TS405_4 C1901d2TS405_5 C1901d2TS438_1 C1901d2TS438_2 C1901d2TS438_3 C1901d2TS438_4 C1901d2TS438_5
0.3213 0.4533 0.4404 0.4417 0.4330 0.4400 0.0435 0.0670 0.1050 0.0739 0.0745 0.2973 0.2973 0.3448 0.2973 0.3611 0.3515 0.3915 0.3674 0.3286 0.2018 0.4057 0.4015 0.4162 0.4259 0.4259 0.4795 0.4887 0.4849 0.4789 0.4849 1 0.4835 0.4192 0.5086 0.4424 0.4016 0.3972 0.3858 0.4128 0.3980 0.4340 0.4346 0.4351 0.4396 0.4820 0.4260 0.4132 0.4574 0.4475 0.4489 0.3990 0.4050 0.4206 0.4187 0.4041 0.4204 0.3910 0.3588 0.4244 0.4112 0.4219 0.4539 0.4533 0.4533 0.4533 0.4293 0.3948 0.4340 1.0000 0.8472 0.8702 0.8853 0.9228 0.4231 0.4348 0.4372 0.4316 0.4297
0.2736 0.4345 0.3669 0.4359 0.4797 0.4489 0.0370 0.0537 0.0893 0.0639 0.0648 0.2715 0.2715 0.3258 0.2715 0.3358 0.3360 0.3897 0.3574 0.2955 0.1786 0.3704 0.3648 0.3604 0.3936 0.3936 0.4034 0.4034 0.4024 0.3997 0.4049 0.4219 1 0.4399 0.6120 0.4017 0.3789 0.3950 0.3397 0.3465 0.3372 0.4191 0.4219 0.4266 0.4238 0.4800 0.4652 0.5025 0.3989 0.3929 0.3803 0.3932 0.3984 0.4022 0.4015 0.3926 0.3942 0.3517 0.3536 0.3719 0.3708 0.4369 0.4032 0.3898 0.3898 0.3898 0.3830 0.3501 0.3602 0.4219 0.4136 0.4190 0.4272 0.4173 0.4096 0.4070 0.4217 0.4225 0.4151
0.3118 0.5103 0.4644 0.5263 0.5066 0.5826 0.0482 0.0675 0.1119 0.0729 0.0849 0.3109 0.3109 0.4639 0.3109 0.4472 0.4713 0.5081 0.5499 0.3786 0.2235 0.4587 0.4559 0.4312 0.5127 0.5127 0.5615 0.5679 0.5700 0.5592 0.5700 0.4713 0.5685 1 0.5623 0.6568 0.4218 0.4156 0.3860 0.4036 0.3962 0.5131 0.5170 0.5203 0.5204 0.5087 0.6047 0.6107 0.5484 0.5178 0.5094 0.5365 0.5177 0.5186 0.5095 0.4980 0.5263 0.4304 0.4720 0.4474 0.4477 0.4610 0.4527 0.4586 0.4586 0.4586 0.6086 0.5504 0.5432 0.4713 0.4664 0.4700 0.4674 0.4661 0.5515 0.5456 0.5440 0.5195 0.5473
0.3154 0.4860 0.4267 0.4930 0.5391 0.5229 0.0453 0.0678 0.1114 0.0730 0.0784 0.3099 0.3099 0.3852 0.3099 0.3924 0.4032 0.4187 0.4130 0.3460 0.2121 0.4443 0.4233 0.4327 0.4582 0.4582 0.4897 0.4982 0.4973 0.4873 0.4892 0.5249 0.7287 0.5160 1 0.4933 0.4326 0.4338 0.3996 0.4103 0.4021 0.5146 0.5172 0.5218 0.5201 0.6058 0.5528 0.5751 0.5005 0.4947 0.4731 0.4657 0.4670 0.4822 0.4723 0.4586 0.4625 0.4200 0.4117 0.4372 0.4427 0.5094 0.4948 0.4881 0.4881 0.4881 0.4663 0.4229 0.4622 0.5249 0.5161 0.5217 0.5367 0.5205 0.4955 0.4971 0.5049 0.5087 0.5042
0.3175 0.5307 0.4738 0.5478 0.4841 0.5469 0.0498 0.0717 0.1134 0.0758 0.0859 0.3146 0.3146 0.4627 0.3146 0.4489 0.4651 0.5063 0.5974 0.3886 0.2421 0.4651 0.4679 0.4512 0.5434 0.5434 0.6090 0.6191 0.6129 0.6084 0.6165 0.5140 0.5355 0.6781 0.5548 1 0.4496 0.4337 0.4136 0.4250 0.4171 0.4846 0.4876 0.4908 0.4906 0.5178 0.5716 0.5516 0.6084 0.5802 0.5662 0.5523 0.5387 0.5179 0.5171 0.5279 0.5585 0.4349 0.4762 0.4645 0.4534 0.4673 0.4751 0.4959 0.4959 0.4959 0.6692 0.6270 0.6039 0.5140 0.5099 0.5205 0.5140 0.5118 0.5715 0.5758 0.5654 0.5344 0.5715
0.2341 0.3053 0.3203 0.3093 0.2998 0.3151 0.0333 0.0440 0.0718 0.0537 0.0572 0.2485 0.2485 0.2657 0.2485 0.2677 0.2875 0.2826 0.2790 0.2569 0.1581 0.3214 0.3112 0.3233 0.3616 0.3616 0.3320 0.3298 0.3292 0.3361 0.3324 0.2940 0.3184 0.2729 0.3064 0.2812 1 0.3671 0.3131 0.3213 0.3051 0.2912 0.2905 0.2926 0.2945 0.2743 0.2914 0.2923 0.3260 0.3329 0.3195 0.2978 0.3060 0.2972 0.2952 0.3002 0.3600 0.3022 0.2679 0.3336 0.3161 0.3137 0.3205 0.3084 0.3084 0.3084 0.2901 0.2592 0.2975 0.2940 0.2891 0.2948 0.2958 0.2900 0.2902 0.2919 0.2955 0.2988 0.2946
0.2309 0.3605 0.3478 0.3384 0.3283 0.3161 0.0330 0.0472 0.0708 0.0553 0.0559 0.2295 0.2295 0.2522 0.2295 0.2561 0.2502 0.2948 0.2663 0.2638 0.1717 0.3185 0.3101 0.3085 0.3270 0.3270 0.3107 0.3073 0.3071 0.3104 0.3088 0.2821 0.3246 0.2641 0.3001 0.2669 0.3563 1 0.3903 0.3092 0.2996 0.2896 0.2887 0.2870 0.2930 0.2727 0.2896 0.2938 0.3159 0.3189 0.3081 0.3093 0.3299 0.3106 0.3135 0.3289 0.3205 0.3085 0.3139 0.3103 0.3123 0.2924 0.3077 0.3022 0.3022 0.3022 0.2792 0.2573 0.2943 0.2821 0.2829 0.2818 0.2851 0.2797 0.2812 0.2803 0.2851 0.2881 0.2826
0.2497 0.3741 0.4081 0.3574 0.3301 0.3156 0.0376 0.0573 0.0836 0.0648 0.0667 0.2783 0.2783 0.2738 0.2783 0.2744 0.2714 0.3013 0.2908 0.2986 0.1817 0.3341 0.3355 0.3304 0.3181 0.3181 0.3469 0.3426 0.3438 0.3470 0.3434 0.3125 0.3173 0.2803 0.3148 0.2896 0.3467 0.4488 1 0.3497 0.3403 0.3130 0.3128 0.3098 0.3159 0.2976 0.3113 0.3064 0.3264 0.3420 0.3290 0.3308 0.3521 0.3329 0.3469 0.3554 0.3132 0.3326 0.3237 0.3383 0.3382 0.3235 0.3308 0.3343 0.3343 0.3343 0.2974 0.2752 0.3072 0.3125 0.3062 0.3128 0.3136 0.3065 0.3067 0.3083 0.3099 0.3129 0.3107
0.2382 0.3124 0.3167 0.2934 0.2764 0.2802 0.0301 0.0469 0.0727 0.0531 0.0544 0.2526 0.2526 0.2437 0.2526 0.2464 0.2659 0.2847 0.2681 0.2633 0.1658 0.3348 0.3206 0.3266 0.2920 0.2920 0.3054 0.3076 0.3055 0.3068 0.3069 0.2878 0.2765 0.2490 0.2767 0.2532 0.3053 0.2998 0.2983 1 0.7248 0.2707 0.2707 0.2704 0.2734 0.2563 0.2674 0.2696 0.3072 0.3070 0.3131 0.2666 0.2720 0.2645 0.2661 0.2683 0.2951 0.3168 0.2674 0.3116 0.3278 0.2868 0.2741 0.2714 0.2714 0.2714 0.2838 0.2579 0.2913 0.2878 0.2855 0.2822 0.2894 0.2864 0.2680 0.2654 0.2714 0.2740 0.2692
0.2450 0.3120 0.3212 0.2967 0.2809 0.2836 0.0315 0.0482 0.0745 0.0546 0.0552 0.2519 0.2519 0.2458 0.2519 0.2491 0.2709 0.2855 0.2742 0.2667 0.1677 0.3349 0.3263 0.3257 0.2992 0.2992 0.3065 0.3089 0.3074 0.3069 0.3094 0.2885 0.2799 0.2547 0.2831 0.2591 0.3006 0.3022 0.3008 0.7440 1 0.2702 0.2698 0.2692 0.2733 0.2578 0.2706 0.2756 0.3129 0.3116 0.3167 0.2706 0.2751 0.2652 0.2680 0.2716 0.2978 0.3180 0.2662 0.3160 0.3284 0.2911 0.2795 0.2734 0.2734 0.2734 0.2938 0.2657 0.3005 0.2885 0.2850 0.2831 0.2923 0.2864 0.2709 0.2678 0.2755 0.2785 0.2742
0.3060 0.4613 0.3848 0.4317 0.4572 0.4847 0.0417 0.0618 0.0993 0.0678 0.0758 0.3070 0.3070 0.3432 0.3070 0.3454 0.3700 0.3584 0.3868 0.3405 0.2044 0.3931 0.3899 0.3829 0.4161 0.4161 0.4286 0.4296 0.4261 0.4284 0.4275 0.4247 0.4755 0.4504 0.4930 0.4112 0.3907 0.4017 0.3749 0.3836 0.3671 1 0.9515 0.8752 0.9507 0.5321 0.4618 0.4779 0.4410 0.4523 0.4461 0.4310 0.4357 0.4326 0.4217 0.4273 0.4113 0.3800 0.3438 0.3867 0.3910 0.4406 0.4387 0.4496 0.4496 0.4496 0.4038 0.3945 0.3934 0.4247 0.4221 0.4215 0.4254 0.4181 0.4265 0.4221 0.4243 0.4267 0.4246
0.3073 0.4629 0.3864 0.4342 0.4577 0.4871 0.0419 0.0622 0.0994 0.0681 0.0762 0.3091 0.3091 0.3455 0.3091 0.3482 0.3709 0.3605 0.3885 0.3428 0.2054 0.3943 0.3921 0.3838 0.4168 0.4168 0.4314 0.4322 0.4292 0.4314 0.4302 0.4263 0.4790 0.4537 0.4969 0.4143 0.3930 0.4024 0.3770 0.3854 0.3684 0.9492 1 0.9105 0.9219 0.5401 0.4647 0.4793 0.4424 0.4530 0.4483 0.4324 0.4371 0.4349 0.4244 0.4285 0.4117 0.3804 0.3450 0.3880 0.3915 0.4432 0.4406 0.4513 0.4513 0.4513 0.4046 0.3961 0.3952 0.4263 0.4235 0.4229 0.4262 0.4196 0.4284 0.4239 0.4255 0.4286 0.4264
0.3117 0.4669 0.3916 0.4416 0.4653 0.4939 0.0425 0.0634 0.1006 0.0689 0.0771 0.3153 0.3153 0.3499 0.3153 0.3540 0.3763 0.3671 0.3949 0.3469 0.2069 0.3999 0.3982 0.3895 0.4191 0.4191 0.4379 0.4396 0.4367 0.4393 0.4378 0.4331 0.4917 0.4622 0.5083 0.4217 0.4004 0.4081 0.3813 0.3925 0.3750 0.8789 0.9149 1 0.8545 0.5578 0.4771 0.4897 0.4520 0.4598 0.4568 0.4383 0.4426 0.4426 0.4317 0.4349 0.4157 0.3823 0.3493 0.3912 0.3948 0.4527 0.4482 0.4572 0.4572 0.4572 0.4102 0.4005 0.4004 0.4331 0.4299 0.4292 0.4325 0.4268 0.4370 0.4330 0.4362 0.4380 0.4383
0.3063 0.4574 0.3834 0.4285 0.4566 0.4817 0.0419 0.0616 0.0992 0.0680 0.0760 0.3057 0.3057 0.3425 0.3057 0.3447 0.3683 0.3570 0.3856 0.3394 0.2046 0.3928 0.3905 0.3830 0.4163 0.4163 0.4264 0.4274 0.4250 0.4264 0.4254 0.4229 0.4735 0.4484 0.4904 0.4088 0.3886 0.3997 0.3732 0.3818 0.3658 0.9374 0.9106 0.8361 1 0.5252 0.4581 0.4728 0.4371 0.4475 0.4446 0.4292 0.4310 0.4312 0.4191 0.4246 0.4099 0.3802 0.3405 0.3855 0.3906 0.4385 0.4406 0.4478 0.4478 0.4478 0.4034 0.3931 0.3912 0.4229 0.4197 0.4192 0.4238 0.4164 0.4259 0.4210 0.4227 0.4253 0.4242
0.3234 0.4626 0.4102 0.4743 0.5061 0.5006 0.0434 0.0681 0.1073 0.0725 0.0791 0.3142 0.3142 0.3596 0.3142 0.3739 0.3770 0.3874 0.4119 0.3362 0.2042 0.4189 0.4091 0.4142 0.4340 0.4340 0.4732 0.4779 0.4746 0.4667 0.4724 0.5255 0.5986 0.4979 0.6358 0.4833 0.4131 0.4200 0.3999 0.4038 0.3922 0.5951 0.6025 0.6157 0.5973 1 0.5202 0.5144 0.4803 0.4842 0.4693 0.4431 0.4570 0.4592 0.4543 0.4554 0.4289 0.3984 0.3740 0.4116 0.4172 0.4842 0.4838 0.4822 0.4822 0.4822 0.4608 0.4295 0.4532 0.5255 0.5035 0.5243 0.5153 0.5149 0.4758 0.4782 0.4830 0.4819 0.4775
0.2898 0.4950 0.4409 0.4698 0.4665 0.5046 0.0446 0.0670 0.1068 0.0721 0.0763 0.2945 0.2945 0.3709 0.2945 0.3857 0.3751 0.4327 0.4307 0.3460 0.2004 0.4055 0.4054 0.3901 0.4127 0.4127 0.4800 0.4937 0.4902 0.4949 0.4854 0.4302 0.5367 0.5382 0.5381 0.4928 0.4009 0.4101 0.3846 0.3879 0.3761 0.4766 0.4782 0.4779 0.4781 0.4782 1 0.7321 0.5050 0.5390 0.5159 0.4488 0.4786 0.4573 0.4587 0.4678 0.4314 0.3855 0.4084 0.3976 0.4025 0.4349 0.4196 0.4211 0.4211 0.4211 0.4463 0.4120 0.4375 0.4302 0.4230 0.4355 0.4294 0.4301 0.5111 0.5070 0.5232 0.5110 0.5176
0.2816 0.4684 0.4121 0.4437 0.4507 0.4874 0.0420 0.0604 0.1020 0.0672 0.0737 0.2829 0.2829 0.3646 0.2829 0.3702 0.3684 0.4180 0.4121 0.3348 0.1910 0.3957 0.3890 0.3727 0.4024 0.4024 0.4554 0.4615 0.4581 0.4634 0.4576 0.3947 0.5526 0.5147 0.5300 0.4493 0.3812 0.3962 0.3590 0.3700 0.3623 0.4632 0.4634 0.4628 0.4645 0.4510 0.7013 1 0.4771 0.5112 0.4821 0.4400 0.4624 0.4443 0.4393 0.4412 0.4188 0.3693 0.3944 0.3860 0.3853 0.4226 0.4003 0.3961 0.3961 0.3961 0.4269 0.3987 0.4067 0.3947 0.3952 0.3929 0.4008 0.3929 0.4830 0.4763 0.4918 0.4860 0.4836
0.2926 0.4760 0.4494 0.4646 0.4210 0.4612 0.0440 0.0652 0.0977 0.0701 0.0765 0.2968 0.2968 0.3715 0.2968 0.3802 0.3641 0.4247 0.4495 0.3697 0.2306 0.4231 0.4031 0.4160 0.4340 0.4340 0.5882 0.5869 0.5885 0.5889 0.5893 0.4584 0.4597 0.4873 0.4868 0.5229 0.4460 0.4397 0.4014 0.4425 0.4338 0.4479 0.4484 0.4521 0.4501 0.4457 0.5026 0.5021 1 0.6921 0.6627 0.4533 0.4715 0.4508 0.4449 0.4607 0.4417 0.3979 0.4103 0.4143 0.4171 0.4182 0.4360 0.4393 0.4393 0.4393 0.5444 0.4752 0.5788 0.4584 0.4659 0.4565 0.4597 0.4583 0.4984 0.5020 0.4971 0.4856 0.4992
0.3034 0.4980 0.4780 0.4710 0.4271 0.4622 0.0458 0.0689 0.1016 0.0743 0.0791 0.3113 0.3113 0.3773 0.3113 0.3812 0.3774 0.4271 0.4450 0.3783 0.2329 0.4500 0.4323 0.4376 0.4429 0.4429 0.6057 0.6049 0.6099 0.6112 0.6009 0.4655 0.4690 0.4776 0.4999 0.5172 0.4723 0.4633 0.4368 0.4596 0.4466 0.4785 0.4786 0.4757 0.4800 0.4680 0.5556 0.5568 0.7139 1 0.7198 0.4739 0.4967 0.4713 0.4687 0.4880 0.4652 0.4205 0.4217 0.4317 0.4386 0.4269 0.4624 0.4628 0.4628 0.4628 0.5408 0.4676 0.5653 0.4655 0.4643 0.4637 0.4681 0.4636 0.5126 0.5161 0.5236 0.5139 0.5147
0.2937 0.4888 0.4757 0.4777 0.4257 0.4650 0.0445 0.0665 0.0988 0.0703 0.0772 0.3166 0.3166 0.3695 0.3166 0.3719 0.3645 0.4159 0.4406 0.3743 0.2296 0.4261 0.4182 0.4110 0.4376 0.4376 0.5951 0.5794 0.5785 0.5895 0.5860 0.4593 0.4450 0.4615 0.4682 0.4961 0.4456 0.4393 0.4112 0.4614 0.4490 0.4617 0.4633 0.4625 0.4661 0.4419 0.5211 0.5170 0.6729 0.7127 1 0.4658 0.4888 0.4643 0.4658 0.4727 0.4497 0.4011 0.3976 0.4189 0.4124 0.4065 0.4512 0.4419 0.4419 0.4419 0.5337 0.4743 0.5595 0.4593 0.4519 0.4609 0.4631 0.4574 0.4999 0.4957 0.5047 0.4941 0.4989
0.2964 0.5063 0.4933 0.4884 0.4775 0.4855 0.0484 0.0668 0.1075 0.0792 0.0829 0.3257 0.3257 0.3880 0.3257 0.3819 0.4230 0.4708 0.4620 0.3816 0.2295 0.4451 0.4544 0.4362 0.4830 0.4830 0.5031 0.5083 0.5078 0.5095 0.5059 0.4276 0.4832 0.5092 0.4841 0.5067 0.4361 0.4616 0.4326 0.4092 0.3958 0.4674 0.4694 0.4675 0.4730 0.4400 0.4790 0.4958 0.4849 0.4883 0.4884 1 0.7183 0.6284 0.5848 0.7035 0.4788 0.4345 0.4559 0.4639 0.4425 0.4165 0.4248 0.4524 0.4524 0.4524 0.5117 0.4598 0.4675 0.4276 0.4262 0.4278 0.4300 0.4265 0.4821 0.4783 0.4811 0.4745 0.4819
0.3039 0.5126 0.4957 0.4852 0.4594 0.4815 0.0483 0.0699 0.1058 0.0807 0.0853 0.3308 0.3308 0.3680 0.3308 0.3682 0.3928 0.4469 0.4392 0.3620 0.2150 0.4382 0.4401 0.4281 0.4480 0.4480 0.5070 0.5097 0.5064 0.5140 0.5064 0.4306 0.4857 0.4887 0.4816 0.4896 0.4408 0.4879 0.4537 0.4152 0.4051 0.4711 0.4728 0.4688 0.4729 0.4516 0.5092 0.5186 0.5006 0.5090 0.5094 0.7165 1 0.5915 0.5963 0.7427 0.4583 0.4270 0.4526 0.4404 0.4344 0.4175 0.4271 0.4501 0.4501 0.4501 0.4793 0.4377 0.4704 0.4306 0.4250 0.4312 0.4326 0.4276 0.4899 0.4838 0.4961 0.4842 0.4900
0.3087 0.5240 0.5001 0.4951 0.4985 0.4954 0.0510 0.0714 0.1115 0.0829 0.0886 0.3351 0.3351 0.3964 0.3351 0.3918 0.4203 0.4615 0.4619 0.3940 0.2351 0.4595 0.4553 0.4516 0.4723 0.4723 0.5093 0.5097 0.5114 0.5148 0.5106 0.4654 0.5064 0.5092 0.5153 0.4921 0.4482 0.4788 0.4473 0.4198 0.4029 0.4819 0.4849 0.4838 0.4896 0.4683 0.5062 0.5166 0.4973 0.5016 0.5043 0.6522 0.6142 1 0.6781 0.6185 0.4657 0.4485 0.4557 0.4681 0.4553 0.4309 0.4560 0.4716 0.4716 0.4716 0.4952 0.4630 0.4696 0.4654 0.4648 0.4664 0.4670 0.4638 0.4888 0.4877 0.5029 0.4976 0.4974
0.2958 0.5030 0.4809 0.4758 0.4581 0.4640 0.0468 0.0674 0.1068 0.0812 0.0840 0.3295 0.3295 0.3740 0.3295 0.3750 0.3944 0.4473 0.4401 0.3684 0.2245 0.4449 0.4432 0.4402 0.4458 0.4458 0.4830 0.4812 0.4827 0.4880 0.4825 0.4394 0.4828 0.4749 0.4802 0.4669 0.4220 0.4579 0.4430 0.4009 0.3867 0.4485 0.4511 0.4474 0.4512 0.4369 0.4814 0.4852 0.4650 0.4735 0.4804 0.5771 0.5905 0.6500 1 0.6059 0.4427 0.4375 0.4336 0.4308 0.4440 0.4187 0.4393 0.4451 0.4451 0.4451 0.4663 0.4319 0.4488 0.4394 0.4281 0.4432 0.4385 0.4337 0.4713 0.4744 0.4787 0.4783 0.4787
0.3007 0.5164 0.4909 0.4880 0.4599 0.4773 0.0480 0.0701 0.1081 0.0816 0.0852 0.3403 0.3403 0.3732 0.3403 0.3728 0.4040 0.4602 0.4431 0.3644 0.2187 0.4477 0.4535 0.4429 0.4530 0.4530 0.4989 0.5009 0.5019 0.5089 0.5010 0.4344 0.4840 0.4739 0.4767 0.4843 0.4385 0.4876 0.4623 0.4112 0.4010 0.4627 0.4646 0.4605 0.4671 0.4543 0.4998 0.4978 0.4933 0.5043 0.4975 0.7070 0.7458 0.5998 0.6145 1 0.4522 0.4444 0.4503 0.4429 0.4417 0.4248 0.4439 0.4509 0.4509 0.4509 0.4847 0.4355 0.4605 0.4344 0.4299 0.4382 0.4341 0.4300 0.4847 0.4851 0.4920 0.4833 0.4891
0.2145 0.3032 0.2913 0.3114 0.2904 0.3149 0.0269 0.0396 0.0641 0.0444 0.0495 0.2291 0.2291 0.2491 0.2291 0.2425 0.3383 0.3052 0.2970 0.2266 0.1435 0.3277 0.3391 0.3162 0.7047 0.7047 0.3079 0.3066 0.3078 0.3097 0.3059 0.2834 0.3053 0.3140 0.3031 0.3221 0.3285 0.3012 0.2586 0.2864 0.2801 0.2799 0.2800 0.2794 0.2845 0.2635 0.2895 0.2963 0.2975 0.3015 0.2976 0.3027 0.2908 0.2850 0.2847 0.2864 1 0.3262 0.2853 0.4128 0.3328 0.2930 0.2760 0.2741 0.2741 0.2741 0.3152 0.2865 0.2894 0.2834 0.2790 0.2823 0.2855 0.2786 0.2839 0.2833 0.2824 0.2789 0.2847
0.2249 0.2900 0.3076 0.2844 0.2796 0.2731 0.0291 0.0431 0.0673 0.0486 0.0524 0.2334 0.2334 0.2537 0.2334 0.2512 0.2970 0.2985 0.2755 0.2669 0.1701 0.7043 0.5223 0.6025 0.3335 0.3335 0.2929 0.2951 0.2965 0.2930 0.2929 0.2714 0.2831 0.2672 0.2856 0.2609 0.2842 0.2975 0.2850 0.3135 0.3035 0.2689 0.2687 0.2658 0.2728 0.2526 0.2678 0.2721 0.2772 0.2824 0.2756 0.2857 0.2814 0.2860 0.2929 0.2911 0.3372 1 0.3009 0.4161 0.6725 0.2908 0.3045 0.3107 0.3107 0.3107 0.2703 0.2496 0.2663 0.2714 0.2725 0.2728 0.2752 0.2707 0.2711 0.2674 0.2672 0.2645 0.2718
0.2300 0.4052 0.4009 0.3892 0.3740 0.3470 0.0370 0.0566 0.0859 0.0686 0.0695 0.2789 0.2789 0.3486 0.2789 0.3385 0.3224 0.3745 0.3665 0.3319 0.2060 0.3969 0.3890 0.3830 0.3661 0.3661 0.3656 0.3701 0.3697 0.3733 0.3654 0.3271 0.3713 0.3835 0.3642 0.3712 0.3318 0.3963 0.3634 0.3507 0.3359 0.3154 0.3164 0.3154 0.3172 0.3148 0.3684 0.3769 0.3727 0.3697 0.3555 0.3861 0.3872 0.3763 0.3761 0.3821 0.3809 0.3901 1 0.3839 0.3994 0.3375 0.3432 0.3564 0.3564 0.3564 0.3652 0.3320 0.3515 0.3271 0.3284 0.3232 0.3309 0.3253 0.3711 0.3692 0.3710 0.3669 0.3751
0.2280 0.2728 0.2906 0.2817 0.2830 0.2662 0.0264 0.0410 0.0623 0.0466 0.0467 0.2151 0.2151 0.2464 0.2151 0.2413 0.2737 0.2771 0.2711 0.2200 0.1362 0.3934 0.4128 0.3802 0.3724 0.3724 0.2742 0.2766 0.2780 0.2739 0.2732 0.2721 0.2778 0.2594 0.2754 0.2610 0.2928 0.2787 0.2681 0.2883 0.2821 0.2560 0.2571 0.2542 0.2597 0.2483 0.2583 0.2646 0.2698 0.2708 0.2680 0.2833 0.2733 0.2761 0.2671 0.2705 0.3906 0.3857 0.2738 1 0.4214 0.2817 0.2867 0.2810 0.2810 0.2810 0.2631 0.2435 0.2551 0.2721 0.2748 0.2722 0.2713 0.2708 0.2489 0.2487 0.2536 0.2506 0.2546
0.2281 0.2892 0.3009 0.2937 0.2879 0.2770 0.0278 0.0437 0.0685 0.0496 0.0525 0.2278 0.2278 0.2618 0.2278 0.2571 0.2874 0.2909 0.2762 0.2642 0.1671 0.6605 0.5102 0.5723 0.3333 0.3333 0.2973 0.3016 0.3011 0.2991 0.2985 0.2822 0.2945 0.2728 0.2965 0.2694 0.2912 0.2957 0.2858 0.3199 0.3087 0.2731 0.2726 0.2712 0.2768 0.2613 0.2769 0.2797 0.2871 0.2905 0.2790 0.2856 0.2813 0.2842 0.2914 0.2849 0.3371 0.6639 0.3025 0.4471 1 0.3104 0.3035 0.3116 0.3116 0.3116 0.2759 0.2511 0.2720 0.2822 0.2822 0.2830 0.2838 0.2813 0.2702 0.2679 0.2709 0.2689 0.2732
0.2661 0.3498 0.3370 0.3464 0.3966 0.3777 0.0363 0.0520 0.0888 0.0613 0.0643 0.2632 0.2632 0.3231 0.2632 0.3287 0.3356 0.3351 0.3485 0.3106 0.1839 0.3776 0.3737 0.3646 0.3740 0.3740 0.3492 0.3465 0.3470 0.3481 0.3492 0.3527 0.4229 0.3430 0.4109 0.3368 0.3588 0.3424 0.3310 0.3468 0.3383 0.3741 0.3761 0.3766 0.3778 0.3691 0.3591 0.3672 0.3472 0.3431 0.3336 0.3254 0.3286 0.3274 0.3337 0.3311 0.3631 0.3489 0.3081 0.3608 0.3779 1 0.4000 0.3700 0.3700 0.3700 0.3304 0.3228 0.3111 0.3527 0.3445 0.3503 0.3505 0.3449 0.3579 0.3590 0.3594 0.3689 0.3549
0.2975 0.4203 0.4187 0.3955 0.4484 0.4149 0.0413 0.0612 0.0948 0.0673 0.0750 0.2887 0.2887 0.3560 0.2887 0.3563 0.3426 0.3614 0.3894 0.3596 0.2220 0.4295 0.4257 0.4241 0.3933 0.3933 0.4188 0.4136 0.4160 0.4232 0.4175 0.4267 0.4379 0.3790 0.4527 0.3829 0.4137 0.4072 0.3831 0.3708 0.3639 0.4209 0.4210 0.4200 0.4288 0.4199 0.3919 0.3949 0.4083 0.4178 0.4151 0.3737 0.3803 0.3902 0.3936 0.3911 0.3875 0.4163 0.3570 0.4184 0.4201 0.4483 1 0.5141 0.5141 0.5141 0.3895 0.3587 0.3804 0.4267 0.4179 0.4244 0.4245 0.4193 0.4157 0.4105 0.4201 0.4166 0.4215
0.3192 0.4463 0.4440 0.4333 0.4714 0.4352 0.0443 0.0665 0.0998 0.0697 0.0791 0.3019 0.3019 0.3789 0.3019 0.3782 0.3631 0.3778 0.4169 0.3640 0.2392 0.4639 0.4533 0.4611 0.4154 0.4154 0.4550 0.4598 0.4583 0.4577 0.4555 0.4538 0.4540 0.4119 0.4788 0.4294 0.4237 0.4260 0.4155 0.3934 0.3806 0.4621 0.4625 0.4598 0.4671 0.4460 0.4222 0.4192 0.4422 0.4487 0.4373 0.4250 0.4281 0.4308 0.4282 0.4237 0.4086 0.4530 0.3990 0.4360 0.4589 0.4469 0.5493 1 1.0000 1.0000 0.4250 0.3923 0.4283 0.4538 0.4440 0.4563 0.4627 0.4499 0.4446 0.4465 0.4452 0.4450 0.4502
