C1904d1TS003_1 C1904d1TS010_1 C1904d1TS010_2 C1904d1TS010_3 C1904d1TS010_4 C1904d1TS010_5 C1904d1TS049_1 C1904d1TS049_2 C1904d1TS049_3 C1904d1TS049_4 C1904d1TS049_5 C1904d1TS067_1 C1904d1TS067_2 C1904d1TS067_3 C1904d1TS067_4 C1904d1TS067_5 C1904d1TS073_1 C1904d1TS073_2 C1904d1TS073_3 C1904d1TS073_4 C1904d1TS073_5 C1904d1TS103_1 C1904d1TS103_2 C1904d1TS121_1 C1904d1TS121_2 C1904d1TS123_1 C1904d1TS123_2 C1904d1TS123_3 C1904d1TS123_4 C1904d1TS123_5 C1904d1TS131_1 C1904d1TS131_2 C1904d1TS131_3 C1904d1TS131_4 C1904d1TS131_5 C1904d1TS210_1 C1904d1TS210_2 C1904d1TS210_3 C1904d1TS210_4 C1904d1TS210_5 C1904d1TS215_1 C1904d1TS215_2 C1904d1TS215_3 C1904d1TS215_4 C1904d1TS215_5 C1904d1TS228_1 C1904d1TS228_2 C1904d1TS228_3 C1904d1TS228_4 C1904d1TS228_5 C1904d1TS240_1 C1904d1TS240_2 C1904d1TS240_3 C1904d1TS240_4 C1904d1TS240_5 C1904d1TS247_1 C1904d1TS247_2 C1904d1TS247_3 C1904d1TS247_4 C1904d1TS247_5 C1904d1TS258_1 C1904d1TS258_2 C1904d1TS258_3 C1904d1TS258_4 C1904d1TS258_5 C1904d1TS273_1 C1904d1TS273_2 C1904d1TS273_3 C1904d1TS273_4 C1904d1TS273_5 C1904d1TS347_1 C1904d1TS347_2 C1904d1TS347_3 C1904d1TS404_1 C1904d1TS404_2 C1904d1TS404_3 C1904d1TS404_4 C1904d1TS404_5 C1904d1TS405_1 C1904d1TS405_2 C1904d1TS405_3 C1904d1TS405_4 C1904d1TS405_5 C1904d1TS432_1 C1904d1TS438_1 C1904d1TS438_2 C1904d1TS438_3 C1904d1TS438_4 C1904d1TS438_5
0.217679 0.382191 0.377554 0.365871 0.351027 0.333431 0.113397 0.0931042 0.104068 0.0976155 0.0946052 0.271016 0.278405 0.283977 0.284245 0.274501 0.306188 0.287558 0.301443 0.292049 0.300492 0.497351 0.285558 0.302748 0.297799 1 1 0.3543 0.364678 0.373145 0.372323 0.369556 0.371333 0.370708 0.367652 0.350367 0.335407 0.347487 0.33571 0.324801 0.320029 0.332975 0.330919 0.307439 0.338845 0.317811 0.330426 0.331709 0.324487 0.343164 0.308885 0.321086 0.309031 0.306953 0.30993 0.349735 0.330743 0.356591 0.350228 0.342598 0.321349 0.361649 0.362446 0.356245 0.337925 0.287302 0.287302 0.303924 0.294394 0.29795 0.328493 0.349906 0.257899 0.307121 0.304116 0.309937 0.307522 0.308295 0.350367 0.33571 0.324801 0.315134 0.332383 0.287527 0.381586 0.317632 0.374395 0.371777 0.374648
0.226799 0.374265 0.37518 0.360134 0.36927 0.36055 0.129405 0.100451 0.117196 0.111464 0.109079 0.265505 0.2693 0.269925 0.272023 0.26955 0.304718 0.3233 0.296002 0.31433 0.303847 0.348938 0.27678 0.298894 0.303944 0.361579 0.361579 1 0.477716 0.380911 0.391094 0.391258 0.404296 0.396715 0.392705 0.355306 0.353171 0.363523 0.362347 0.342875 0.337895 0.335611 0.324635 0.314582 0.313057 0.342849 0.343495 0.351364 0.342129 0.35869 0.336283 0.357345 0.341556 0.346561 0.346366 0.376813 0.383016 0.372855 0.373424 0.369157 0.37883 0.364872 0.377502 0.382609 0.361543 0.324182 0.324182 0.3228 0.326299 0.332103 0.313865 0.329725 0.265361 0.319868 0.319313 0.322497 0.322297 0.321891 0.355306 0.362347 0.342875 0.354255 0.351906 0.328661 0.370669 0.365235 0.373099 0.373971 0.366015
0.192819 0.330966 0.359558 0.341444 0.337993 0.331301 0.115316 0.0772234 0.0905266 0.0947714 0.0748438 0.236997 0.241074 0.245955 0.228703 0.223733 0.284781 0.272971 0.266793 0.270357 0.289964 0.330175 0.235662 0.306568 0.296213 0.335575 0.335575 0.448923 1 0.351904 0.357019 0.354726 0.353489 0.351801 0.34482 0.328994 0.324184 0.335329 0.316086 0.312159 0.302116 0.308313 0.308755 0.282994 0.289916 0.334047 0.338133 0.341296 0.333892 0.34121 0.296633 0.312109 0.300669 0.306417 0.300081 0.336992 0.33826 0.337831 0.347593 0.342597 0.344465 0.336682 0.345408 0.346391 0.332515 0.301874 0.301874 0.295274 0.302823 0.303632 0.288164 0.300117 0.24068 0.285307 0.286532 0.28636 0.2875 0.286267 0.328994 0.316086 0.312159 0.331259 0.310761 0.300557 0.341192 0.364841 0.337502 0.33022 0.335532
0.230238 0.387591 0.383037 0.372517 0.376232 0.350883 0.136238 0.0976448 0.121525 0.105166 0.105347 0.274468 0.270756 0.281368 0.271951 0.280241 0.303311 0.300459 0.295036 0.280692 0.308023 0.349211 0.261556 0.299348 0.299644 0.391595 0.391595 0.391921 0.382215 1 0.386049 0.388491 0.389812 0.38366 0.385619 0.358875 0.369566 0.365115 0.344335 0.341743 0.328401 0.335915 0.34364 0.311945 0.326798 0.341663 0.347361 0.348357 0.338407 0.358286 0.348332 0.351434 0.330124 0.34159 0.336025 0.358594 0.36197 0.36899 0.380779 0.36846 0.349939 0.383105 0.379151 0.378074 0.358091 0.320634 0.320634 0.33021 0.321986 0.334079 0.322158 0.337634 0.285505 0.326454 0.326182 0.324932 0.326482 0.32593 0.358875 0.344335 0.341743 0.343827 0.337038 0.316323 0.36769 0.338633 0.376055 0.365268 0.370823
0.209412 0.397495 0.416303 0.42492 0.404503 0.383695 0.110397 0.0825892 0.103071 0.0917457 0.0911329 0.24495 0.277451 0.274828 0.273261 0.266297 0.323894 0.30898 0.350239 0.317551 0.325846 0.340349 0.272552 0.325873 0.31815 0.375273 0.375273 0.384095 0.381107 0.365714 1 0.783281 0.801553 0.767463 0.739471 0.403289 0.408564 0.407018 0.398852 0.395919 0.356177 0.356912 0.381273 0.339379 0.338077 0.384944 0.390732 0.39577 0.3807 0.420701 0.39504 0.389919 0.371508 0.379616 0.368778 0.430909 0.422949 0.429681 0.424529 0.43835 0.37642 0.460883 0.437247 0.433098 0.396017 0.33671 0.33671 0.337021 0.33219 0.314683 0.32201 0.33654 0.281554 0.325806 0.321704 0.326318 0.326632 0.324906 0.403289 0.398852 0.395919 0.414319 0.407017 0.328493 0.425824 0.356206 0.420166 0.419071 0.415603
0.216254 0.390457 0.423529 0.437874 0.399604 0.383242 0.115774 0.0899249 0.108734 0.0980068 0.0975005 0.248277 0.286325 0.274856 0.272986 0.270342 0.330391 0.312577 0.348094 0.325902 0.320409 0.341021 0.285337 0.320873 0.318848 0.37791 0.37791 0.396621 0.38986 0.365445 0.803983 1 0.788165 0.813378 0.766528 0.410692 0.415447 0.418676 0.407665 0.410869 0.362303 0.353078 0.383193 0.347062 0.342139 0.395977 0.402733 0.407033 0.388202 0.444675 0.382557 0.390838 0.37214 0.364341 0.376658 0.440302 0.436352 0.435706 0.427327 0.448109 0.384521 0.452216 0.423981 0.428486 0.398064 0.351975 0.351975 0.348529 0.336594 0.321523 0.317528 0.340912 0.283826 0.334902 0.331522 0.329945 0.333463 0.334594 0.410692 0.407665 0.410869 0.417739 0.407769 0.339856 0.41874 0.359065 0.415706 0.411073 0.412652
0.209485 0.404838 0.417782 0.430601 0.406942 0.39326 0.121012 0.0863649 0.109255 0.108013 0.0953815 0.256257 0.280346 0.277845 0.271762 0.268467 0.326368 0.307386 0.344404 0.323608 0.32963 0.3437 0.272612 0.3281 0.318541 0.375774 0.375774 0.403076 0.382128 0.372527 0.801652 0.764972 1 0.729482 0.747369 0.403442 0.410675 0.403862 0.394322 0.388546 0.365846 0.36224 0.380906 0.352909 0.356185 0.391576 0.401137 0.4076 0.38895 0.432014 0.392807 0.384598 0.372761 0.373533 0.369706 0.439672 0.434206 0.428732 0.429568 0.447334 0.372902 0.44976 0.419655 0.427405 0.405002 0.343368 0.343368 0.344245 0.336151 0.327411 0.32423 0.34194 0.284929 0.329141 0.324553 0.32714 0.329153 0.329023 0.403442 0.394322 0.388546 0.402065 0.387498 0.331392 0.417565 0.358512 0.410578 0.410245 0.414438
0.214165 0.405421 0.429414 0.432901 0.410634 0.377835 0.12265 0.0968861 0.109583 0.1117 0.106493 0.251646 0.271237 0.269253 0.26877 0.263896 0.332148 0.306362 0.353638 0.322218 0.331344 0.349973 0.277277 0.329222 0.325373 0.382221 0.382221 0.403212 0.392215 0.365796 0.788084 0.81826 0.750132 1 0.751676 0.416129 0.420683 0.417047 0.418429 0.415777 0.364434 0.351824 0.38954 0.349269 0.342882 0.389695 0.401353 0.411553 0.381957 0.441043 0.402723 0.396857 0.382156 0.379493 0.374542 0.436223 0.434773 0.440108 0.423035 0.444475 0.390158 0.454544 0.43749 0.432466 0.396439 0.343018 0.343018 0.341665 0.331522 0.331827 0.317821 0.34151 0.285868 0.329457 0.324386 0.325238 0.328603 0.328571 0.416129 0.418429 0.415777 0.425744 0.416732 0.342591 0.421777 0.366109 0.418395 0.41019 0.413809
0.225021 0.404485 0.415868 0.437654 0.397798 0.386387 0.1247 0.0957259 0.108344 0.103513 0.100121 0.251505 0.282209 0.289646 0.283098 0.266389 0.331801 0.308153 0.367106 0.329808 0.334821 0.34843 0.278379 0.31826 0.309708 0.38076 0.38076 0.402944 0.383171 0.374436 0.750258 0.758047 0.75477 0.744699 1 0.399873 0.422064 0.428194 0.407945 0.393331 0.363221 0.368537 0.382925 0.351681 0.357877 0.391488 0.40005 0.408312 0.389331 0.435396 0.397882 0.399096 0.371164 0.380513 0.383124 0.442199 0.442008 0.435615 0.435896 0.44868 0.376436 0.454606 0.432111 0.414024 0.414162 0.352167 0.352167 0.352452 0.348524 0.332914 0.319316 0.348664 0.291502 0.345978 0.343036 0.342786 0.34295 0.346882 0.399873 0.407945 0.393331 0.4109 0.397805 0.340392 0.429232 0.359033 0.418893 0.42243 0.421933
0.194732 0.362042 0.327427 0.323863 0.329201 0.330017 0.097798 0.073845 0.0874918 0.0914292 0.0912076 0.229835 0.244223 0.25151 0.264711 0.250977 0.298142 0.297616 0.297039 0.299152 0.295833 0.306698 0.257632 0.274301 0.266583 0.32393 0.32393 0.325583 0.330725 0.315306 0.376378 0.367842 0.373967 0.373206 0.364867 1 0.362993 0.375038 0.459282 0.413489 0.306766 0.320207 0.342554 0.276844 0.295735 0.356433 0.358149 0.358301 0.348515 0.37044 0.320999 0.329043 0.30536 0.317157 0.330079 0.357206 0.361297 0.357562 0.36085 0.363714 0.326252 0.383143 0.38209 0.351117 0.33798 0.308972 0.308972 0.296745 0.300453 0.287507 0.29314 0.302592 0.24172 0.29631 0.292882 0.29694 0.2972 0.295641 1 0.459282 0.413489 0.380875 0.415526 0.304999 0.385645 0.322926 0.370412 0.373277 0.377084
0.248722 0.443192 0.416231 0.403139 0.427641 0.400808 0.15191 0.106688 0.136828 0.128578 0.115861 0.312806 0.295088 0.293174 0.336006 0.342476 0.360896 0.364723 0.399097 0.374865 0.367635 0.368303 0.330279 0.340291 0.323383 0.396839 0.396839 0.412149 0.396038 0.420774 0.469576 0.462883 0.47104 0.469934 0.468439 0.463806 1 0.610257 0.503889 0.498316 0.418814 0.385205 0.440565 0.356087 0.366615 0.519849 0.520387 0.528597 0.512581 0.595462 0.445326 0.440531 0.419289 0.432865 0.434166 0.548173 0.537798 0.549613 0.565841 0.560439 0.437626 0.493885 0.494978 0.473748 0.460247 0.395753 0.395753 0.376783 0.386446 0.377287 0.359767 0.387559 0.317937 0.409959 0.404607 0.407335 0.408635 0.410748 0.463806 0.503889 0.498316 0.501091 0.491446 0.394115 0.501693 0.381713 0.499888 0.503442 0.504043
0.223113 0.396131 0.382107 0.389436 0.383635 0.369559 0.137252 0.0935018 0.123391 0.115758 0.0992443 0.282357 0.295815 0.285588 0.30944 0.296822 0.33005 0.348674 0.363675 0.329406 0.335887 0.335175 0.287565 0.309355 0.319635 0.367124 0.367124 0.392145 0.380075 0.386142 0.443739 0.441488 0.439453 0.441223 0.455787 0.435504 0.580086 1 0.472729 0.466462 0.353177 0.359617 0.436474 0.340262 0.34117 0.513671 0.514687 0.526492 0.508084 0.596196 0.396409 0.426555 0.394826 0.407797 0.42246 0.533958 0.533898 0.534647 0.532957 0.53882 0.401169 0.463117 0.452704 0.42506 0.419314 0.373434 0.373434 0.35254 0.358598 0.364639 0.32672 0.354189 0.287054 0.37719 0.373797 0.37472 0.374962 0.377653 0.435504 0.472729 0.466462 0.506496 0.463688 0.369555 0.460121 0.359337 0.459984 0.469328 0.45696
0.238413 0.371716 0.354486 0.364223 0.360015 0.342506 0.14192 0.118767 0.132759 0.128195 0.1226 0.265904 0.271724 0.256894 0.295289 0.269744 0.324361 0.317128 0.343559 0.339986 0.345523 0.325139 0.286038 0.290192 0.291685 0.345746 0.345746 0.376078 0.347988 0.346494 0.419601 0.420204 0.418193 0.422457 0.419735 0.515481 0.441151 0.435127 1 0.642903 0.34351 0.328111 0.39276 0.306011 0.308724 0.409566 0.413556 0.413969 0.404251 0.437298 0.395098 0.393387 0.413959 0.403101 0.415327 0.431156 0.415118 0.433735 0.420394 0.428375 0.372608 0.445003 0.424691 0.413504 0.388095 0.351766 0.351766 0.336696 0.340943 0.319349 0.314207 0.334926 0.282299 0.338108 0.334307 0.338911 0.339297 0.337191 0.515481 1 0.642903 0.523999 0.637429 0.347391 0.42916 0.356815 0.421196 0.42083 0.424243
0.240008 0.377815 0.358136 0.350435 0.372589 0.350406 0.157888 0.116794 0.14902 0.135803 0.127081 0.265194 0.28392 0.264762 0.287872 0.264417 0.333889 0.323383 0.337729 0.326343 0.349893 0.333045 0.29903 0.296106 0.296151 0.352744 0.352744 0.367636 0.361312 0.351737 0.429454 0.434386 0.424082 0.441818 0.430234 0.480762 0.449595 0.448489 0.665501 1 0.347855 0.333752 0.390473 0.301238 0.317894 0.415289 0.421343 0.423458 0.413305 0.447623 0.392515 0.403083 0.388864 0.406076 0.422031 0.431551 0.422394 0.425037 0.430855 0.437128 0.381356 0.446403 0.419173 0.407772 0.378041 0.358001 0.358001 0.34504 0.357221 0.339722 0.326839 0.334209 0.301035 0.353642 0.348798 0.350206 0.352667 0.35237 0.480762 0.665501 1 0.532434 0.703669 0.347537 0.429055 0.371001 0.414213 0.425283 0.419886
0.280223 0.426635 0.445611 0.469959 0.435811 0.405041 0.149937 0.108448 0.116297 0.118109 0.122233 0.30345 0.31616 0.31739 0.303886 0.313628 0.359439 0.346775 0.371869 0.353164 0.34509 0.398894 0.335822 0.383563 0.367028 0.407259 0.407259 0.407641 0.398086 0.381239 0.434232 0.426413 0.433141 0.422317 0.420426 0.399994 0.424366 0.39795 0.383551 0.377389 1 0.433422 0.418309 0.381638 0.377678 0.397599 0.399399 0.400935 0.394086 0.404315 0.375911 0.392189 0.374377 0.389897 0.372728 0.433465 0.424511 0.423197 0.427572 0.440518 0.384593 0.433458 0.432824 0.40559 0.426435 0.387462 0.387462 0.367876 0.386462 0.365952 0.384557 0.423668 0.324027 0.385272 0.383941 0.385049 0.384941 0.387211 0.399994 0.383551 0.377389 0.384507 0.399108 0.361349 0.433568 0.359143 0.444208 0.432597 0.435809
0.278281 0.450959 0.429999 0.46264 0.404657 0.408178 0.158657 0.119553 0.116981 0.11849 0.114771 0.327629 0.32032 0.333272 0.29681 0.304293 0.341817 0.354754 0.385599 0.360013 0.363705 0.394907 0.300531 0.370618 0.356787 0.407977 0.407977 0.393207 0.394667 0.389527 0.412543 0.407588 0.421229 0.403038 0.420668 0.397514 0.382473 0.386137 0.362094 0.360522 0.419056 1 0.389835 0.407565 0.395803 0.384049 0.380899 0.389488 0.374048 0.383838 0.397023 0.392518 0.379986 0.385622 0.37723 0.414569 0.410741 0.410934 0.408687 0.425712 0.412508 0.413631 0.420489 0.398983 0.435313 0.375035 0.375035 0.351746 0.36332 0.380837 0.378851 0.418632 0.341469 0.368999 0.365232 0.367549 0.366194 0.369009 0.397514 0.362094 0.360522 0.368996 0.362098 0.343107 0.419776 0.358169 0.417576 0.423513 0.401726
0.236945 0.389695 0.371698 0.401192 0.380481 0.37508 0.148399 0.107631 0.146034 0.134244 0.117752 0.272848 0.309646 0.319284 0.292558 0.276527 0.359317 0.335864 0.361402 0.347969 0.35387 0.371846 0.299964 0.340542 0.315894 0.377996 0.377996 0.372928 0.369869 0.381494 0.432392 0.420175 0.427661 0.427189 0.415896 0.407432 0.412682 0.432128 0.412339 0.401486 0.385526 0.3762 1 0.384405 0.338337 0.429231 0.424491 0.43434 0.415513 0.418746 0.376906 0.41334 0.392155 0.408395 0.397305 0.418523 0.421635 0.429439 0.416272 0.418108 0.388124 0.443137 0.460735 0.438148 0.399722 0.357503 0.357503 0.3564 0.356356 0.366812 0.348669 0.387613 0.306611 0.34843 0.347365 0.341727 0.343641 0.345093 0.407432 0.412339 0.401486 0.409862 0.415815 0.359609 0.487084 0.338932 0.482256 0.483618 0.485281
0.263871 0.352712 0.370597 0.385 0.368244 0.355527 0.134978 0.11062 0.131899 0.132588 0.117057 0.296758 0.317625 0.306847 0.294758 0.292568 0.322563 0.291939 0.344984 0.31959 0.316321 0.352735 0.281294 0.323112 0.322475 0.368605 0.368605 0.360813 0.357067 0.358032 0.390774 0.384616 0.394035 0.383263 0.384873 0.33207 0.36587 0.357853 0.342324 0.328569 0.367161 0.391286 0.387146 1 0.382794 0.356176 0.356735 0.357853 0.355511 0.360254 0.360656 0.356326 0.346146 0.351351 0.351821 0.382655 0.366293 0.38482 0.379747 0.378941 0.369028 0.363432 0.385643 0.387585 0.394843 0.348443 0.348443 0.33846 0.344045 0.335142 0.343177 0.395799 0.315447 0.325177 0.325646 0.324831 0.323871 0.324304 0.33207 0.342324 0.328569 0.346297 0.340031 0.329734 0.402822 0.347041 0.401899 0.392408 0.402736
0.258095 0.429137 0.402489 0.428125 0.390621 0.386876 0.175602 0.139262 0.142356 0.166183 0.147626 0.298459 0.323673 0.323579 0.328725 0.305197 0.360797 0.328195 0.35558 0.332206 0.363799 0.373462 0.321246 0.34963 0.337433 0.420062 0.420062 0.374835 0.373393 0.391334 0.411948 0.402296 0.416665 0.401688 0.417239 0.373974 0.374671 0.375892 0.363353 0.361329 0.392713 0.416335 0.367538 0.39841 1 0.370497 0.382285 0.379897 0.369361 0.377189 0.355379 0.37485 0.359621 0.359354 0.361616 0.393114 0.391109 0.387234 0.398766 0.399081 0.385954 0.415879 0.419876 0.402105 0.416382 0.347474 0.347474 0.335609 0.352517 0.337964 0.383264 0.42355 0.322315 0.37728 0.373815 0.375244 0.374511 0.377092 0.373974 0.363353 0.361329 0.364246 0.360686 0.343583 0.407674 0.365463 0.408283 0.406154 0.405181
0.253127 0.370337 0.368523 0.377894 0.371672 0.381363 0.151429 0.103628 0.125811 0.12319 0.106466 0.27537 0.284919 0.280993 0.301436 0.296226 0.334351 0.340968 0.347658 0.321714 0.342551 0.333711 0.306558 0.309912 0.315924 0.345852 0.345852 0.37425 0.3824 0.357584 0.42545 0.418385 0.430907 0.415338 0.420909 0.408957 0.484683 0.500595 0.423353 0.42164 0.359632 0.351185 0.42054 0.323754 0.326613 1 0.88191 0.798946 0.853002 0.550156 0.369608 0.409683 0.384473 0.392276 0.377489 0.484845 0.470969 0.489467 0.475703 0.508339 0.369419 0.410739 0.412709 0.416457 0.379206 0.363531 0.363531 0.346471 0.351396 0.36637 0.30883 0.34081 0.283881 0.353288 0.350583 0.354184 0.354891 0.354503 0.408957 0.423353 0.42164 0.449832 0.43476 0.346602 0.408759 0.366237 0.39601 0.413881 0.401194
0.255663 0.37341 0.376202 0.384668 0.372547 0.382436 0.153565 0.100362 0.120631 0.118318 0.105891 0.27549 0.284192 0.283418 0.301224 0.293229 0.335064 0.337931 0.356468 0.32968 0.344999 0.336638 0.31215 0.316247 0.320665 0.352448 0.352448 0.377381 0.385949 0.361624 0.432565 0.42244 0.439284 0.424848 0.432036 0.413645 0.491935 0.507706 0.431186 0.42497 0.35982 0.351529 0.416352 0.332332 0.342302 0.883895 1 0.868443 0.803835 0.558238 0.367181 0.411167 0.386574 0.395424 0.376186 0.495494 0.482859 0.497709 0.488476 0.521328 0.370899 0.412632 0.412427 0.422638 0.38651 0.360533 0.360533 0.350817 0.357424 0.370348 0.313949 0.344402 0.282416 0.36458 0.361403 0.365541 0.367171 0.365597 0.413645 0.431186 0.42497 0.455614 0.439453 0.351899 0.417327 0.368397 0.402263 0.421217 0.406464
0.261065 0.38461 0.372757 0.39041 0.375538 0.385633 0.159658 0.104328 0.122379 0.122479 0.108572 0.283957 0.285168 0.287065 0.303981 0.295614 0.348672 0.343671 0.371919 0.342001 0.346485 0.346205 0.319712 0.325923 0.318235 0.358178 0.358178 0.38615 0.3873 0.367199 0.438937 0.433853 0.450393 0.434821 0.442853 0.421062 0.506001 0.521339 0.438661 0.431835 0.364953 0.361884 0.429196 0.336204 0.344845 0.810675 0.87567 1 0.750733 0.576163 0.381804 0.417651 0.393393 0.400408 0.382943 0.512112 0.495469 0.504912 0.503122 0.528048 0.382914 0.421885 0.418006 0.428722 0.393962 0.3672 0.3672 0.350663 0.364158 0.38414 0.321166 0.354165 0.286917 0.368179 0.365457 0.36907 0.371298 0.369916 0.421062 0.438661 0.431835 0.464676 0.4475 0.35642 0.422256 0.368818 0.411394 0.427802 0.41715
0.251342 0.362937 0.361586 0.370826 0.364512 0.378245 0.146391 0.104023 0.122616 0.119417 0.101306 0.270977 0.28375 0.278359 0.300912 0.301994 0.332375 0.333812 0.338692 0.324712 0.343651 0.324639 0.298574 0.302385 0.314054 0.34365 0.34365 0.37122 0.377662 0.348905 0.418222 0.407081 0.42278 0.405322 0.411399 0.397751 0.473438 0.494105 0.41616 0.414333 0.353673 0.339439 0.406956 0.325659 0.323862 0.852371 0.799005 0.740056 1 0.529266 0.363647 0.405536 0.378974 0.392619 0.377284 0.472438 0.46303 0.474178 0.466998 0.491253 0.364135 0.400857 0.403711 0.414799 0.377577 0.359337 0.359337 0.349614 0.350555 0.360564 0.303447 0.337019 0.28241 0.349078 0.348332 0.351402 0.351997 0.350573 0.397751 0.41616 0.414333 0.444156 0.424069 0.343024 0.405139 0.359125 0.391727 0.407367 0.397369
0.234954 0.406598 0.395114 0.396328 0.393416 0.386034 0.136109 0.110406 0.124403 0.115179 0.111277 0.294855 0.283788 0.282449 0.303119 0.296684 0.356455 0.362081 0.372797 0.344971 0.352229 0.35096 0.307665 0.324799 0.318989 0.383951 0.383951 0.392071 0.399965 0.38694 0.466709 0.472518 0.473746 0.469888 0.471457 0.444075 0.571411 0.61035 0.474284 0.474962 0.371096 0.367849 0.419886 0.342949 0.346855 0.572382 0.580693 0.58813 0.565118 1 0.402799 0.427884 0.410182 0.414014 0.424703 0.558261 0.539296 0.552993 0.521681 0.54645 0.411032 0.45667 0.464334 0.439403 0.418009 0.377058 0.377058 0.361962 0.370315 0.364415 0.336876 0.365929 0.31294 0.377645 0.37461 0.376523 0.378499 0.378679 0.444075 0.474284 0.474962 0.488455 0.470603 0.382728 0.455476 0.36593 0.448012 0.452872 0.447887
0.276224 0.41914 0.405339 0.417841 0.408124 0.417947 0.147764 0.123772 0.132222 0.142497 0.129609 0.309818 0.300633 0.299216 0.310825 0.314021 0.367904 0.348887 0.396222 0.382391 0.374098 0.348787 0.312658 0.341693 0.320412 0.366804 0.366804 0.396397 0.376163 0.394094 0.473303 0.449976 0.466337 0.470195 0.462669 0.408578 0.454133 0.423096 0.429924 0.422744 0.379147 0.394316 0.386688 0.361013 0.33916 0.401708 0.398947 0.412486 0.394503 0.431199 1 0.5534 0.509538 0.58421 0.525405 0.434074 0.446606 0.435745 0.453365 0.450156 0.426455 0.438443 0.440116 0.431363 0.439541 0.413558 0.413558 0.40469 0.422249 0.360491 0.365706 0.365621 0.355881 0.37545 0.370477 0.371067 0.372121 0.374143 0.408578 0.429924 0.422744 0.427875 0.430553 0.395427 0.445701 0.404243 0.435749 0.439113 0.43875
0.257644 0.374647 0.371917 0.382422 0.382943 0.406765 0.156952 0.130925 0.147257 0.153253 0.12676 0.304325 0.293857 0.295628 0.319611 0.307265 0.361388 0.35378 0.383929 0.36507 0.390553 0.339728 0.309044 0.327251 0.32137 0.37613 0.37613 0.397625 0.377549 0.387606 0.450833 0.438924 0.442186 0.442944 0.449405 0.415457 0.437808 0.445841 0.425797 0.422776 0.383465 0.382801 0.41746 0.354629 0.348065 0.428659 0.429812 0.434531 0.423673 0.447848 0.538937 1 0.537949 0.541516 0.522116 0.425187 0.432419 0.426796 0.45165 0.447103 0.3997 0.442711 0.451261 0.419543 0.435041 0.403461 0.403461 0.401672 0.412756 0.373014 0.352601 0.360984 0.340965 0.374645 0.371459 0.374577 0.37293 0.3717 0.415457 0.425797 0.422776 0.419467 0.437295 0.389974 0.467059 0.387334 0.45602 0.461801 0.463265
0.266251 0.393974 0.384535 0.388891 0.382745 0.38805 0.151374 0.121636 0.145697 0.144034 0.129466 0.296586 0.304436 0.30393 0.306989 0.30136 0.34109 0.341644 0.368261 0.348394 0.372154 0.334807 0.32206 0.323622 0.320872 0.355113 0.355113 0.382617 0.366158 0.358594 0.435478 0.42032 0.426078 0.431334 0.418622 0.389271 0.417887 0.412315 0.451199 0.419339 0.366796 0.371628 0.400381 0.346685 0.339264 0.411674 0.41307 0.414683 0.39877 0.424883 0.495325 0.534308 1 0.525147 0.488195 0.423682 0.404699 0.424276 0.424338 0.437227 0.383527 0.429079 0.435352 0.407059 0.425864 0.390666 0.390666 0.385623 0.386011 0.361355 0.329142 0.354674 0.332042 0.3478 0.344901 0.34473 0.348092 0.342645 0.389271 0.451199 0.419339 0.420277 0.433095 0.368391 0.443623 0.377471 0.4369 0.442477 0.44019
0.259121 0.384005 0.370622 0.383832 0.373734 0.379954 0.14186 0.113445 0.129251 0.134014 0.113928 0.275212 0.28626 0.285672 0.299802 0.285664 0.343915 0.333488 0.378913 0.363732 0.379572 0.337111 0.296001 0.309645 0.306005 0.344445 0.344445 0.380168 0.354898 0.355773 0.423128 0.394928 0.418084 0.410133 0.416567 0.383956 0.407848 0.408895 0.41493 0.412282 0.356468 0.35825 0.388354 0.328356 0.32003 0.393656 0.393591 0.402257 0.392256 0.416071 0.541035 0.507171 0.49676 1 0.505471 0.408 0.414091 0.416366 0.414158 0.423476 0.396618 0.422188 0.41695 0.418515 0.403872 0.382897 0.382897 0.374364 0.387476 0.360446 0.326123 0.343949 0.339455 0.35465 0.351456 0.352458 0.353416 0.352061 0.383956 0.41493 0.412282 0.429165 0.420834 0.359995 0.425996 0.392428 0.421063 0.430267 0.421849
0.251958 0.385693 0.35771 0.357249 0.388247 0.384135 0.134253 0.108413 0.130486 0.130003 0.109177 0.282481 0.29402 0.279163 0.304187 0.299253 0.352988 0.34023 0.377191 0.361795 0.370024 0.3191 0.298977 0.295936 0.286584 0.344009 0.344009 0.367026 0.348787 0.358801 0.425296 0.414302 0.422847 0.415756 0.423993 0.401837 0.413315 0.426002 0.428105 0.420381 0.346894 0.359627 0.386102 0.334297 0.332083 0.385021 0.385887 0.389512 0.385086 0.421294 0.491733 0.49472 0.46001 0.502872 1 0.402906 0.409864 0.406461 0.411255 0.406824 0.385319 0.413346 0.414475 0.396933 0.402659 0.397243 0.397243 0.393207 0.397035 0.358042 0.330537 0.34076 0.336716 0.356824 0.353795 0.354529 0.353715 0.35669 0.401837 0.428105 0.420381 0.421142 0.428446 0.37673 0.43325 0.373708 0.42568 0.437477 0.424797
