C1901TS003_1 C1901TS003_2 C1901TS003_3 C1901TS044_1 C1901TS066_1 C1901TS067_1 C1901TS067_2 C1901TS067_3 C1901TS067_4 C1901TS067_5 C1901TS087_1 C1901TS087_2 C1901TS087_3 C1901TS102_1 C1901TS103_1 C1901TS123_1 C1901TS123_2 C1901TS123_3 C1901TS123_4 C1901TS123_5 C1901TS131_1 C1901TS131_2 C1901TS131_3 C1901TS131_4 C1901TS131_5 C1901TS152_1 C1901TS152_2 C1901TS152_3 C1901TS152_4 C1901TS152_5 C1901TS156_1 C1901TS156_2 C1901TS156_3 C1901TS156_4 C1901TS156_5 C1901TS158_1 C1901TS158_2 C1901TS158_3 C1901TS158_4 C1901TS158_5 C1901TS182_1 C1901TS182_2 C1901TS182_3 C1901TS182_4 C1901TS182_5 C1901TS196_1 C1901TS200_1 C1901TS210_1 C1901TS210_2 C1901TS210_3 C1901TS210_4 C1901TS210_5 C1901TS211_1 C1901TS211_2 C1901TS211_3 C1901TS211_4 C1901TS211_5 C1901TS213_1 C1901TS213_2 C1901TS213_3 C1901TS213_4 C1901TS213_5 C1901TS215_1 C1901TS215_2 C1901TS215_3 C1901TS215_4 C1901TS215_5 C1901TS228_1 C1901TS240_1 C1901TS240_2 C1901TS240_3 C1901TS240_4 C1901TS240_5 C1901TS247_1 C1901TS247_2 C1901TS247_3 C1901TS247_4 C1901TS247_5 C1901TS258_1 C1901TS258_2 C1901TS258_3 C1901TS258_4 C1901TS258_5 C1901TS273_1 C1901TS273_2 C1901TS273_3 C1901TS273_4 C1901TS273_5 C1901TS278_1 C1901TS278_2 C1901TS278_3 C1901TS278_4 C1901TS278_5 C1901TS299_1 C1901TS299_2 C1901TS299_3 C1901TS309_1 C1901TS309_2 C1901TS309_3 C1901TS309_4 C1901TS309_5 C1901TS347_1 C1901TS359_1 C1901TS369_1 C1901TS369_2 C1901TS369_3 C1901TS369_4 C1901TS369_5 C1901TS389_1 C1901TS389_2 C1901TS389_3 C1901TS389_4 C1901TS389_5 C1901TS401_1 C1901TS405_1 C1901TS405_2 C1901TS405_3 C1901TS405_4 C1901TS405_5 C1901TS413_1 C1901TS413_2 C1901TS413_3 C1901TS413_4 C1901TS413_5 C1901TS414_1 C1901TS414_2 C1901TS414_3 C1901TS414_4 C1901TS414_5 C1901TS438_1 C1901TS438_2 C1901TS438_3 C1901TS438_4 C1901TS438_5 C1901TS490_1
0.234955 0.247209 0.244382 0.355403 0.230956 0.247936 0.248322 0.231898 0.24765 0.233098 0.351648 0.376653 0.358233 0.105695 0.222933 0.231191 0.285383 0.236696 0.273568 0.273568 0.401073 0.396822 0.398733 0.399654 0.400579 0.424846 0.448529 0.357039 0.342994 1 0.388457 0.390957 0.377887 0.382505 0.382637 0.216979 0.230791 0.235203 0.21726 0.227013 0.270217 0.210008 0.270628 0.210507 0.25529 0.297158 0.284702 0.369909 0.390915 0.336477 0.325667 0.316539 0.343846 0.295753 0.304945 0.284299 0.27988 0.348918 0.345475 0.350079 0.343825 0.347856 0.326315 0.330803 0.324893 0.326982 0.328597 0.344241 0.337928 0.358807 0.332882 0.357762 0.340639 0.29229 0.288999 0.277727 0.300907 0.294733 0.28328 0.291249 0.3544 0.31694 0.319645 0.353163 0.810191 0.418406 0.232828 0.213998 0.216979 0.230791 0.235203 0.21726 0.227013 0.312672 0.306741 0.292183 0.324144 0.266361 0.320182 0.31678 0.31897 0.26076 0.300381 0.388365 0.389105 0.37636 0.389165 0.387284 0.297813 0.277244 0.302154 0.191857 0.267279 0.314875 0.309507 0.325642 0.316539 0.325371 0.327684 0.806802 0.417061 0.435681 0.421066 0.417251 0.372375 0.368768 0.386145 0.364205 0.386494 0.331012 0.333613 0.332827 0.332301 0.326448 0.261878
0.251944 0.2602 0.255932 0.380056 0.233206 0.257983 0.260705 0.24311 0.25941 0.24854 0.371327 0.401423 0.385263 0.108279 0.232046 0.232854 0.287359 0.232192 0.272072 0.272072 0.455777 0.453347 0.456172 0.456883 0.456475 0.406228 0.410877 0.379268 0.355843 0.410613 1 0.812137 0.771825 0.782241 0.767637 0.22516 0.234489 0.230453 0.226298 0.238881 0.288577 0.223698 0.28833 0.219555 0.280268 0.314482 0.304802 0.392043 0.404759 0.351849 0.347408 0.343933 0.360559 0.316842 0.317394 0.296028 0.289458 0.380045 0.37734 0.377003 0.376869 0.379039 0.359254 0.359959 0.360471 0.356173 0.361888 0.374319 0.348998 0.367741 0.345985 0.36817 0.34662 0.304621 0.301528 0.294828 0.314927 0.304213 0.296467 0.298261 0.336181 0.33564 0.32452 0.377683 0.40669 0.397392 0.244809 0.228025 0.22516 0.234489 0.230453 0.226298 0.238881 0.331685 0.335235 0.309272 0.33741 0.283349 0.321223 0.34268 0.32378 0.275772 0.320083 0.41953 0.418737 0.410121 0.409972 0.41427 0.306486 0.284988 0.324109 0.209525 0.274067 0.566873 0.345411 0.347394 0.343933 0.348271 0.359412 0.409555 0.388295 0.398363 0.405567 0.399846 0.370315 0.385215 0.414641 0.379762 0.403096 0.332582 0.324168 0.329031 0.325521 0.327918 0.26738
0.256483 0.266518 0.265539 0.393543 0.241248 0.269396 0.270108 0.252903 0.270488 0.255814 0.384402 0.414738 0.397274 0.112002 0.241147 0.2427 0.301065 0.241274 0.282228 0.282228 0.476769 0.472264 0.472704 0.474772 0.475016 0.413723 0.426034 0.392602 0.369731 0.421588 0.825453 1 0.815021 0.81661 0.809508 0.233106 0.244281 0.237902 0.236979 0.247036 0.297972 0.229095 0.297046 0.223192 0.286835 0.322763 0.314082 0.41006 0.41886 0.362132 0.352232 0.350706 0.371982 0.32734 0.333248 0.304946 0.301801 0.393475 0.389348 0.390678 0.389638 0.393178 0.370678 0.371306 0.371738 0.361372 0.36896 0.385032 0.362217 0.386152 0.360737 0.384471 0.359421 0.318737 0.315871 0.304979 0.32597 0.31642 0.303568 0.308689 0.339015 0.343229 0.336008 0.391931 0.41848 0.405951 0.253545 0.236212 0.233106 0.244281 0.237902 0.236979 0.247036 0.333876 0.347928 0.32201 0.351781 0.291078 0.336133 0.349401 0.339423 0.281192 0.332573 0.433167 0.429906 0.42163 0.425557 0.428938 0.323353 0.296193 0.33204 0.217707 0.28351 0.585245 0.358247 0.352218 0.350706 0.357455 0.365579 0.420394 0.396139 0.411479 0.417932 0.409214 0.386474 0.396127 0.424099 0.392789 0.4144 0.344952 0.339171 0.342232 0.337361 0.338817 0.274944
0.259489 0.265874 0.261139 0.383147 0.240228 0.269523 0.269022 0.251331 0.269716 0.254403 0.372738 0.407233 0.396151 0.108921 0.244967 0.237264 0.290206 0.234444 0.275534 0.275534 0.462466 0.458998 0.461246 0.461454 0.4642 0.402297 0.415384 0.38384 0.362153 0.408161 0.789557 0.822978 1 0.804021 0.804702 0.229873 0.235966 0.232147 0.235003 0.247762 0.293774 0.230338 0.292155 0.227499 0.283621 0.318953 0.313852 0.395612 0.40315 0.352539 0.346265 0.342425 0.366468 0.326724 0.319192 0.300998 0.293926 0.383187 0.379364 0.378965 0.377479 0.383962 0.361737 0.360134 0.362384 0.352673 0.359374 0.373706 0.355433 0.37749 0.352593 0.376662 0.354473 0.315555 0.311018 0.30434 0.321047 0.315384 0.295258 0.301071 0.33399 0.335085 0.326709 0.382527 0.401806 0.396743 0.250759 0.237675 0.229873 0.235966 0.232147 0.235003 0.247762 0.329682 0.346189 0.317124 0.347418 0.291669 0.332599 0.34843 0.333635 0.27873 0.327535 0.419444 0.42093 0.410505 0.413579 0.41872 0.314852 0.294226 0.325165 0.219543 0.277231 0.581982 0.34922 0.346235 0.342425 0.352535 0.360216 0.404043 0.388497 0.405825 0.405488 0.398844 0.372562 0.382377 0.407677 0.378739 0.401901 0.339849 0.332472 0.337974 0.334096 0.335501 0.272995
0.249808 0.26004 0.251452 0.379036 0.229398 0.261278 0.258538 0.241856 0.258666 0.243707 0.366744 0.403247 0.383966 0.109146 0.233439 0.228159 0.284567 0.228004 0.271135 0.271135 0.454593 0.451748 0.455178 0.455313 0.456038 0.393813 0.411726 0.377295 0.353966 0.403029 0.783558 0.804553 0.786469 1 0.786273 0.224648 0.231355 0.227525 0.22905 0.238107 0.291206 0.221995 0.289992 0.216601 0.279356 0.310495 0.304363 0.388902 0.398144 0.353334 0.344254 0.338581 0.356968 0.32046 0.316802 0.294144 0.288983 0.37776 0.374154 0.37372 0.37301 0.376886 0.355409 0.354463 0.355904 0.349167 0.356893 0.368826 0.347937 0.368066 0.342847 0.368414 0.348588 0.308724 0.301094 0.295338 0.314562 0.307371 0.293497 0.296233 0.328473 0.331566 0.320964 0.375229 0.398785 0.387652 0.24381 0.2286 0.224648 0.231355 0.227525 0.22905 0.238107 0.323453 0.334373 0.308125 0.337444 0.284363 0.323573 0.338293 0.323893 0.276048 0.321479 0.414142 0.410916 0.40574 0.406029 0.411651 0.31019 0.288037 0.321212 0.212972 0.273008 0.579014 0.343797 0.344199 0.338581 0.346974 0.359354 0.401528 0.383811 0.399032 0.400595 0.390821 0.368403 0.377118 0.406586 0.37351 0.398254 0.331866 0.321833 0.32451 0.32512 0.324166 0.261498
0.245796 0.253462 0.247346 0.370094 0.227407 0.258668 0.259403 0.241557 0.25815 0.24351 0.36588 0.395669 0.379778 0.107155 0.226967 0.227251 0.280555 0.226247 0.266292 0.266292 0.454717 0.450344 0.451244 0.450325 0.451853 0.393353 0.409004 0.370544 0.349855 0.402348 0.763269 0.79726 0.782698 0.782402 1 0.224637 0.231238 0.222813 0.225554 0.234941 0.287774 0.218608 0.285095 0.212065 0.273347 0.300938 0.302221 0.386156 0.39622 0.342478 0.338905 0.334946 0.354157 0.312661 0.31006 0.289941 0.28717 0.371554 0.366812 0.367295 0.365649 0.368703 0.356939 0.352427 0.357173 0.3465 0.351374 0.362389 0.344543 0.366328 0.338102 0.36266 0.342625 0.301591 0.295561 0.291709 0.309877 0.302339 0.288811 0.295628 0.325888 0.322879 0.312011 0.367783 0.402957 0.387305 0.238076 0.227646 0.224637 0.231238 0.222813 0.225554 0.234941 0.318494 0.3312 0.306153 0.338674 0.278531 0.320394 0.338643 0.324765 0.266194 0.313506 0.411539 0.408332 0.399939 0.403176 0.406258 0.301267 0.279422 0.31423 0.207917 0.264511 0.570818 0.337455 0.338851 0.334946 0.341135 0.351206 0.403139 0.381232 0.396625 0.398688 0.389998 0.361036 0.375978 0.401541 0.371244 0.393702 0.325412 0.318472 0.323547 0.319479 0.322535 0.259537
0.413799 0.40585 0.402736 0.419623 0.337699 0.367099 0.364268 0.344274 0.366503 0.338755 0.400307 0.409307 0.404342 0.202001 0.373709 0.492886 0.413939 0.492016 0.4089 0.4089 0.413706 0.417797 0.415914 0.414276 0.411683 0.388706 0.395204 0.42508 0.422004 0.397472 0.392923 0.396614 0.390087 0.392892 0.391455 1 0.501384 0.502221 0.45781 0.419095 0.379828 0.322144 0.380763 0.324401 0.36437 0.389194 0.372426 0.39707 0.405657 0.391609 0.386264 0.373932 0.421644 0.397356 0.3964 0.389076 0.394541 0.418755 0.419502 0.419937 0.419227 0.418878 0.389379 0.403466 0.401639 0.401326 0.405025 0.416009 0.415103 0.40941 0.408996 0.422738 0.41252 0.389796 0.388207 0.399651 0.397614 0.384784 0.358951 0.372674 0.37053 0.378443 0.378038 0.422533 0.396467 0.390179 0.382926 0.344653 1 0.501384 0.502221 0.45781 0.419095 0.396406 0.403077 0.411297 0.398067 0.337207 0.407081 0.40123 0.394966 0.400018 0.407361 0.420108 0.414562 0.40763 0.424047 0.423443 0.380141 0.410665 0.401046 0.349377 0.400271 0.335105 0.390922 0.386363 0.373932 0.382698 0.391069 0.396554 0.384749 0.397193 0.399827 0.386913 0.42417 0.431178 0.437843 0.4309 0.438214 0.395566 0.39236 0.398042 0.393101 0.387527 0.393424
0.407297 0.388799 0.395736 0.424789 0.343505 0.365133 0.364511 0.339254 0.359212 0.33414 0.415151 0.42977 0.416765 0.202575 0.365027 0.486696 0.420151 0.507159 0.427645 0.427645 0.421132 0.422583 0.425641 0.4219 0.425356 0.400254 0.414593 0.425151 0.42494 0.407356 0.395881 0.400647 0.387117 0.394535 0.393195 0.497638 1 0.523611 0.457011 0.415184 0.394846 0.319051 0.39541 0.314934 0.383098 0.402026 0.375479 0.39992 0.416805 0.389978 0.399095 0.386581 0.421912 0.389675 0.408374 0.381358 0.389878 0.421563 0.420237 0.42186 0.420868 0.422413 0.408726 0.404421 0.406817 0.399927 0.405892 0.415438 0.407009 0.42289 0.412018 0.430422 0.419853 0.397051 0.389076 0.398957 0.415577 0.400845 0.376714 0.390941 0.373188 0.380225 0.393183 0.430001 0.410162 0.403936 0.371661 0.338565 0.497638 1 0.523611 0.457011 0.415184 0.400673 0.403727 0.396836 0.405025 0.349108 0.40889 0.423065 0.404287 0.402413 0.404711 0.425813 0.428666 0.417784 0.429576 0.42475 0.391549 0.415181 0.40513 0.345343 0.410336 0.336612 0.397689 0.399187 0.386581 0.393664 0.400678 0.410736 0.385749 0.411957 0.410925 0.404146 0.440138 0.439243 0.450829 0.437866 0.438043 0.398085 0.391563 0.397862 0.391261 0.391407 0.39196
0.420307 0.40388 0.399875 0.434139 0.360278 0.362729 0.36131 0.339224 0.362456 0.333858 0.420488 0.438109 0.433485 0.207473 0.392751 0.506524 0.440241 0.538525 0.442088 0.442088 0.427886 0.433042 0.428897 0.433204 0.43227 0.411305 0.422604 0.440296 0.435879 0.424012 0.403448 0.403844 0.39803 0.401097 0.396256 0.508965 0.540382 1 0.494378 0.455355 0.402773 0.338128 0.403484 0.330886 0.391342 0.411819 0.38947 0.415688 0.431756 0.407921 0.406353 0.394197 0.42876 0.420079 0.423334 0.399288 0.408944 0.432922 0.434723 0.430928 0.43461 0.432568 0.406508 0.415866 0.416614 0.401751 0.414314 0.426439 0.415885 0.428793 0.427204 0.443585 0.431334 0.404556 0.410623 0.422117 0.427584 0.414097 0.39071 0.399128 0.386718 0.394894 0.402035 0.4408 0.421947 0.407406 0.400246 0.345154 0.508965 0.540382 1 0.494378 0.455355 0.410791 0.414052 0.413884 0.414166 0.358065 0.41519 0.426616 0.413518 0.421581 0.405398 0.432002 0.436417 0.431876 0.44194 0.439387 0.400207 0.439236 0.41863 0.363974 0.432937 0.343237 0.409647 0.406438 0.394197 0.400889 0.409082 0.420738 0.394078 0.424789 0.420113 0.411321 0.456889 0.464621 0.459216 0.459104 0.462086 0.409744 0.40553 0.409012 0.412908 0.404203 0.402834
0.439654 0.428971 0.443628 0.454266 0.381985 0.379087 0.377238 0.391624 0.378719 0.388766 0.451837 0.452871 0.435471 0.198654 0.391222 0.505607 0.451355 0.532013 0.455165 0.455165 0.458564 0.467901 0.459106 0.458212 0.462274 0.424316 0.437457 0.460613 0.47907 0.431758 0.432232 0.438891 0.43048 0.433707 0.431926 0.495227 0.497228 0.510672 1 0.443177 0.409064 0.367171 0.407608 0.362253 0.387809 0.436947 0.403365 0.431874 0.446107 0.429039 0.418342 0.415562 0.477875 0.435222 0.460834 0.43366 0.441157 0.454753 0.456477 0.454866 0.453498 0.45523 0.432157 0.43815 0.445424 0.429701 0.443433 0.450057 0.449907 0.462726 0.448641 0.471333 0.456032 0.433795 0.424596 0.44145 0.442658 0.442256 0.404068 0.418297 0.403238 0.408684 0.415586 0.457333 0.426143 0.425347 0.406875 0.379398 0.495227 0.497228 0.510672 1 0.443177 0.444885 0.446569 0.438338 0.438553 0.377648 0.445386 0.456014 0.439272 0.421535 0.44438 0.46354 0.456133 0.457332 0.463606 0.465226 0.423047 0.441946 0.444882 0.383681 0.444943 0.368711 0.431661 0.418446 0.415562 0.423264 0.430207 0.427335 0.413677 0.441135 0.432005 0.422769 0.467482 0.463779 0.468485 0.466667 0.469518 0.424424 0.425751 0.428333 0.429026 0.424519 0.434711
0.381619 0.375805 0.368316 0.399011 0.309201 0.342943 0.34123 0.32258 0.340995 0.321239 0.388882 0.397013 0.378506 0.187807 0.363776 0.401591 0.374706 0.41285 0.377913 0.377913 0.400195 0.393234 0.395434 0.396894 0.393359 0.372724 0.379302 0.403359 0.397534 0.377664 0.377792 0.381895 0.379595 0.378594 0.378883 0.387233 0.393206 0.404642 0.380422 1 0.35948 0.303735 0.358635 0.303716 0.34536 0.383231 0.348071 0.366789 0.378485 0.367321 0.36521 0.357644 0.399174 0.374438 0.385066 0.368854 0.371345 0.398885 0.396956 0.393139 0.396868 0.397236 0.373108 0.376876 0.380157 0.387941 0.382866 0.395047 0.38035 0.388594 0.374581 0.401521 0.385681 0.357415 0.368602 0.364385 0.378447 0.367108 0.337555 0.34927 0.351401 0.358113 0.350727 0.402232 0.381343 0.3726 0.350287 0.305369 0.387233 0.393206 0.404642 0.380422 1 0.38339 0.373213 0.386352 0.380272 0.329032 0.383425 0.386953 0.385794 0.363366 0.388821 0.39874 0.393967 0.390957 0.397896 0.406842 0.358921 0.372834 0.377459 0.337551 0.369508 0.316607 0.372022 0.365288 0.357644 0.361523 0.365221 0.380247 0.353673 0.376626 0.379354 0.370068 0.401335 0.404454 0.409408 0.404475 0.405802 0.373625 0.370247 0.372726 0.371078 0.368739 0.364562
0.252413 0.249637 0.249345 0.29527 0.220086 0.236298 0.236631 0.223724 0.236246 0.221604 0.291672 0.307842 0.292911 0.122334 0.229178 0.242538 0.268087 0.241159 0.256707 0.256707 0.313602 0.310801 0.312756 0.310698 0.314145 0.303567 0.30307 0.298426 0.291252 0.298113 0.308444 0.308183 0.30248 0.308592 0.303636 0.234102 0.251827 0.244291 0.237965 0.243607 1 0.215661 0.798295 0.216399 0.632925 0.274362 0.267423 0.291766 0.307155 0.288862 0.27891 0.275267 0.291236 0.264318 0.26539 0.251036 0.250853 0.289213 0.289124 0.28938 0.292925 0.291236 0.284753 0.277627 0.2846 0.280112 0.294776 0.289197 0.282328 0.298266 0.293449 0.304815 0.295721 0.268312 0.274452 0.263684 0.275492 0.263535 0.252633 0.269587 0.273147 0.274734 0.268643 0.297096 0.294913 0.300498 0.225749 0.221006 0.234102 0.251827 0.244291 0.237965 0.243607 0.269023 0.284747 0.27192 0.29025 0.248969 0.284666 0.293249 0.281089 0.255596 0.272142 0.317687 0.310816 0.307377 0.314244 0.313257 0.277291 0.27806 0.283702 0.220055 0.252703 0.250992 0.274173 0.278775 0.275267 0.273002 0.281819 0.294283 0.283083 0.30574 0.301447 0.299687 0.308051 0.307968 0.321943 0.306136 0.317269 0.271242 0.266371 0.266331 0.267509 0.264855 0.250366
0.224187 0.211165 0.210185 0.23135 0.190518 0.213164 0.212337 0.200717 0.210977 0.199659 0.234437 0.233237 0.228222 0.106415 0.191389 0.196061 0.206993 0.196009 0.213349 0.213349 0.229376 0.233115 0.232828 0.231957 0.23256 0.229697 0.233759 0.233585 0.234229 0.230903 0.2355 0.23244 0.232409 0.230754 0.23194 0.18843 0.186918 0.19082 0.199939 0.198379 0.211099 1 0.212742 0.430433 0.20591 0.22225 0.210738 0.22553 0.226017 0.226177 0.222352 0.225509 0.237843 0.221516 0.224433 0.218364 0.219581 0.23069 0.231937 0.231018 0.235113 0.233042 0.233718 0.229755 0.231855 0.233336 0.226518 0.226664 0.22712 0.239012 0.228536 0.234395 0.232244 0.221703 0.219737 0.215917 0.224336 0.221438 0.216742 0.22333 0.220597 0.217811 0.216969 0.234705 0.232679 0.225081 0.205012 0.195248 0.18843 0.186918 0.19082 0.199939 0.198379 0.221558 0.220753 0.216055 0.222045 0.214181 0.225469 0.226335 0.226291 0.214629 0.219126 0.231656 0.230981 0.229769 0.226425 0.228403 0.213941 0.206424 0.215668 0.202067 0.212113 0.197862 0.224771 0.222306 0.225509 0.216657 0.226805 0.232148 0.226551 0.232177 0.228128 0.225403 0.229762 0.233809 0.24116 0.234038 0.23129 0.221425 0.220841 0.220392 0.221565 0.219741 0.211504
0.252368 0.252612 0.250788 0.291589 0.220756 0.240896 0.242323 0.227143 0.240337 0.223392 0.291745 0.30528 0.295114 0.118456 0.224 0.240057 0.269079 0.236833 0.255763 0.255763 0.316331 0.308766 0.310994 0.311114 0.31186 0.307917 0.304763 0.295309 0.296052 0.297621 0.304084 0.303677 0.297778 0.303353 0.298415 0.231009 0.246573 0.240545 0.233912 0.240155 0.793578 0.216161 1 0.216371 0.606224 0.273408 0.271885 0.298633 0.310101 0.290003 0.275929 0.273639 0.297583 0.26594 0.266626 0.251034 0.251963 0.289702 0.289291 0.289727 0.293131 0.290356 0.283961 0.281102 0.286718 0.284403 0.298229 0.28944 0.28393 0.29854 0.28856 0.304746 0.292936 0.272176 0.274174 0.262727 0.274053 0.269498 0.255994 0.269082 0.273421 0.274955 0.269193 0.29393 0.296772 0.303433 0.226512 0.221127 0.231009 0.246573 0.240545 0.233912 0.240155 0.269871 0.282693 0.269611 0.290445 0.249475 0.285858 0.292638 0.28106 0.257544 0.27386 0.319759 0.312597 0.309188 0.314174 0.312739 0.274909 0.277664 0.284883 0.219554 0.251023 0.250332 0.273408 0.275807 0.273639 0.273458 0.281921 0.295544 0.285617 0.304797 0.303646 0.305576 0.308304 0.308891 0.320319 0.30652 0.315561 0.276171 0.269247 0.271021 0.270732 0.267967 0.249254
0.219041 0.215711 0.209687 0.233267 0.188124 0.209663 0.208444 0.203144 0.207754 0.201481 0.227458 0.229636 0.226978 0.102307 0.194244 0.189569 0.20923 0.190771 0.205855 0.205855 0.230597 0.227164 0.225955 0.22417 0.22607 0.225285 0.228353 0.232504 0.222401 0.229016 0.230105 0.228107 0.228294 0.227017 0.222255 0.187617 0.185476 0.191517 0.195255 0.198166 0.206624 0.426671 0.209459 1 0.198267 0.215769 0.203587 0.224601 0.222838 0.21885 0.219523 0.219371 0.223485 0.217842 0.217401 0.212874 0.215358 0.230522 0.232189 0.23111 0.233646 0.229458 0.223098 0.220786 0.225821 0.222123 0.221459 0.227195 0.225051 0.229925 0.225172 0.228997 0.225314 0.216314 0.220991 0.217871 0.226325 0.217511 0.215553 0.211421 0.21651 0.21055 0.210265 0.235125 0.221226 0.224359 0.202522 0.190665 0.187617 0.185476 0.191517 0.195255 0.198166 0.219525 0.224042 0.21963 0.220232 0.211761 0.21718 0.224273 0.220043 0.218004 0.210925 0.22614 0.227256 0.223872 0.225987 0.225512 0.211101 0.208901 0.212324 0.1986 0.215876 0.197421 0.222931 0.21951 0.219371 0.216044 0.220004 0.222539 0.222911 0.228907 0.221872 0.222292 0.221644 0.223576 0.228486 0.22473 0.221579 0.223757 0.223009 0.218666 0.224528 0.22325 0.205632
0.251609 0.251979 0.248206 0.284464 0.220939 0.237288 0.235729 0.224802 0.236596 0.224697 0.283169 0.300033 0.287364 0.124133 0.226068 0.23995 0.257161 0.241023 0.252356 0.252356 0.299686 0.300054 0.30048 0.299504 0.302737 0.291982 0.294533 0.286947 0.287003 0.289108 0.301056 0.299303 0.293726 0.299605 0.294526 0.233493 0.248876 0.240107 0.233019 0.243447 0.642037 0.216446 0.622814 0.212742 1 0.272093 0.262053 0.288795 0.30511 0.282272 0.265436 0.270991 0.289994 0.260486 0.259238 0.248043 0.249201 0.280439 0.277934 0.278873 0.284071 0.281753 0.279902 0.27508 0.275044 0.274977 0.284324 0.278702 0.281682 0.294322 0.287588 0.298374 0.286886 0.262797 0.265045 0.256541 0.265586 0.262 0.251361 0.264158 0.266155 0.266768 0.260074 0.288378 0.288681 0.291749 0.224819 0.221331 0.233493 0.248876 0.240107 0.233019 0.243447 0.268067 0.273408 0.270804 0.281861 0.24543 0.278002 0.285509 0.28235 0.256707 0.272786 0.308525 0.30141 0.298995 0.301201 0.304662 0.268469 0.269686 0.279303 0.224446 0.253184 0.243234 0.270971 0.265285 0.270991 0.26363 0.271846 0.287488 0.278 0.295942 0.29616 0.29136 0.299529 0.297816 0.31443 0.296689 0.304134 0.268759 0.266409 0.26706 0.265845 0.26273 0.247118
0.284744 0.289109 0.288254 0.323308 0.242996 0.261822 0.26049 0.249468 0.260683 0.251483 0.335125 0.344877 0.33285 0.12993 0.264221 0.274454 0.291672 0.270235 0.291969 0.291969 0.350267 0.349764 0.349205 0.347162 0.350001 0.334571 0.343763 0.326123 0.332587 0.342355 0.34675 0.347377 0.343592 0.343155 0.336555 0.258822 0.27054 0.265892 0.260501 0.276758 0.28992 0.243367 0.292892 0.236467 0.277021 1 0.29215 0.333717 0.345419 0.317149 0.321309 0.305961 0.331778 0.295833 0.301321 0.285753 0.29021 0.321766 0.323894 0.321548 0.324972 0.323471 0.315428 0.308204 0.314109 0.320957 0.309682 0.316791 0.332091 0.345102 0.334163 0.344027 0.336141 0.314472 0.304655 0.303374 0.316176 0.308489 0.28818 0.300074 0.308205 0.310132 0.315844 0.326373 0.341454 0.338197 0.262818 0.249977 0.258822 0.27054 0.265892 0.260501 0.276758 0.332565 0.329836 0.309044 0.323984 0.270059 0.323748 0.324689 0.322464 0.287707 0.341473 0.357815 0.352588 0.352541 0.350304 0.358983 0.308677 0.302796 0.316122 0.243956 0.287723 0.285303 0.321289 0.321285 0.305961 0.312982 0.326394 0.341024 0.322414 0.340274 0.335822 0.34113 0.342738 0.335876 0.343862 0.334375 0.339754 0.309438 0.308725 0.306752 0.304933 0.305681 0.27992
0.224029 0.238365 0.235345 0.296091 0.205412 0.234925 0.233825 0.22189 0.233613 0.222341 0.279989 0.29684 0.286019 0.118739 0.217327 0.216008 0.253393 0.222351 0.24651 0.24651 0.311431 0.304051 0.301561 0.304968 0.306084 0.295644 0.29467 0.296512 0.296819 0.292891 0.293982 0.297855 0.294514 0.293903 0.295156 0.218405 0.221671 0.22434 0.220145 0.216028 0.249194 0.204867 0.254717 0.195261 0.241847 0.261014 1 0.283428 0.294736 0.285101 0.275797 0.26826 0.298448 0.272214 0.259008 0.250248 0.251623 0.293768 0.29209 0.294517 0.294412 0.295031 0.278533 0.283053 0.280022 0.281979 0.285746 0.292218 0.281321 0.294171 0.284103 0.291638 0.288322 0.25444 0.266585 0.250897 0.258818 0.265561 0.260124 0.262934 0.266534 0.272884 0.271552 0.297179 0.296279 0.287316 0.22023 0.205359 0.218405 0.221671 0.22434 0.220145 0.216028 0.255342 0.26347 0.252484 0.283923 0.256478 0.290633 0.282516 0.284337 0.23498 0.259205 0.30585 0.294068 0.291504 0.299033 0.298055 0.257174 0.250983 0.268759 0.209278 0.239533 0.246456 0.276554 0.275737 0.26826 0.277877 0.270214 0.296259 0.283738 0.29069 0.290463 0.286409 0.294852 0.299739 0.296984 0.292888 0.299762 0.263719 0.259729 0.262564 0.261571 0.260627 0.241354
0.239118 0.248991 0.240349 0.340489 0.228887 0.239182 0.238556 0.221064 0.240911 0.224269 0.367802 0.395588 0.367791 0.0937672 0.217286 0.232046 0.288102 0.236004 0.271732 0.271732 0.402226 0.40631 0.408623 0.410223 0.405243 0.37689 0.381095 0.339818 0.337622 0.385771 0.384498 0.392091 0.377318 0.383717 0.382269 0.226335 0.237165 0.240253 0.229075 0.22961 0.275525 0.214697 0.281869 0.213199 0.270733 0.298352 0.284724 1 0.478998 0.348123 0.313934 0.307119 0.343805 0.291792 0.306335 0.276637 0.272515 0.333422 0.334272 0.335467 0.326943 0.334006 0.31589 0.325294 0.320394 0.323148 0.318093 0.330075 0.341791 0.356801 0.331749 0.358288 0.339896 0.299842 0.290026 0.278742 0.295969 0.293199 0.284974 0.291381 0.323839 0.312234 0.313912 0.336269 0.377836 0.369826 0.234507 0.212833 0.226335 0.237165 0.240253 0.229075 0.22961 0.31894 0.319327 0.31928 0.332072 0.26506 0.314484 0.325136 0.322068 0.264904 0.306993 0.401846 0.404585 0.394069 0.395685 0.389352 0.290208 0.274998 0.297849 0.197212 0.26954 0.305282 0.322119 0.313868 0.307119 0.320262 0.327355 0.379094 0.360578 0.371378 0.368646 0.372476 0.363428 0.372757 0.385996 0.362439 0.379591 0.322537 0.318987 0.318453 0.317297 0.313131 0.259938
