C1905TS003_1 C1905TS003_2 C1905TS003_3 C1905TS044_1 C1905TS066_1 C1905TS067_1 C1905TS067_2 C1905TS067_3 C1905TS067_4 C1905TS067_5 C1905TS073_1 C1905TS073_2 C1905TS073_3 C1905TS073_4 C1905TS073_5 C1905TS087_1 C1905TS087_2 C1905TS102_1 C1905TS102_2 C1905TS103_1 C1905TS103_2 C1905TS123_1 C1905TS123_2 C1905TS123_3 C1905TS123_4 C1905TS123_5 C1905TS131_1 C1905TS131_2 C1905TS131_3 C1905TS131_4 C1905TS131_5 C1905TS152_1 C1905TS152_2 C1905TS152_3 C1905TS152_4 C1905TS152_5 C1905TS156_1 C1905TS156_2 C1905TS156_3 C1905TS156_4 C1905TS156_5 C1905TS158_1 C1905TS158_2 C1905TS158_3 C1905TS158_4 C1905TS158_5 C1905TS182_1 C1905TS182_2 C1905TS182_3 C1905TS182_4 C1905TS182_5 C1905TS196_1 C1905TS200_1 C1905TS210_1 C1905TS210_2 C1905TS210_3 C1905TS210_4 C1905TS210_5 C1905TS211_1 C1905TS211_2 C1905TS211_3 C1905TS211_4 C1905TS211_5 C1905TS213_1 C1905TS213_2 C1905TS213_3 C1905TS213_4 C1905TS213_5 C1905TS215_1 C1905TS215_2 C1905TS215_3 C1905TS215_4 C1905TS215_5 C1905TS228_1 C1905TS230_1 C1905TS230_2 C1905TS230_3 C1905TS230_4 C1905TS230_5 C1905TS240_1 C1905TS240_2 C1905TS240_3 C1905TS240_4 C1905TS240_5 C1905TS247_1 C1905TS247_2 C1905TS247_3 C1905TS247_4 C1905TS247_5 C1905TS258_1 C1905TS258_2 C1905TS258_3 C1905TS258_4 C1905TS258_5 C1905TS273_1 C1905TS273_2 C1905TS273_3 C1905TS273_4 C1905TS273_5 C1905TS278_1 C1905TS278_2 C1905TS278_3 C1905TS278_4 C1905TS278_5 C1905TS299_1 C1905TS299_2 C1905TS299_3 C1905TS299_4 C1905TS299_5 C1905TS301_1 C1905TS309_1 C1905TS309_2 C1905TS309_3 C1905TS309_4 C1905TS309_5 C1905TS346_1 C1905TS347_1 C1905TS359_1 C1905TS369_1 C1905TS369_2 C1905TS369_3 C1905TS369_4 C1905TS369_5 C1905TS389_1 C1905TS389_2 C1905TS389_3 C1905TS389_4 C1905TS389_5 C1905TS401_1 C1905TS404_1 C1905TS404_2 C1905TS404_3 C1905TS404_4 C1905TS404_5 C1905TS405_1 C1905TS405_2 C1905TS405_3 C1905TS405_4 C1905TS405_5 C1905TS413_1 C1905TS413_2 C1905TS413_3 C1905TS413_4 C1905TS413_5 C1905TS414_1 C1905TS414_3 C1905TS414_4 C1905TS414_5 C1905TS438_1 C1905TS438_2 C1905TS438_3 C1905TS438_4 C1905TS438_5
0.247392 0.236303 0.24534 0.292152 0.242554 0.236611 0.241197 0.231949 0.232076 0.231197 0.265926 0.263074 0.267795 0.267886 0.259535 0.311784 0.307684 0.224254 0.284094 0.273571 0.224254 0.272052 0.255126 0.270244 0.243887 0.243887 0.294306 0.293109 0.290759 0.291817 0.293794 0.280736 0.301617 0.288136 0.261976 0.268663 0.297163 0.298239 0.294546 0.306281 0.298328 0.218024 0.127503 0.128182 0.123937 0.124054 0.275249 0.176138 0.271989 0.17687 0.260312 0.284094 0.235602 0.283577 0.271199 0.290837 0.270757 0.278798 0.292994 0.253412 0.272691 0.262227 0.271859 0.296299 0.293233 0.296043 0.297838 0.299933 0.290252 0.286627 0.280493 0.282287 0.283509 0.285711 0.286341 0.303129 0.295668 0.272112 1 0.278925 0.27504 0.261847 0.268489 0.26707 0.285059 0.281392 0.281622 0.280361 0.293738 0.281905 0.279882 0.283179 0.282897 0.270159 0.292929 0.271373 0.271229 0.226217 0.204502 0.218024 0.127503 0.128182 0.123937 0.124054 0.287994 0.296041 0.289474 0.287861 0.291905 0.292152 0.268962 0.254443 0.272265 0.274762 0.282173 0.0902465 0.256521 0.281501 0.295802 0.301537 0.296396 0.305045 0.297594 0.284605 0.242187 0.262516 0.258364 0.260065 0.22742 0.283536 0.278801 0.279136 0.282168 0.283365 0.270828 0.27106 0.294512 0.278798 0.27148 0.297893 0.294284 0.295109 0.293917 0.285151 0.290513 0.28803 0.284598 0.287458 0.291814 0.291244 0.29242 0.289121 0.289985
0.266153 0.234385 0.253177 0.315718 0.29099 0.233498 0.242818 0.245021 0.240144 0.232151 0.277995 0.281319 0.284341 0.288553 0.274743 0.344762 0.340607 0.223657 0.330341 0.265792 0.223657 0.274083 0.254199 0.265995 0.243484 0.243484 0.307966 0.303494 0.296203 0.296792 0.301927 0.305439 0.309592 0.344472 0.292624 0.270229 0.305305 0.303718 0.303026 0.30854 0.299398 0.210148 0.14464 0.146044 0.148528 0.147815 0.267332 0.187661 0.269675 0.192017 0.264394 0.330341 0.254094 0.313276 0.304677 0.319429 0.316545 0.306923 0.291645 0.245638 0.274737 0.272324 0.273979 0.321451 0.319371 0.327743 0.323289 0.321711 0.290943 0.317388 0.310759 0.305597 0.306276 0.302142 0.277126 0.276049 0.277919 0.266742 0.291562 1 0.3517 0.381192 0.361165 0.370869 0.315386 0.323143 0.319433 0.338962 0.311883 0.275584 0.264219 0.269934 0.292751 0.261168 0.290283 0.280202 0.276329 0.229833 0.220633 0.210148 0.14464 0.146044 0.148528 0.147815 0.309826 0.314763 0.306244 0.31691 0.315791 0.315718 0.296526 0.301117 0.293404 0.312777 0.295473 0.0921874 0.248873 0.307308 0.335443 0.33404 0.339129 0.338661 0.328312 0.275449 0.247739 0.26959 0.276231 0.286944 0.227308 0.282086 0.279945 0.276113 0.278775 0.281179 0.316583 0.306768 0.298262 0.306923 0.312162 0.321946 0.313034 0.324287 0.309011 0.308165 0.316721 0.310704 0.310718 0.311023 0.34705 0.339675 0.34128 0.343278 0.345904
0.257558 0.238389 0.236086 0.2858 0.274039 0.233937 0.232405 0.238565 0.241701 0.235699 0.270628 0.275141 0.276585 0.273945 0.277576 0.323715 0.305982 0.224037 0.305476 0.26275 0.224037 0.261111 0.257007 0.262409 0.251077 0.251077 0.306227 0.301455 0.294229 0.298622 0.302467 0.302219 0.307044 0.302292 0.277747 0.275919 0.290349 0.290264 0.289027 0.285119 0.284996 0.213176 0.153587 0.154329 0.148043 0.147519 0.260101 0.186208 0.259465 0.198796 0.254678 0.305476 0.246693 0.300168 0.283803 0.302713 0.287449 0.286453 0.286038 0.245614 0.277568 0.268078 0.26984 0.318814 0.322807 0.321646 0.318416 0.321777 0.287558 0.301205 0.289242 0.291332 0.281069 0.276145 0.278747 0.26478 0.273402 0.261415 0.28192 0.350359 1 0.32413 0.351418 0.350664 0.302661 0.294753 0.298822 0.299122 0.29877 0.270224 0.264428 0.271902 0.277056 0.266241 0.283763 0.270139 0.277129 0.233509 0.214247 0.213176 0.153587 0.154329 0.148043 0.147519 0.296537 0.300587 0.298254 0.304116 0.302568 0.2858 0.296472 0.279066 0.284757 0.292248 0.282379 0.0959157 0.255148 0.298814 0.312591 0.312762 0.304524 0.306277 0.305064 0.274335 0.254224 0.266312 0.270994 0.275818 0.215846 0.269145 0.273958 0.265268 0.268411 0.268602 0.287555 0.290455 0.288782 0.286459 0.29029 0.316932 0.293416 0.321288 0.304233 0.305657 0.29129 0.294376 0.295954 0.287476 0.32665 0.322261 0.324952 0.324712 0.323068
0.249244 0.229438 0.246536 0.293588 0.266767 0.24331 0.252301 0.251077 0.248235 0.251 0.261675 0.276185 0.270759 0.276632 0.26388 0.317644 0.32112 0.215812 0.31003 0.269721 0.215812 0.265523 0.235873 0.272302 0.229583 0.229583 0.316644 0.312566 0.312925 0.303576 0.30723 0.297082 0.301255 0.309952 0.27543 0.263953 0.28921 0.287549 0.284441 0.292137 0.293197 0.201448 0.137415 0.135587 0.13319 0.132335 0.252683 0.177644 0.25796 0.179128 0.254862 0.31003 0.246932 0.291128 0.279789 0.317027 0.287505 0.287705 0.293911 0.243447 0.273115 0.264351 0.259574 0.308454 0.308921 0.30943 0.315085 0.311052 0.298706 0.305177 0.295369 0.297742 0.292119 0.283527 0.269503 0.255733 0.273449 0.245967 0.266899 0.365357 0.326676 1 0.337662 0.347741 0.312827 0.303528 0.304923 0.307183 0.294611 0.265463 0.268332 0.27863 0.292086 0.27886 0.292502 0.265532 0.273917 0.232597 0.212049 0.201448 0.137415 0.135587 0.13319 0.132335 0.312929 0.298774 0.300633 0.302365 0.307225 0.293588 0.28418 0.278781 0.284477 0.286374 0.276103 0.0885589 0.253728 0.30109 0.316347 0.311504 0.311564 0.309832 0.307955 0.276517 0.245672 0.27332 0.258847 0.275908 0.218665 0.26344 0.267847 0.26241 0.263205 0.265688 0.287539 0.294763 0.280659 0.287705 0.286219 0.306759 0.305591 0.314532 0.303372 0.302593 0.304174 0.305408 0.299326 0.298495 0.326201 0.329569 0.336465 0.331425 0.332737
0.263115 0.248964 0.251657 0.309225 0.283011 0.245508 0.248427 0.256592 0.25646 0.249977 0.27726 0.293538 0.291381 0.285935 0.283394 0.341269 0.315404 0.224786 0.327036 0.273726 0.224786 0.282267 0.257834 0.272999 0.256261 0.256261 0.32451 0.324111 0.319443 0.31823 0.317676 0.313998 0.317118 0.30927 0.298596 0.281486 0.301513 0.298104 0.294801 0.302564 0.297421 0.21849 0.156036 0.156537 0.151614 0.152577 0.273737 0.198443 0.272152 0.197873 0.274161 0.327036 0.257373 0.304941 0.307087 0.333418 0.296477 0.309634 0.302594 0.259428 0.285163 0.281447 0.279494 0.31368 0.317319 0.318056 0.318161 0.316471 0.290572 0.314673 0.302671 0.301496 0.305021 0.297246 0.287706 0.277278 0.274504 0.270244 0.279689 0.374663 0.359482 0.350566 1 0.364476 0.306774 0.307118 0.313806 0.303846 0.307383 0.274168 0.278981 0.272172 0.294935 0.280301 0.299925 0.285071 0.285798 0.238002 0.219439 0.21849 0.156036 0.156537 0.151614 0.152577 0.313839 0.31838 0.313202 0.317039 0.313046 0.309225 0.306749 0.279814 0.302482 0.313127 0.299497 0.0991882 0.265468 0.305315 0.322762 0.322363 0.315922 0.324271 0.322235 0.283097 0.246948 0.287912 0.274231 0.296716 0.224338 0.271204 0.274907 0.26776 0.272424 0.268704 0.296673 0.314393 0.292277 0.309634 0.298422 0.316532 0.318413 0.328054 0.315615 0.316259 0.319203 0.314249 0.317104 0.307391 0.327675 0.320088 0.323269 0.325413 0.322541
0.259424 0.235493 0.244479 0.306584 0.275222 0.242513 0.248327 0.24872 0.243408 0.244167 0.268206 0.271524 0.278047 0.276205 0.277512 0.329046 0.30847 0.219873 0.319689 0.270912 0.219873 0.270293 0.250197 0.26879 0.246015 0.246015 0.31869 0.31473 0.314433 0.313524 0.308241 0.305205 0.311636 0.310815 0.281249 0.274176 0.303941 0.30443 0.304796 0.311522 0.306002 0.210764 0.147344 0.148214 0.142487 0.142792 0.267904 0.198998 0.26394 0.185605 0.25608 0.319689 0.258941 0.29846 0.299934 0.326564 0.300858 0.295137 0.300299 0.253887 0.279559 0.268551 0.273251 0.316201 0.317156 0.319975 0.320018 0.320457 0.306213 0.305846 0.306242 0.303583 0.301593 0.294797 0.269847 0.277529 0.268184 0.263925 0.270008 0.371977 0.353369 0.34937 0.365476 1 0.304047 0.291845 0.305525 0.309229 0.300331 0.285241 0.277287 0.266806 0.292332 0.266814 0.299233 0.278291 0.281096 0.240321 0.213111 0.210764 0.147344 0.148214 0.142487 0.142792 0.307468 0.307521 0.309414 0.313253 0.305676 0.306584 0.298727 0.292024 0.299989 0.301329 0.298029 0.0880153 0.260363 0.317505 0.310049 0.31983 0.312856 0.315292 0.311469 0.278956 0.246639 0.277495 0.266161 0.279542 0.215041 0.27548 0.275719 0.272778 0.273817 0.275173 0.300835 0.310798 0.288824 0.295137 0.297513 0.316272 0.307407 0.315567 0.311416 0.315981 0.310332 0.315852 0.305951 0.297959 0.321691 0.317323 0.319607 0.32044 0.320084
0.26628 0.28034 0.289909 0.37238 0.320515 0.284565 0.287708 0.293077 0.292674 0.292898 0.317378 0.336029 0.336966 0.321775 0.329771 0.382214 0.38904 0.250763 0.404803 0.30063 0.250763 0.301509 0.280266 0.299997 0.285948 0.285948 0.389391 0.392348 0.390546 0.389537 0.385232 0.353854 0.347099 0.442468 0.317787 0.304232 0.349031 0.342353 0.343658 0.350569 0.34922 0.240049 0.149997 0.150179 0.145156 0.146619 0.313962 0.209854 0.308066 0.202432 0.301093 0.404803 0.291703 0.323623 0.339056 0.368993 0.355866 0.334932 0.334484 0.287558 0.305489 0.300047 0.305324 0.366476 0.380241 0.368497 0.372318 0.371441 0.352766 0.370952 0.361359 0.359762 0.361038 0.359238 0.30301 0.30648 0.308768 0.285054 0.304215 0.322187 0.316653 0.322639 0.313801 0.31852 1 0.459196 0.453974 0.432305 0.436754 0.296668 0.322164 0.315184 0.336233 0.318181 0.329735 0.301688 0.299143 0.256298 0.237557 0.240049 0.149997 0.150179 0.145156 0.146619 0.352947 0.36635 0.352666 0.373737 0.360606 0.37238 0.336738 0.349945 0.34454 0.327286 0.327295 0.112948 0.280935 0.414833 0.387568 0.397381 0.393639 0.384065 0.382937 0.316618 0.287156 0.291591 0.294179 0.314453 0.254059 0.307264 0.304278 0.298222 0.30301 0.305872 0.355975 0.349052 0.33516 0.334939 0.343397 0.375873 0.36373 0.362145 0.346096 0.35254 0.374704 0.377698 0.367988 0.366791 0.44569 0.449986 0.456426 0.455692 0.457052
0.257762 0.260426 0.25438 0.355363 0.293116 0.272277 0.274172 0.26668 0.275216 0.269387 0.309734 0.327542 0.326122 0.31957 0.299715 0.385586 0.387101 0.226125 0.387346 0.291077 0.226125 0.293401 0.270897 0.293894 0.267095 0.267095 0.370145 0.373434 0.37017 0.369735 0.372145 0.351597 0.325147 0.446221 0.299428 0.287813 0.319375 0.3241 0.319279 0.327193 0.326024 0.2328 0.145676 0.147612 0.137044 0.138263 0.299643 0.191984 0.29623 0.192532 0.28408 0.387346 0.277489 0.310975 0.326856 0.360403 0.329298 0.32677 0.301829 0.266589 0.289044 0.288154 0.296679 0.360519 0.362036 0.361294 0.362754 0.365781 0.338288 0.350316 0.355492 0.340758 0.344031 0.339123 0.28498 0.298258 0.293702 0.268534 0.290755 0.32247 0.290719 0.307405 0.301833 0.293459 0.457653 1 0.415601 0.432902 0.434404 0.294955 0.303667 0.302455 0.322796 0.307066 0.304357 0.284059 0.285581 0.248613 0.207605 0.2328 0.145676 0.147612 0.137044 0.138263 0.358031 0.354207 0.343277 0.353014 0.348316 0.355363 0.299635 0.315628 0.313806 0.312994 0.317374 0.0977244 0.270702 0.424968 0.369647 0.368835 0.367195 0.365298 0.364393 0.306276 0.267872 0.282617 0.282057 0.298079 0.233272 0.297335 0.292288 0.290879 0.291418 0.296494 0.329355 0.32647 0.318428 0.32677 0.328537 0.359352 0.345258 0.356079 0.325029 0.347851 0.355894 0.363306 0.353816 0.33763 0.474918 0.479498 0.474629 0.4671 0.475015
0.277883 0.27309 0.266598 0.371615 0.310373 0.28543 0.289765 0.280931 0.288511 0.278468 0.318228 0.330052 0.317062 0.326589 0.317315 0.392046 0.370493 0.250077 0.390972 0.3119 0.250077 0.29023 0.27495 0.309429 0.269315 0.269315 0.380107 0.369937 0.372098 0.365446 0.367966 0.344265 0.356286 0.493887 0.33262 0.296314 0.344252 0.332212 0.339301 0.339779 0.33267 0.241583 0.148747 0.148859 0.146203 0.147227 0.293694 0.200729 0.291084 0.197277 0.285638 0.390972 0.267354 0.347467 0.326694 0.370483 0.339532 0.347806 0.321898 0.288375 0.304725 0.296689 0.298784 0.358839 0.361866 0.365746 0.366021 0.365431 0.359549 0.359344 0.364086 0.356566 0.355844 0.35895 0.287284 0.304459 0.302744 0.28374 0.302217 0.334037 0.319823 0.321024 0.32004 0.317989 0.453603 0.42968 1 0.476305 0.47727 0.306995 0.313338 0.314043 0.323859 0.314444 0.322138 0.298222 0.301742 0.259422 0.215773 0.241583 0.148747 0.148859 0.146203 0.147227 0.388257 0.373539 0.372406 0.364608 0.368979 0.371615 0.328295 0.306816 0.337773 0.330505 0.328835 0.106228 0.283751 0.428013 0.377217 0.385331 0.383539 0.388599 0.371265 0.319101 0.280487 0.305118 0.299538 0.327813 0.24283 0.309246 0.303428 0.29774 0.306134 0.30576 0.339576 0.344428 0.331219 0.347806 0.335525 0.365246 0.350831 0.348214 0.351775 0.347116 0.356179 0.368877 0.362401 0.357882 0.48152 0.476871 0.475388 0.471543 0.478176
0.250275 0.267267 0.278702 0.376237 0.311149 0.283054 0.280793 0.292281 0.286281 0.285401 0.321875 0.320608 0.314206 0.314575 0.302499 0.391555 0.380362 0.223327 0.388379 0.301471 0.223327 0.288203 0.272431 0.302024 0.269803 0.269803 0.362605 0.360995 0.365828 0.358455 0.361946 0.323795 0.344904 0.833882 0.317493 0.29126 0.34521 0.326435 0.335734 0.3459 0.332545 0.227538 0.143218 0.145003 0.140748 0.143137 0.297997 0.201509 0.296489 0.200165 0.28457 0.388379 0.275058 0.333223 0.335736 0.362277 0.335594 0.339034 0.317979 0.275213 0.293418 0.288175 0.280644 0.374151 0.370212 0.369885 0.368613 0.370233 0.344097 0.357178 0.356811 0.347471 0.344436 0.368965 0.292229 0.298504 0.298296 0.281808 0.291258 0.339114 0.311355 0.316453 0.309599 0.319385 0.434669 0.44207 0.480048 1 0.437721 0.298364 0.293532 0.307657 0.325367 0.310053 0.319932 0.28322 0.285241 0.260314 0.219237 0.227538 0.143218 0.145003 0.140748 0.143137 0.367393 0.37915 0.36076 0.361701 0.360921 0.376237 0.332071 0.316503 0.31816 0.319326 0.320292 0.0947063 0.270359 0.40753 0.371991 0.372932 0.371333 0.378536 0.355358 0.30806 0.275313 0.286788 0.290652 0.313735 0.226046 0.29685 0.290255 0.290129 0.288571 0.288286 0.335543 0.339783 0.327096 0.339041 0.335868 0.370861 0.342408 0.350951 0.336319 0.330701 0.365059 0.369575 0.355337 0.342515 0.479002 0.468851 0.468075 0.47189 0.469562
0.267701 0.265257 0.28077 0.365124 0.300191 0.285868 0.287485 0.298832 0.291774 0.292241 0.326318 0.334357 0.319735 0.333949 0.322917 0.398108 0.395714 0.241792 0.390227 0.303731 0.241792 0.30691 0.285225 0.305806 0.287426 0.287426 0.366215 0.364847 0.367211 0.360705 0.364019 0.360437 0.347181 0.45503 0.336733 0.303361 0.344257 0.334247 0.342593 0.344682 0.335274 0.239518 0.151728 0.15196 0.146976 0.149595 0.298845 0.20331 0.302705 0.207405 0.28963 0.390227 0.274022 0.342579 0.335046 0.354808 0.336281 0.34335 0.325934 0.291902 0.307382 0.299544 0.296789 0.366352 0.375104 0.370954 0.373112 0.37374 0.345972 0.359025 0.36107 0.350934 0.342723 0.349534 0.290779 0.30298 0.296083 0.280696 0.309634 0.328183 0.317253 0.315499 0.316062 0.312552 0.435715 0.443133 0.481672 0.440796 1 0.302112 0.305154 0.310708 0.324551 0.312924 0.324665 0.296232 0.303552 0.255776 0.226779 0.239518 0.151728 0.15196 0.146976 0.149595 0.358313 0.375211 0.369276 0.360243 0.355763 0.365124 0.320458 0.321605 0.343585 0.331434 0.333362 0.105447 0.285513 0.398531 0.373247 0.38348 0.377824 0.380959 0.365255 0.325391 0.278122 0.303318 0.298344 0.337138 0.241516 0.311816 0.309589 0.309231 0.31026 0.311104 0.336351 0.350955 0.328678 0.343344 0.335924 0.379993 0.373655 0.355567 0.348435 0.363238 0.364841 0.387549 0.357104 0.36113 0.476419 0.46453 0.458011 0.459906 0.462163
0.227167 0.233377 0.227174 0.276127 0.244195 0.235313 0.241695 0.238973 0.230717 0.230608 0.248137 0.252785 0.246145 0.252018 0.255518 0.293928 0.285329 0.211209 0.281459 0.26927 0.211209 0.250704 0.214161 0.264762 0.228716 0.228716 0.290945 0.29136 0.287812 0.287573 0.28639 0.277343 0.288648 0.275633 0.256584 0.291807 0.28273 0.2859 0.281168 0.290359 0.285373 0.203196 0.132661 0.134304 0.134047 0.13721 0.251837 0.163248 0.252799 0.165419 0.247128 0.281459 0.232478 0.262626 0.25455 0.27851 0.272511 0.276317 0.276787 0.263069 0.296677 0.294884 0.2972 0.284727 0.28414 0.286411 0.282904 0.286668 0.269741 0.277871 0.270756 0.277104 0.275972 0.26992 0.248319 0.242703 0.257702 0.247425 0.271599 0.255801 0.256616 0.250554 0.25168 0.253828 0.265697 0.269699 0.267218 0.267052 0.263281 1 0.304809 0.304419 0.310661 0.298299 0.277011 0.297605 0.29391 0.229629 0.192263 0.203196 0.132661 0.134304 0.134047 0.13721 0.275235 0.273477 0.274266 0.271935 0.278694 0.276127 0.267207 0.243793 0.255178 0.259058 0.255883 0.0906762 0.241209 0.268481 0.28861 0.28566 0.286885 0.292128 0.281838 0.274578 0.217991 0.248289 0.252423 0.256716 0.195254 0.268668 0.269726 0.268437 0.268544 0.270252 0.272571 0.269699 0.266566 0.276323 0.270936 0.280895 0.286853 0.277913 0.291019 0.280712 0.288442 0.283097 0.288389 0.280004 0.281241 0.287511 0.283328 0.278314 0.283333
0.222359 0.229977 0.223452 0.285823 0.242528 0.260393 0.264106 0.262129 0.266541 0.269007 0.262886 0.256682 0.246868 0.248726 0.260392 0.286876 0.285439 0.202612 0.290499 0.265238 0.202612 0.250528 0.234173 0.258577 0.231862 0.231862 0.285933 0.291628 0.297206 0.290703 0.297904 0.280697 0.271282 0.267635 0.258455 0.271903 0.270973 0.271367 0.278231 0.273698 0.269666 0.181927 0.10649 0.105216 0.108314 0.110127 0.240559 0.15894 0.240621 0.166429 0.230493 0.290499 0.218954 0.260981 0.263126 0.283674 0.268148 0.250345 0.268673 0.262089 0.274881 0.271784 0.269964 0.282223 0.280836 0.278423 0.27794 0.280432 0.287495 0.285823 0.286392 0.284613 0.28245 0.274448 0.249278 0.265566 0.248103 0.244845 0.256734 0.239126 0.242644 0.246171 0.246828 0.246277 0.277354 0.268976 0.270322 0.258858 0.267202 0.303043 1 0.301725 0.322024 0.317282 0.263722 0.265671 0.27259 0.232368 0.185041 0.181927 0.10649 0.105216 0.108314 0.110127 0.282661 0.280589 0.28136 0.274833 0.284752 0.285823 0.253151 0.227745 0.252466 0.251806 0.255438 0.0888743 0.230863 0.255109 0.270795 0.273685 0.267025 0.276029 0.287454 0.247885 0.221194 0.239661 0.241734 0.259959 0.214962 0.266305 0.259385 0.255588 0.261004 0.262819 0.26819 0.252671 0.269143 0.250345 0.265535 0.281182 0.274713 0.285583 0.272358 0.280944 0.269338 0.277133 0.266471 0.27124 0.279676 0.2826 0.284001 0.281528 0.285431
0.225158 0.233384 0.231358 0.289475 0.268581 0.249867 0.248706 0.246817 0.251477 0.247036 0.242637 0.264259 0.263062 0.250261 0.256694 0.295912 0.288616 0.220333 0.295094 0.267396 0.220333 0.244248 0.234334 0.264282 0.233873 0.233873 0.288541 0.296631 0.290639 0.28907 0.295555 0.287393 0.275196 0.2858 0.263255 0.256259 0.28441 0.282832 0.28659 0.288974 0.285684 0.204589 0.134567 0.133247 0.134369 0.136407 0.257654 0.169861 0.254645 0.165643 0.246154 0.295094 0.236497 0.274022 0.268955 0.284605 0.274775 0.270452 0.28249 0.262188 0.258955 0.255 0.263179 0.283648 0.286443 0.278996 0.282521 0.285393 0.273878 0.279377 0.272747 0.270604 0.273998 0.273447 0.256689 0.261673 0.249829 0.253954 0.277193 0.25425 0.254461 0.265755 0.251071 0.244854 0.284698 0.283727 0.286853 0.276919 0.281709 0.307996 0.306913 1 0.326636 0.328558 0.281931 0.252897 0.255746 0.236591 0.199564 0.204589 0.134567 0.133247 0.134369 0.136407 0.282155 0.296681 0.282312 0.289182 0.290105 0.289475 0.257673 0.249369 0.254893 0.258269 0.258084 0.0902239 0.239886 0.287468 0.303881 0.305939 0.299348 0.294902 0.301873 0.272682 0.23562 0.251105 0.253213 0.265625 0.212106 0.27015 0.270818 0.269994 0.269868 0.270909 0.274734 0.27103 0.276264 0.270452 0.274901 0.283456 0.272681 0.284317 0.277337 0.289102 0.283724 0.294901 0.28929 0.282718 0.302941 0.305766 0.304961 0.302376 0.30341
0.242183 0.238636 0.233751 0.30468 0.252103 0.254174 0.25692 0.268724 0.262113 0.255485 0.26928 0.274256 0.25365 0.261545 0.256972 0.323248 0.318325 0.206507 0.314295 0.27365 0.206507 0.27374 0.246491 0.283619 0.247028 0.247028 0.324556 0.327544 0.328088 0.325922 0.326452 0.30713 0.286164 0.30443 0.270615 0.270535 0.291744 0.293317 0.297557 0.296388 0.292701 0.1968 0.117745 0.118164 0.118349 0.119674 0.272567 0.160422 0.270193 0.171978 0.259309 0.314295 0.226305 0.295903 0.281351 0.313744 0.279757 0.283724 0.300392 0.271167 0.268728 0.263854 0.268534 0.310227 0.312335 0.315394 0.307518 0.317909 0.287195 0.305384 0.291597 0.301365 0.292882 0.307166 0.253767 0.25821 0.254075 0.263418 0.27234 0.283911 0.26468 0.280625 0.275137 0.26786 0.299774 0.296268 0.2977 0.293686 0.29185 0.318286 0.326315 0.328245 1 0.353764 0.300846 0.267464 0.269537 0.236088 0.194884 0.1968 0.117745 0.118164 0.118349 0.119674 0.319193 0.311187 0.308465 0.311716 0.320546 0.30468 0.271842 0.24642 0.259977 0.266752 0.260147 0.0996509 0.248273 0.302858 0.313611 0.32361 0.313665 0.314475 0.317513 0.275832 0.232264 0.260325 0.269245 0.274399 0.219956 0.271491 0.272291 0.272373 0.271763 0.277232 0.279704 0.268222 0.279597 0.283724 0.277852 0.311244 0.299837 0.298582 0.285342 0.310981 0.296341 0.30637 0.291606 0.297859 0.324763 0.320713 0.326448 0.320268 0.320116
0.229479 0.237079 0.232436 0.278819 0.254868 0.261034 0.267911 0.273172 0.270956 0.267851 0.260862 0.264652 0.261046 0.254285 0.257016 0.294489 0.291374 0.203142 0.290768 0.259641 0.203142 0.268192 0.226077 0.268829 0.23713 0.23713 0.300597 0.299737 0.301076 0.298359 0.291584 0.283462 0.282394 0.290196 0.260486 0.275407 0.285744 0.287986 0.285826 0.288917 0.279759 0.202913 0.13109 0.128886 0.119442 0.120325 0.278008 0.164497 0.268495 0.171309 0.268095 0.290768 0.229295 0.272342 0.27617 0.302244 0.272472 0.279046 0.276898 0.272622 0.276373 0.271584 0.280864 0.284678 0.292607 0.2884 0.286706 0.292314 0.269797 0.279095 0.266537 0.277445 0.262181 0.274306 0.248073 0.260536 0.263316 0.257975 0.259476 0.248029 0.255066 0.263977 0.260875 0.251085 0.28425 0.282602 0.28051 0.281042 0.270898 0.30495 0.328429 0.334197 0.351623 1 0.275802 0.27196 0.277341 0.25106 0.187629 0.202913 0.13109 0.128886 0.119442 0.120325 0.286246 0.289081 0.279292 0.276676 0.291599 0.278819 0.245443 0.237805 0.246771 0.260156 0.255496 0.0927794 0.24611 0.278179 0.294153 0.288356 0.283043 0.284621 0.276856 0.271392 0.228839 0.251118 0.260944 0.259128 0.216077 0.257378 0.258545 0.261224 0.257646 0.256221 0.272557 0.274746 0.283704 0.279046 0.274038 0.290185 0.285935 0.291628 0.283379 0.286941 0.283821 0.281262 0.284102 0.286347 0.29412 0.28895 0.294731 0.293766 0.294566
