C1905d2TS003_1 C1905d2TS010_1 C1905d2TS010_2 C1905d2TS010_3 C1905d2TS010_4 C1905d2TS010_5 C1905d2TS049_1 C1905d2TS049_2 C1905d2TS049_3 C1905d2TS049_4 C1905d2TS049_5 C1905d2TS067_1 C1905d2TS067_2 C1905d2TS067_3 C1905d2TS067_4 C1905d2TS067_5 C1905d2TS103_1 C1905d2TS121_1 C1905d2TS121_2 C1905d2TS123_1 C1905d2TS123_2 C1905d2TS123_3 C1905d2TS123_4 C1905d2TS123_5 C1905d2TS131_1 C1905d2TS131_2 C1905d2TS131_3 C1905d2TS131_4 C1905d2TS131_5 C1905d2TS210_1 C1905d2TS210_2 C1905d2TS210_3 C1905d2TS210_4 C1905d2TS210_5 C1905d2TS215_1 C1905d2TS215_2 C1905d2TS215_3 C1905d2TS215_4 C1905d2TS215_5 C1905d2TS228_1 C1905d2TS228_2 C1905d2TS228_3 C1905d2TS228_4 C1905d2TS228_5 C1905d2TS240_1 C1905d2TS240_2 C1905d2TS240_3 C1905d2TS240_4 C1905d2TS240_5 C1905d2TS258_1 C1905d2TS258_2 C1905d2TS258_3 C1905d2TS258_4 C1905d2TS258_5 C1905d2TS273_1 C1905d2TS273_2 C1905d2TS273_3 C1905d2TS273_4 C1905d2TS273_5 C1905d2TS345_1 C1905d2TS345_2 C1905d2TS345_3 C1905d2TS345_4 C1905d2TS345_5 C1905d2TS346_1 C1905d2TS347_1 C1905d2TS347_2 C1905d2TS347_3 C1905d2TS405_1 C1905d2TS405_2 C1905d2TS405_3 C1905d2TS405_4 C1905d2TS405_5 C1905d2TS432_1 C1905d2TS438_1 C1905d2TS438_2 C1905d2TS438_3 C1905d2TS438_4 C1905d2TS438_5
0.253183 0.324377 0.319426 0.305637 0.359087 0.32921 0.163923 0.132951 0.122943 0.13924 0.131233 0.257607 0.257607 0.257607 0.266696 0.266696 0.276269 0.264806 0.249546 0.289601 0.273464 0.273464 0.280796 0.273269 0.350313 0.34939 0.36042 0.34075 0.361525 0.369819 0.387065 1 0.357422 0.367965 0.339453 0.329829 0.315964 0.332842 0.347008 0.40843 0.405376 0.402731 0.409267 0.443493 0.372431 0.396383 0.383017 0.441867 0.363844 0.385181 0.402538 0.383539 0.403521 0.407186 0.351105 0.349015 0.349615 0.347355 0.355258 0.343899 0.337811 0.316219 0.37141 0.324683 0.197639 0.27982 0.282713 0.266014 0.369819 0.387065 0.357422 0.367965 0.373153 0.341698 0.415842 0.422473 0.416915 0.4092 0.40709
0.251755 0.323761 0.310457 0.309134 0.30576 0.310457 0.152232 0.13959 0.123779 0.135289 0.119264 0.25545 0.25545 0.25545 0.254077 0.254077 0.269215 0.237781 0.232917 0.277936 0.266785 0.266785 0.281729 0.27492 0.336182 0.331087 0.342443 0.330047 0.342589 0.383943 0.457517 0.349984 1 0.476772 0.304925 0.348528 0.303735 0.300977 0.337324 0.319333 0.322708 0.331572 0.320931 0.337214 0.336942 0.33434 0.336192 0.341196 0.346868 0.337564 0.357334 0.360401 0.348376 0.312044 0.340273 0.344252 0.340787 0.346517 0.342116 0.317892 0.294111 0.292611 0.295249 0.307267 0.20262 0.256929 0.265818 0.256027 0.383943 0.457517 1 0.476772 0.445753 0.304576 0.340534 0.339143 0.34085 0.345837 0.344562
0.250088 0.319023 0.30213 0.309541 0.312841 0.316858 0.156057 0.141168 0.115989 0.134391 0.129789 0.258025 0.258025 0.258025 0.242254 0.242254 0.263196 0.250686 0.243588 0.277527 0.268726 0.268726 0.281069 0.278986 0.346645 0.321087 0.357924 0.330614 0.349699 0.415178 0.507214 0.368161 0.480636 1 0.303644 0.345632 0.29857 0.297359 0.335786 0.315562 0.316855 0.323686 0.31349 0.345489 0.340554 0.330941 0.35414 0.343725 0.333928 0.337838 0.362908 0.341655 0.350664 0.317599 0.353682 0.351421 0.353823 0.351147 0.355938 0.315632 0.26797 0.299348 0.28297 0.311316 0.18579 0.272992 0.268963 0.24582 0.415178 0.507214 0.480636 1 0.451936 0.290173 0.350212 0.357339 0.353461 0.35226 0.354165
0.273798 0.337553 0.320426 0.330191 0.353622 0.309435 0.185356 0.161708 0.161444 0.159343 0.1552 0.280324 0.280324 0.280324 0.270594 0.270594 0.298723 0.267642 0.264959 0.301675 0.288508 0.288508 0.295661 0.318331 0.379077 0.364751 0.376309 0.364914 0.385653 0.383349 0.377539 0.373829 0.350452 0.342839 1 0.434346 0.374844 0.379753 0.39523 0.350183 0.348384 0.346903 0.351835 0.343046 0.342497 0.335351 0.381249 0.352982 0.357189 0.431829 0.376614 0.402745 0.362708 0.369877 0.351839 0.354969 0.35493 0.355222 0.360239 0.362096 0.302415 0.332256 0.3271 0.340694 0.213554 0.277131 0.279884 0.276575 0.383349 0.377539 0.350452 0.342839 0.391962 0.346965 0.351884 0.353451 0.348298 0.351269 0.349954
0.242762 0.335615 0.316118 0.318498 0.302951 0.310507 0.148604 0.143503 0.13321 0.149695 0.126093 0.242579 0.242579 0.242579 0.244804 0.244804 0.254677 0.246918 0.226424 0.268314 0.250355 0.250355 0.261927 0.287802 0.348675 0.333728 0.356574 0.352544 0.352735 0.387385 0.381135 0.334275 0.364332 0.349791 0.387231 1 0.370675 0.366031 0.386983 0.316316 0.316189 0.315223 0.31952 0.31666 0.329858 0.307067 0.337708 0.305302 0.342261 0.365199 0.381609 0.367308 0.348045 0.330427 0.344829 0.347738 0.346418 0.343739 0.346906 0.324798 0.281421 0.31006 0.305568 0.324738 0.191898 0.260832 0.254175 0.255084 0.387385 0.381135 0.364332 0.349791 0.373224 0.310815 0.360575 0.355888 0.349775 0.359556 0.34842
0.281945 0.340739 0.332531 0.345532 0.315617 0.345544 0.179633 0.163816 0.166424 0.167722 0.152388 0.285307 0.285307 0.285307 0.272536 0.272536 0.303417 0.281797 0.25349 0.306407 0.260909 0.260909 0.300051 0.315366 0.3701 0.358798 0.378392 0.360801 0.378823 0.370089 0.358731 0.359463 0.341532 0.339028 0.378623 0.413016 1 0.403076 0.373567 0.314218 0.313701 0.314237 0.312728 0.312424 0.330419 0.32528 0.330548 0.350931 0.342088 0.365937 0.390126 0.359335 0.368154 0.361352 0.331196 0.332361 0.334911 0.328905 0.338735 0.332866 0.324324 0.338642 0.315928 0.335138 0.221848 0.287556 0.293449 0.263787 0.370089 0.358731 0.341532 0.339028 0.345806 0.324561 0.393682 0.389216 0.386964 0.393451 0.384531
0.264815 0.299726 0.28309 0.309376 0.297201 0.281243 0.158399 0.144105 0.130624 0.134572 0.126682 0.242675 0.242675 0.242675 0.253626 0.253626 0.254278 0.236385 0.229537 0.256467 0.257686 0.257686 0.269376 0.27292 0.341071 0.332152 0.334817 0.324244 0.351659 0.323471 0.321415 0.34042 0.299861 0.298002 0.338553 0.366368 0.364907 1 0.32924 0.283647 0.283624 0.287199 0.285754 0.297371 0.316884 0.29199 0.323374 0.326317 0.315837 0.352861 0.364474 0.348549 0.352661 0.351333 0.294141 0.282456 0.29659 0.273699 0.297376 0.303497 0.297725 0.304335 0.329124 0.303921 0.192337 0.281485 0.278613 0.242284 0.323471 0.321415 0.299861 0.298002 0.302744 0.320916 0.350538 0.354629 0.349073 0.353222 0.345872
0.265769 0.328089 0.30812 0.319856 0.319208 0.302649 0.18008 0.155509 0.141075 0.156083 0.141689 0.268752 0.268752 0.268752 0.267578 0.267578 0.289822 0.275614 0.276238 0.312191 0.285476 0.285476 0.318003 0.312805 0.346547 0.34275 0.355686 0.348568 0.347112 0.385866 0.371013 0.382758 0.372449 0.382617 0.397387 0.423741 0.371737 0.360667 1 0.345712 0.349831 0.349055 0.345667 0.371863 0.373073 0.351752 0.3975 0.371856 0.383194 0.402533 0.437646 0.371904 0.3993 0.374437 0.363295 0.367483 0.368013 0.359247 0.367352 0.356657 0.349503 0.341748 0.353427 0.350642 0.204242 0.293569 0.290187 0.277794 0.385866 0.371013 0.372449 0.382617 0.368859 0.365105 0.402854 0.399672 0.396104 0.402452 0.39193
0.27535 0.319563 0.314539 0.311807 0.344517 0.328721 0.186085 0.152722 0.160438 0.167922 0.144916 0.291251 0.291251 0.291251 0.285457 0.285457 0.276779 0.265743 0.257103 0.31146 0.308539 0.308539 0.28171 0.279118 0.37484 0.354962 0.373378 0.361855 0.370504 0.360794 0.361886 0.454199 0.344657 0.349319 0.348298 0.348114 0.302952 0.312143 0.343561 1 0.929951 0.809706 0.925636 0.589112 0.383584 0.379556 0.374691 0.392734 0.383759 0.376853 0.38029 0.358111 0.348026 0.355221 0.361559 0.360714 0.35721 0.355627 0.36612 0.340463 0.338671 0.325404 0.353198 0.331265 0.20174 0.296577 0.296661 0.281473 0.360794 0.361886 0.344657 0.349319 0.361583 0.335694 0.381228 0.378581 0.373506 0.372346 0.370047
0.277336 0.321063 0.318267 0.316769 0.349357 0.331521 0.187976 0.15516 0.162702 0.169538 0.145277 0.293446 0.293446 0.293446 0.284469 0.284469 0.279173 0.269212 0.25785 0.310441 0.312102 0.312102 0.283629 0.28364 0.372947 0.354945 0.37659 0.361365 0.373473 0.363894 0.370024 0.455551 0.354656 0.354786 0.349494 0.352506 0.30914 0.315055 0.352039 0.931409 1 0.857015 0.899785 0.592394 0.384381 0.386078 0.380426 0.400198 0.394303 0.382404 0.383762 0.365785 0.354679 0.362056 0.366334 0.362408 0.362576 0.354948 0.370706 0.341097 0.342105 0.327372 0.355222 0.334617 0.204171 0.297051 0.298445 0.283052 0.363894 0.370024 0.354656 0.354786 0.367564 0.340358 0.38497 0.380933 0.376434 0.375084 0.371881
0.288207 0.325015 0.321427 0.321327 0.356662 0.332202 0.188354 0.159306 0.169271 0.174418 0.153137 0.29573 0.29573 0.29573 0.289629 0.289629 0.285174 0.269505 0.26063 0.314237 0.314866 0.314866 0.293208 0.284672 0.371748 0.358682 0.376359 0.369313 0.378492 0.36404 0.379053 0.456354 0.365227 0.360796 0.351954 0.358502 0.315063 0.321292 0.360035 0.813493 0.855078 1 0.811567 0.595438 0.387383 0.394335 0.39352 0.413737 0.400318 0.390869 0.38714 0.378586 0.365728 0.372182 0.368636 0.363403 0.366177 0.35392 0.373452 0.345808 0.349971 0.329247 0.360813 0.341787 0.213065 0.29554 0.296684 0.29294 0.36404 0.379053 0.365227 0.360796 0.369357 0.344841 0.392794 0.385642 0.382393 0.382218 0.376527
0.271735 0.31699 0.310962 0.30975 0.344888 0.325259 0.184506 0.145965 0.159061 0.165629 0.140695 0.29046 0.29046 0.29046 0.284761 0.284761 0.274269 0.262913 0.251507 0.306289 0.306235 0.306235 0.280672 0.275919 0.372325 0.35676 0.373654 0.360964 0.369335 0.358616 0.358338 0.449544 0.341824 0.346845 0.345571 0.348322 0.297408 0.307712 0.342293 0.922993 0.893844 0.804647 1 0.589707 0.382821 0.379566 0.374939 0.389912 0.382489 0.379386 0.380986 0.361025 0.351206 0.354019 0.363116 0.360202 0.360155 0.353473 0.368236 0.342611 0.33644 0.324311 0.353535 0.327944 0.200768 0.29332 0.293805 0.281037 0.358616 0.358338 0.341824 0.346845 0.36076 0.333986 0.379513 0.376424 0.374527 0.372895 0.370266
0.266178 0.306166 0.297794 0.308712 0.324882 0.304984 0.17747 0.138155 0.140219 0.152641 0.125266 0.274978 0.274978 0.274978 0.262529 0.262529 0.262129 0.242509 0.235601 0.284162 0.292063 0.292063 0.267294 0.272075 0.352913 0.340775 0.362893 0.351975 0.364624 0.35335 0.381681 0.466987 0.347604 0.360532 0.33491 0.338267 0.287281 0.320836 0.340462 0.573562 0.569165 0.571571 0.577799 1 0.38776 0.363149 0.391293 0.410609 0.369476 0.36848 0.382963 0.367841 0.359051 0.366754 0.355324 0.35883 0.35468 0.352853 0.359785 0.329777 0.32564 0.319196 0.342074 0.324291 0.198513 0.294526 0.287308 0.275442 0.35335 0.381681 0.347604 0.360532 0.381715 0.340817 0.391301 0.386772 0.375097 0.380113 0.376464
0.284693 0.320059 0.302338 0.325351 0.334634 0.320596 0.192491 0.168265 0.147848 0.161198 0.148722 0.263804 0.263804 0.263804 0.253051 0.253051 0.268001 0.260858 0.271779 0.304811 0.290752 0.290752 0.307673 0.305882 0.393632 0.376316 0.384203 0.353659 0.38358 0.364019 0.378832 0.389208 0.368728 0.366888 0.332962 0.356325 0.308372 0.34474 0.372858 0.367693 0.366115 0.371881 0.367898 0.390486 1 0.415532 0.48455 0.41452 0.492751 0.364505 0.375273 0.385102 0.367955 0.347048 0.360414 0.361914 0.359277 0.355348 0.358131 0.353524 0.32017 0.321913 0.334378 0.326545 0.194178 0.289619 0.295809 0.277459 0.364019 0.378832 0.368728 0.366888 0.379744 0.329151 0.381113 0.390805 0.383534 0.3806 0.382136
0.281372 0.31931 0.286298 0.305778 0.326336 0.301902 0.181657 0.150041 0.138373 0.150941 0.14394 0.265878 0.265878 0.265878 0.26982 0.26982 0.256414 0.265002 0.249473 0.28913 0.293269 0.293269 0.298271 0.280426 0.34572 0.334069 0.330241 0.337584 0.337748 0.341359 0.362226 0.404283 0.350533 0.336983 0.319151 0.323362 0.298099 0.312226 0.3337 0.360519 0.361726 0.364923 0.362307 0.355923 0.389058 1 0.41274 0.396205 0.40047 0.354326 0.339035 0.340411 0.311997 0.328646 0.326115 0.326039 0.322837 0.322692 0.328381 0.320876 0.304555 0.299272 0.326072 0.310842 0.189759 0.279898 0.280592 0.270777 0.341359 0.362226 0.350533 0.336983 0.359488 0.305372 0.353701 0.356675 0.349708 0.351007 0.352002
0.290034 0.332146 0.328765 0.343028 0.370255 0.330642 0.198848 0.161401 0.162158 0.173979 0.167244 0.299248 0.299248 0.299248 0.287953 0.287953 0.299776 0.28509 0.292238 0.31397 0.293674 0.293674 0.32328 0.313683 0.396433 0.380416 0.393554 0.37949 0.402556 0.391727 0.403997 0.421595 0.372387 0.395526 0.38252 0.3685 0.321812 0.36975 0.405062 0.388331 0.389316 0.398546 0.389679 0.410287 0.50221 0.452437 1 0.453121 0.515905 0.388626 0.399523 0.41732 0.389015 0.380873 0.371835 0.3767 0.372585 0.368733 0.375503 0.351587 0.331519 0.350626 0.344335 0.357023 0.225364 0.304121 0.299598 0.285797 0.391727 0.403997 0.372387 0.395526 0.411019 0.360453 0.401223 0.407607 0.397267 0.39436 0.394358
0.277342 0.330739 0.324232 0.326538 0.350462 0.324808 0.18756 0.158208 0.143212 0.155318 0.156459 0.283144 0.283144 0.283144 0.283489 0.283489 0.290244 0.258082 0.264453 0.29962 0.278232 0.278232 0.303492 0.290726 0.366289 0.348416 0.3562 0.339262 0.343894 0.366258 0.39068 0.461496 0.361697 0.366647 0.344833 0.323786 0.318658 0.338092 0.361363 0.394761 0.395747 0.402933 0.394516 0.420753 0.409185 0.409712 0.425769 1 0.398034 0.388917 0.391459 0.373344 0.375608 0.399261 0.349203 0.350661 0.348513 0.342823 0.354 0.364384 0.331443 0.312849 0.350633 0.342494 0.203742 0.279589 0.285749 0.278662 0.366258 0.39068 0.361697 0.366647 0.382851 0.342374 0.401447 0.410731 0.401474 0.396923 0.398769
0.281626 0.339712 0.311793 0.322279 0.333514 0.333776 0.196333 0.162623 0.154663 0.159321 0.146357 0.275563 0.275563 0.275563 0.270025 0.270025 0.27847 0.267479 0.275942 0.295954 0.287903 0.287903 0.299714 0.304574 0.401451 0.394487 0.393026 0.378138 0.394749 0.350456 0.379663 0.387667 0.372672 0.365926 0.345783 0.363234 0.323848 0.343821 0.373791 0.363526 0.367998 0.367465 0.36631 0.368535 0.479675 0.417793 0.493737 0.398712 1 0.380811 0.364633 0.388078 0.373311 0.362734 0.334297 0.337202 0.33201 0.328312 0.341628 0.34915 0.328631 0.33989 0.335787 0.346627 0.214439 0.283047 0.285655 0.273534 0.350456 0.379663 0.372672 0.365926 0.373924 0.327589 0.371553 0.375221 0.368986 0.371093 0.364314
0.277264 0.338896 0.345905 0.341099 0.379652 0.322629 0.177725 0.143618 0.140279 0.148371 0.150855 0.260452 0.260452 0.260452 0.255842 0.255842 0.263735 0.269365 0.249067 0.304127 0.275993 0.275993 0.286757 0.289769 0.390117 0.360713 0.379067 0.361 0.390824 0.379233 0.373116 0.401444 0.357851 0.359074 0.405243 0.393137 0.336168 0.376284 0.374345 0.358297 0.356984 0.360588 0.362498 0.372592 0.367363 0.359855 0.390916 0.377699 0.373268 1 0.455644 0.481964 0.433906 0.389709 0.389411 0.390158 0.387752 0.382772 0.389812 0.365096 0.337013 0.34233 0.347609 0.339353 0.203693 0.267362 0.27078 0.265325 0.379233 0.373116 0.357851 0.359074 0.382349 0.350243 0.406113 0.415448 0.406094 0.406774 0.406617
0.261273 0.335599 0.329066 0.340436 0.321817 0.323349 0.156387 0.142505 0.135764 0.147388 0.134343 0.256842 0.256842 0.256842 0.256229 0.256229 0.277912 0.25649 0.240187 0.298983 0.286006 0.286006 0.280195 0.313453 0.339207 0.329744 0.33573 0.316725 0.34808 0.381141 0.382841 0.406466 0.364068 0.366938 0.350125 0.38327 0.345028 0.375609 0.40208 0.346219 0.345947 0.350303 0.350847 0.370658 0.355567 0.341127 0.369619 0.376563 0.345145 0.445525 1 0.408715 0.426342 0.419387 0.358778 0.358435 0.360791 0.351423 0.36039 0.345956 0.347858 0.338468 0.346626 0.316949 0.208171 0.285798 0.292133 0.249952 0.381141 0.382841 0.364068 0.366938 0.367709 0.384085 0.398617 0.400021 0.393399 0.394174 0.390412
0.273334 0.338618 0.334758 0.3387 0.38096 0.336942 0.168037 0.159369 0.146199 0.156307 0.135277 0.260544 0.260544 0.260544 0.273003 0.273003 0.276178 0.255628 0.250883 0.295886 0.270376 0.270376 0.284629 0.286393 0.38641 0.366467 0.381484 0.373347 0.399307 0.360882 0.367275 0.405612 0.377968 0.362046 0.378615 0.384587 0.33653 0.36149 0.361923 0.344783 0.347416 0.354282 0.348773 0.365415 0.36419 0.356052 0.381911 0.351727 0.376081 0.457112 0.408257 1 0.42031 0.381107 0.375735 0.373191 0.372507 0.366461 0.374013 0.344103 0.322942 0.327235 0.313692 0.325407 0.206271 0.26261 0.2722 0.274362 0.360882 0.367275 0.377968 0.362046 0.376947 0.341888 0.393809 0.39108 0.39481 0.392318 0.380681
0.257732 0.330767 0.317983 0.315875 0.325331 0.333605 0.158168 0.143457 0.119594 0.143388 0.123675 0.248423 0.248423 0.248423 0.244137 0.244137 0.267851 0.26188 0.241858 0.289703 0.255246 0.255246 0.290517 0.270495 0.34107 0.329884 0.347362 0.326779 0.343767 0.370013 0.375794 0.402074 0.376886 0.363416 0.330777 0.359492 0.332212 0.351277 0.363017 0.323233 0.324609 0.329311 0.327192 0.351112 0.34187 0.306389 0.358826 0.359626 0.348445 0.432437 0.437445 0.420216 1 0.403854 0.378875 0.379228 0.378176 0.364989 0.381551 0.344617 0.308863 0.312852 0.323281 0.314455 0.201259 0.266708 0.263742 0.264623 0.370013 0.375794 0.376886 0.363416 0.375788 0.334724 0.40734 0.409598 0.404179 0.404293 0.397369
0.280911 0.319677 0.309527 0.317453 0.320674 0.318504 0.181467 0.156532 0.14982 0.151835 0.151488 0.26663 0.26663 0.26663 0.263753 0.263753 0.276072 0.271804 0.241474 0.289469 0.2958 0.2958 0.284654 0.292193 0.353275 0.342487 0.352955 0.335058 0.359422 0.356856 0.35232 0.417612 0.334052 0.331885 0.34771 0.341932 0.329805 0.367746 0.348726 0.332059 0.33118 0.332428 0.332309 0.348103 0.331786 0.334767 0.359822 0.374469 0.345852 0.386131 0.432019 0.383612 0.415523 1 0.359529 0.358734 0.357814 0.351513 0.360756 0.328393 0.311114 0.309695 0.32954 0.311513 0.213025 0.283178 0.292819 0.268012 0.356856 0.35232 0.334052 0.331885 0.356617 0.362943 0.38783 0.391851 0.38979 0.388911 0.383677
0.248046 0.323234 0.309528 0.323549 0.333197 0.310081 0.152301 0.138965 0.140662 0.149689 0.12453 0.247302 0.247302 0.247302 0.245909 0.245909 0.255548 0.22658 0.234032 0.275531 0.247283 0.247283 0.265981 0.256884 0.356766 0.327168 0.351779 0.341373 0.345784 0.368304 0.342224 0.347689 0.337987 0.345182 0.306826 0.336728 0.278473 0.29008 0.324799 0.312766 0.312162 0.312218 0.314306 0.325551 0.323278 0.309169 0.327314 0.317061 0.311071 0.366314 0.354616 0.359959 0.360375 0.333571 1 0.857656 0.909008 0.789442 0.91345 0.301834 0.264365 0.307069 0.292342 0.286687 0.186307 0.25344 0.254493 0.251516 0.368304 0.342224 0.337987 0.345182 0.342178 0.285354 0.337059 0.34977 0.346482 0.340668 0.335865
0.244376 0.323604 0.309864 0.31896 0.334476 0.306442 0.153977 0.144607 0.136586 0.146231 0.127065 0.253208 0.253208 0.253208 0.248902 0.248902 0.260339 0.229545 0.236182 0.280037 0.245067 0.245067 0.268373 0.261853 0.356809 0.33217 0.354817 0.346201 0.346522 0.35505 0.339687 0.349335 0.342048 0.344526 0.309148 0.337954 0.280552 0.282661 0.328612 0.314108 0.311104 0.308355 0.313477 0.334735 0.328148 0.311569 0.333694 0.313958 0.310861 0.370834 0.351234 0.360471 0.363297 0.337468 0.856548 1 0.856565 0.870771 0.851878 0.301174 0.262133 0.306278 0.297717 0.288994 0.191759 0.256782 0.253387 0.255841 0.35505 0.339687 0.342048 0.344526 0.344952 0.288937 0.330699 0.345724 0.342583 0.335761 0.33382
0.249929 0.327212 0.313721 0.324766 0.331082 0.30839 0.153879 0.139524 0.141712 0.146606 0.120368 0.249321 0.249321 0.249321 0.247556 0.247556 0.259199 0.22734 0.233257 0.279583 0.248563 0.248563 0.267171 0.257329 0.355586 0.325099 0.348622 0.33832 0.346696 0.364807 0.344156 0.348979 0.338375 0.348131 0.310118 0.336625 0.280342 0.294467 0.329216 0.311036 0.311017 0.310883 0.313766 0.329206 0.322012 0.311583 0.32974 0.318803 0.308263 0.370545 0.356564 0.361847 0.361129 0.335939 0.910433 0.859332 1 0.793074 0.90501 0.304956 0.26401 0.310737 0.294149 0.290655 0.185651 0.259444 0.255373 0.249401 0.364807 0.344156 0.338375 0.348131 0.341033 0.290784 0.340372 0.354077 0.354373 0.344308 0.340268
0.2523 0.318066 0.308158 0.313131 0.318833 0.304378 0.153844 0.147975 0.149024 0.152682 0.135133 0.254048 0.254048 0.254048 0.248704 0.248704 0.260489 0.231017 0.22786 0.280955 0.243744 0.243744 0.263248 0.255791 0.350304 0.332105 0.345253 0.345503 0.342225 0.346148 0.331032 0.34133 0.342838 0.335726 0.305512 0.328692 0.27697 0.271881 0.317559 0.305577 0.300842 0.298043 0.303851 0.324838 0.316216 0.306364 0.327887 0.301815 0.30428 0.35722 0.343499 0.351045 0.343588 0.326563 0.784211 0.867199 0.784348 1 0.782677 0.300845 0.260825 0.296257 0.289198 0.281695 0.185426 0.244975 0.248567 0.252924 0.346148 0.331032 0.342838 0.335726 0.33965 0.28717 0.322064 0.334075 0.334269 0.328889 0.328707
0.251872 0.326625 0.30951 0.324526 0.326658 0.311278 0.150224 0.136601 0.138889 0.147098 0.121564 0.252414 0.252414 0.252414 0.249742 0.249742 0.255585 0.229517 0.235669 0.273449 0.247606 0.247606 0.267046 0.26 0.36126 0.324795 0.351339 0.33581 0.349573 0.370919 0.343891 0.350059 0.338873 0.349805 0.311483 0.336281 0.281419 0.295043 0.327275 0.317975 0.316547 0.316044 0.320107 0.331507 0.320291 0.312083 0.328807 0.319422 0.3155 0.371217 0.354919 0.359859 0.364476 0.334051 0.911762 0.851277 0.902927 0.786689 1 0.302203 0.265275 0.312573 0.29798 0.288462 0.186288 0.255807 0.253328 0.251343 0.370919 0.343891 0.338873 0.349805 0.345852 0.28808 0.34081 0.351667 0.352194 0.345174 0.341266
0.242741 0.28683 0.283224 0.291512 0.274952 0.287486 0.138343 0.123609 0.10603 0.133573 0.120978 0.244638 0.244638 0.244638 0.249021 0.249021 0.245519 0.266565 0.229793 0.262253 0.225836 0.225836 0.263019 0.254627 0.306699 0.303379 0.297791 0.294292 0.30356 0.321585 0.316521 0.342057 0.304464 0.299156 0.313432 0.319573 0.272908 0.288452 0.30591 0.300755 0.298178 0.297433 0.303316 0.294352 0.325078 0.299067 0.315847 0.331951 0.318511 0.3343 0.33252 0.321534 0.325687 0.302866 0.302808 0.306969 0.301352 0.308184 0.302165 1 0.353703 0.322664 0.342588 0.343994 0.166964 0.25256 0.250545 0.255652 0.321585 0.316521 0.304464 0.299156 0.299367 0.29988 0.293466 0.294611 0.291388 0.293751 0.294394
0.230702 0.237898 0.254544 0.273113 0.266861 0.247943 0.133216 0.111054 0.109031 0.120384 0.103563 0.228686 0.228686 0.228686 0.241581 0.241581 0.219703 0.225801 0.203274 0.253932 0.21702 0.21702 0.254176 0.23999 0.26884 0.269472 0.268636 0.264264 0.273128 0.257061 0.247346 0.303563 0.255418 0.242172 0.252988 0.254958 0.254797 0.26208 0.285032 0.281275 0.281475 0.282132 0.280723 0.278356 0.270606 0.264171 0.271841 0.279427 0.265034 0.291238 0.311275 0.285735 0.272073 0.271907 0.25157 0.251928 0.253056 0.250385 0.251186 0.330296 1 0.283807 0.332678 0.303061 0.181313 0.259169 0.262562 0.234099 0.257061 0.247346 0.255418 0.242172 0.247038 0.269404 0.291869 0.288115 0.282054 0.286466 0.280329
0.228403 0.260267 0.252465 0.256224 0.253787 0.281572 0.14413 0.113644 0.102023 0.119679 0.107037 0.235817 0.235817 0.235817 0.217927 0.217927 0.223996 0.218844 0.198863 0.247987 0.218494 0.218494 0.240684 0.263163 0.287994 0.282578 0.287642 0.274539 0.280564 0.291058 0.271639 0.302984 0.280215 0.281673 0.274952 0.292861 0.277317 0.289111 0.295633 0.271657 0.269195 0.270814 0.270861 0.275207 0.280562 0.266862 0.294098 0.267799 0.296405 0.297176 0.306248 0.295099 0.281557 0.282915 0.295293 0.296667 0.299065 0.292138 0.304342 0.302664 0.288593 1 0.323387 0.343332 0.170396 0.26134 0.251583 0.219301 0.291058 0.271639 0.280215 0.281673 0.293435 0.253954 0.284746 0.288725 0.285968 0.282332 0.281889
0.225232 0.287675 0.262358 0.273871 0.269158 0.267448 0.147497 0.129076 0.109879 0.12443 0.118818 0.232663 0.232663 0.232663 0.23968 0.23968 0.232725 0.232434 0.208767 0.26516 0.240292 0.240292 0.261883 0.26068 0.290738 0.288948 0.28776 0.282623 0.286445 0.289293 0.282225 0.356529 0.285108 0.274581 0.275775 0.283246 0.264282 0.312036 0.301998 0.31161 0.311239 0.316273 0.315196 0.312994 0.297889 0.299989 0.299302 0.315391 0.294403 0.319511 0.324855 0.288284 0.312012 0.301472 0.28842 0.290049 0.288367 0.283268 0.29251 0.341001 0.354169 0.328102 1 0.331561 0.186255 0.278257 0.279758 0.25314 0.289293 0.282225 0.285108 0.274581 0.300861 0.282403 0.303248 0.302959 0.298566 0.301177 0.301653
0.230084 0.247967 0.251394 0.251518 0.249444 0.262617 0.141313 0.107902 0.110744 0.125165 0.10359 0.218481 0.218481 0.218481 0.242334 0.242334 0.232168 0.219791 0.208169 0.253445 0.222199 0.222199 0.233052 0.266404 0.28516 0.272712 0.274545 0.274049 0.277777 0.276181 0.288395 0.296613 0.277722 0.282617 0.276813 0.302867 0.26868 0.269502 0.29075 0.274716 0.274488 0.278868 0.274606 0.276606 0.277488 0.278992 0.285556 0.287512 0.290353 0.289792 0.286673 0.284559 0.289325 0.273082 0.271193 0.274658 0.276222 0.267788 0.277448 0.32247 0.301693 0.330353 0.304684 1 0.177667 0.259952 0.247977 0.238193 0.276181 0.288395 0.277722 0.282617 0.278069 0.263442 0.286499 0.288284 0.2784 0.280867 0.282357
