C1906d1TS003_1 C1906d1TS010_1 C1906d1TS010_2 C1906d1TS010_3 C1906d1TS010_4 C1906d1TS010_5 C1906d1TS026_1 C1906d1TS026_2 C1906d1TS026_3 C1906d1TS026_4 C1906d1TS044_1 C1906d1TS049_1 C1906d1TS049_2 C1906d1TS049_3 C1906d1TS049_4 C1906d1TS049_5 C1906d1TS067_1 C1906d1TS067_2 C1906d1TS067_3 C1906d1TS067_4 C1906d1TS067_5 C1906d1TS073_1 C1906d1TS073_2 C1906d1TS073_3 C1906d1TS073_4 C1906d1TS073_5 C1906d1TS103_1 C1906d1TS121_1 C1906d1TS121_2 C1906d1TS123_1 C1906d1TS123_2 C1906d1TS123_3 C1906d1TS123_4 C1906d1TS123_5 C1906d1TS131_1 C1906d1TS131_2 C1906d1TS131_3 C1906d1TS131_4 C1906d1TS131_5 C1906d1TS210_1 C1906d1TS210_2 C1906d1TS210_3 C1906d1TS210_4 C1906d1TS210_5 C1906d1TS215_1 C1906d1TS215_2 C1906d1TS215_3 C1906d1TS215_4 C1906d1TS215_5 C1906d1TS228_1 C1906d1TS228_2 C1906d1TS228_3 C1906d1TS228_4 C1906d1TS228_5 C1906d1TS240_1 C1906d1TS240_2 C1906d1TS240_3 C1906d1TS240_4 C1906d1TS240_5 C1906d1TS247_1 C1906d1TS247_2 C1906d1TS247_3 C1906d1TS247_4 C1906d1TS247_5 C1906d1TS258_1 C1906d1TS258_2 C1906d1TS258_3 C1906d1TS258_4 C1906d1TS258_5 C1906d1TS270_1 C1906d1TS273_1 C1906d1TS273_2 C1906d1TS273_3 C1906d1TS273_4 C1906d1TS273_5 C1906d1TS301_1 C1906d1TS345_1 C1906d1TS345_2 C1906d1TS345_3 C1906d1TS345_4 C1906d1TS345_5 C1906d1TS347_1 C1906d1TS347_2 C1906d1TS347_3 C1906d1TS405_1 C1906d1TS405_2 C1906d1TS405_3 C1906d1TS405_4 C1906d1TS405_5 C1906d1TS438_1 C1906d1TS438_2 C1906d1TS438_3 C1906d1TS438_4 C1906d1TS438_5
0.229567 0.460628 0.469766 0.420528 0.410714 0.449846 0.425929 0.454038 0.427315 0.558483 0.500826 0.144688 0.103165 0.112778 0.0854907 0.0806346 0.303994 0.285611 0.211563 0.303994 0.285611 0.627735 0.694385 0.618248 0.67121 1 0.369885 0.365755 0.326251 0.443072 0.44222 0.367968 0.323785 0.403603 0.57235 0.576277 0.5816 0.578633 0.565569 0.585865 0.586208 0.599453 0.600784 0.599921 0.470154 0.392066 0.419969 0.375185 0.439087 0.534321 0.534542 0.533026 0.530642 0.546462 0.451356 0.445671 0.454569 0.46729 0.43206 0.533716 0.544523 0.523648 0.544911 0.549663 0.552855 0.53187 0.568292 0.566397 0.556709 0.516444 0.398861 0.398679 0.392864 0.395795 0.394935 0.500826 0.44916 0.428833 0.42119 0.457163 0.3924 0.398611 0.405879 0.39962 0.585865 0.586208 0.599453 0.600784 0.599921 0.427374 0.565495 0.565114 0.578504 0.575396
0.271712 0.44475 0.457471 0.460397 0.429862 0.478248 0.420853 0.46391 0.43278 0.468286 0.469689 0.178144 0.143491 0.145496 0.134598 0.123382 0.365854 0.362815 0.258014 0.365854 0.362815 0.435783 0.459564 0.438706 0.438087 0.456437 1 0.430353 0.383984 0.471033 0.468456 0.419023 0.448374 0.479963 0.449882 0.456116 0.456901 0.459227 0.451616 0.468682 0.463793 0.466424 0.466499 0.463704 0.417928 0.416764 0.43495 0.406093 0.429465 0.472029 0.474866 0.476009 0.470659 0.471057 0.451892 0.46077 0.482216 0.466677 0.445529 0.474497 0.469969 0.466818 0.466466 0.471058 0.483441 0.467896 0.45678 0.485725 0.486458 0.442149 0.465326 0.46378 0.452373 0.446215 0.468632 0.469689 0.459581 0.413997 0.418792 0.442514 0.434821 0.480757 0.495791 0.463443 0.468682 0.463793 0.466424 0.466499 0.463704 0.450959 0.486411 0.48223 0.481639 0.486213
0.208199 0.40417 0.408193 0.410689 0.390326 0.41552 0.361833 0.399314 0.375762 0.407089 0.426894 0.131649 0.110597 0.103396 0.0966522 0.0826944 0.32116 0.295231 0.239999 0.32116 0.295231 0.381582 0.403922 0.391953 0.39645 0.387332 0.349381 1 0.496486 0.429018 0.416393 0.356053 0.339265 0.396923 0.404653 0.412903 0.421029 0.406485 0.412931 0.443403 0.43351 0.438788 0.428984 0.441603 0.395315 0.368919 0.39038 0.361811 0.40091 0.40975 0.413514 0.410425 0.395961 0.435068 0.387095 0.394306 0.415408 0.392103 0.40312 0.431353 0.427362 0.424173 0.42903 0.423292 0.42172 0.407165 0.433488 0.425559 0.403758 0.38308 0.389206 0.391092 0.395503 0.389417 0.393111 0.426894 0.415362 0.385799 0.406332 0.393873 0.367416 0.420098 0.419009 0.368476 0.443403 0.43351 0.438788 0.428984 0.441603 0.403991 0.401638 0.415784 0.407139 0.410018
0.152853 0.313521 0.297279 0.313793 0.322345 0.310574 0.274591 0.329049 0.303877 0.321082 0.319659 0.0930449 0.0773872 0.0699606 0.063295 0.0603567 0.25303 0.249701 0.194599 0.25303 0.249701 0.289383 0.310057 0.290694 0.305524 0.296631 0.271531 0.484983 1 0.327855 0.328601 0.282363 0.269699 0.328358 0.320968 0.324364 0.323466 0.326201 0.323236 0.320092 0.322905 0.321134 0.323664 0.321146 0.317018 0.310753 0.313487 0.28333 0.3278 0.310126 0.31065 0.314989 0.301452 0.335233 0.282671 0.290707 0.293025 0.298447 0.294777 0.344489 0.334218 0.341331 0.319963 0.320666 0.320704 0.329323 0.325437 0.331814 0.320957 0.280593 0.323716 0.324666 0.309816 0.312652 0.323562 0.319659 0.312827 0.305006 0.319886 0.306115 0.281204 0.313618 0.318329 0.310768 0.320092 0.322905 0.321134 0.323664 0.321146 0.323769 0.325649 0.312329 0.321834 0.3228
0.196676 0.456682 0.459448 0.405811 0.434541 0.481109 0.429457 0.453442 0.391971 0.496176 0.489332 0.102413 0.0919826 0.0878185 0.0756226 0.0736971 0.293014 0.285288 0.210575 0.293014 0.285288 0.448594 0.449954 0.455776 0.475134 0.453789 0.375352 0.413642 0.35905 1 0.512455 0.393661 0.338066 0.427611 0.49507 0.50349 0.489274 0.497927 0.495988 0.464811 0.489657 0.483609 0.490006 0.480829 0.440892 0.393727 0.434567 0.356868 0.464261 0.484401 0.489991 0.484937 0.476968 0.505071 0.413121 0.404445 0.411592 0.41747 0.417925 0.485548 0.491445 0.494995 0.489769 0.491253 0.487102 0.476696 0.495948 0.509562 0.482313 0.4426 0.402161 0.40278 0.406094 0.394468 0.41329 0.489332 0.421792 0.407464 0.403052 0.454254 0.404557 0.405512 0.422965 0.414335 0.464811 0.489657 0.483609 0.490006 0.480829 0.463156 0.499775 0.502407 0.506139 0.499495
0.203733 0.43174 0.43336 0.40496 0.438378 0.448318 0.386885 0.439948 0.396021 0.465219 0.463353 0.117599 0.0973772 0.0968454 0.076886 0.0782327 0.319122 0.289737 0.219114 0.319122 0.289737 0.43156 0.43953 0.429072 0.468167 0.442028 0.370622 0.408518 0.366338 0.510774 1 0.365403 0.33729 0.399304 0.460324 0.467679 0.467779 0.464569 0.472475 0.473264 0.470265 0.466967 0.468506 0.46455 0.413169 0.402255 0.414428 0.339768 0.410175 0.481497 0.486254 0.481987 0.479656 0.483934 0.389712 0.40247 0.413107 0.404543 0.405324 0.474655 0.477862 0.472437 0.474538 0.472926 0.476752 0.4762 0.489065 0.489118 0.478888 0.431706 0.418609 0.406311 0.43972 0.432402 0.42074 0.463353 0.404516 0.388642 0.386104 0.42433 0.382466 0.429805 0.432412 0.416415 0.473264 0.470265 0.466967 0.468506 0.46455 0.451733 0.465262 0.474464 0.469285 0.474466
0.252781 0.421828 0.415963 0.400129 0.407642 0.441024 0.421612 0.417176 0.392435 0.423208 0.419024 0.168717 0.147344 0.135979 0.12827 0.122484 0.329789 0.306617 0.232465 0.329789 0.306617 0.395492 0.405028 0.39535 0.400231 0.402405 0.382447 0.402267 0.346361 0.44232 0.416718 1 0.362992 0.426914 0.415142 0.413745 0.434665 0.407944 0.415342 0.422825 0.438542 0.436162 0.432301 0.42763 0.372711 0.372178 0.363897 0.371287 0.419803 0.427469 0.43172 0.42655 0.429943 0.43217 0.418866 0.415948 0.425588 0.419333 0.400603 0.413463 0.4172 0.40861 0.409584 0.416129 0.434608 0.41749 0.44098 0.437366 0.445639 0.392232 0.405552 0.40836 0.395235 0.405809 0.397828 0.419024 0.393753 0.395912 0.365866 0.412493 0.3747 0.414486 0.427278 0.398956 0.422825 0.438542 0.436162 0.432301 0.42763 0.403271 0.435638 0.442004 0.434789 0.445048
0.276454 0.436381 0.411732 0.438672 0.420963 0.442281 0.401045 0.423609 0.398755 0.433983 0.449685 0.18004 0.159137 0.150293 0.140813 0.133147 0.382555 0.35105 0.277124 0.382555 0.35105 0.403356 0.417182 0.409896 0.411252 0.390908 0.438225 0.40754 0.360931 0.413463 0.414152 0.392173 1 0.422141 0.419425 0.418669 0.413509 0.423408 0.416943 0.423808 0.432029 0.439445 0.431996 0.425001 0.364142 0.367969 0.390174 0.402184 0.413611 0.440176 0.441369 0.448126 0.436788 0.445711 0.427915 0.43053 0.444254 0.42344 0.432061 0.444034 0.448748 0.434339 0.441487 0.445871 0.437065 0.447258 0.441303 0.433258 0.428426 0.413592 0.439987 0.435971 0.419471 0.414389 0.434591 0.449685 0.425692 0.362063 0.393529 0.432135 0.376221 0.42816 0.452046 0.40338 0.423808 0.432029 0.439445 0.431996 0.425001 0.418177 0.440947 0.443182 0.443375 0.441775
0.202477 0.390654 0.38479 0.377485 0.383621 0.406618 0.373998 0.427069 0.391933 0.444348 0.430737 0.135166 0.10963 0.107934 0.0821045 0.0899705 0.30563 0.292302 0.242792 0.30563 0.292302 0.398679 0.401952 0.393298 0.401148 0.403729 0.381571 0.393099 0.35286 0.421152 0.409169 0.393433 0.350429 1 0.428506 0.432218 0.436017 0.430938 0.424263 0.436344 0.445721 0.442394 0.439241 0.441826 0.392009 0.386591 0.394025 0.365678 0.402344 0.420432 0.426737 0.427308 0.413149 0.448533 0.451056 0.436124 0.43807 0.436178 0.436576 0.43198 0.429942 0.424111 0.436695 0.440739 0.429353 0.446106 0.42925 0.43626 0.44735 0.402754 0.39568 0.395787 0.392183 0.397721 0.39504 0.430737 0.414511 0.400497 0.394253 0.40611 0.358413 0.382029 0.382178 0.387875 0.436344 0.445721 0.442394 0.439241 0.441826 0.387443 0.460317 0.460835 0.443348 0.461439
0.215138 0.48393 0.468894 0.423628 0.44958 0.487003 0.48343 0.497528 0.455066 0.675693 0.563043 0.125718 0.102114 0.0935195 0.0730694 0.0768242 0.321325 0.290929 0.202484 0.321325 0.290929 0.567847 0.529949 0.60649 0.606482 0.561619 0.360816 0.389142 0.354635 0.499694 0.468989 0.371476 0.340845 0.425148 1 0.913555 0.87714 0.892084 0.867397 0.574855 0.593276 0.580948 0.583993 0.595386 0.563038 0.423028 0.465373 0.39346 0.513633 0.627963 0.623514 0.611515 0.621896 0.65537 0.472165 0.469694 0.450661 0.473147 0.480367 0.646992 0.658598 0.637016 0.658919 0.670437 0.623779 0.613634 0.629722 0.639536 0.640709 0.54301 0.424807 0.427846 0.419754 0.410719 0.421271 0.563043 0.475063 0.467961 0.425387 0.531151 0.425833 0.44905 0.454634 0.416391 0.574855 0.593276 0.580948 0.583993 0.595386 0.456893 0.618793 0.617659 0.60796 0.632063
0.219205 0.484056 0.469802 0.436812 0.459126 0.496397 0.49185 0.510279 0.47146 0.687146 0.560789 0.127726 0.108883 0.102094 0.0813951 0.0813596 0.326936 0.294975 0.207576 0.326936 0.294975 0.571923 0.537938 0.604448 0.611017 0.566946 0.36379 0.399165 0.3584 0.507941 0.477328 0.372878 0.339989 0.434102 0.919138 1 0.896055 0.87867 0.880124 0.58329 0.599433 0.585319 0.583936 0.603804 0.564 0.429649 0.472417 0.397237 0.517981 0.634686 0.631133 0.620029 0.625726 0.662812 0.475655 0.47523 0.459655 0.480982 0.49134 0.647946 0.654483 0.6327 0.662103 0.67955 0.639368 0.625504 0.647132 0.656783 0.652455 0.54917 0.421778 0.426033 0.420126 0.410954 0.418859 0.560789 0.478334 0.476212 0.434935 0.539805 0.428274 0.454384 0.45782 0.417521 0.58329 0.599433 0.585319 0.583936 0.603804 0.460842 0.630298 0.621056 0.618279 0.632905
0.214734 0.477902 0.466309 0.428915 0.450987 0.488541 0.481682 0.508468 0.465164 0.687326 0.568382 0.134995 0.103152 0.099962 0.0821136 0.0796217 0.323033 0.297244 0.204882 0.323033 0.297244 0.577195 0.546819 0.600978 0.630418 0.576136 0.364896 0.405373 0.358735 0.492703 0.475057 0.39206 0.33971 0.428362 0.883259 0.897267 1 0.841185 0.875387 0.588577 0.601109 0.590307 0.591939 0.59096 0.56818 0.42794 0.465144 0.398426 0.518276 0.63897 0.637709 0.624701 0.636029 0.665342 0.464668 0.460717 0.451889 0.472091 0.481128 0.659201 0.672777 0.640132 0.671728 0.690456 0.641539 0.623956 0.653922 0.658123 0.659725 0.533794 0.426798 0.423446 0.417793 0.412403 0.421676 0.568382 0.464958 0.47045 0.429889 0.529042 0.431844 0.45302 0.459934 0.415951 0.588577 0.601109 0.590307 0.591939 0.59096 0.46201 0.634239 0.630815 0.630019 0.643056
0.211675 0.486567 0.470378 0.429061 0.448112 0.485698 0.476111 0.502573 0.466595 0.68609 0.558294 0.1153 0.0958957 0.0869573 0.0720006 0.0703408 0.317072 0.294117 0.205326 0.317072 0.294117 0.570194 0.544359 0.615625 0.597364 0.562459 0.360341 0.392509 0.361428 0.499429 0.470167 0.365037 0.343957 0.426587 0.892735 0.875009 0.835849 1 0.842059 0.57999 0.608153 0.587959 0.595816 0.612059 0.567708 0.425236 0.469379 0.392649 0.5112 0.641517 0.639421 0.627925 0.632925 0.66322 0.480737 0.477181 0.456686 0.472798 0.491473 0.658141 0.665561 0.641349 0.665915 0.683575 0.625418 0.623537 0.638081 0.636354 0.640302 0.543759 0.42928 0.430746 0.419511 0.411719 0.424439 0.558294 0.47652 0.469836 0.437933 0.539698 0.426201 0.445158 0.45111 0.408391 0.57999 0.608153 0.587959 0.595816 0.612059 0.459166 0.640173 0.633202 0.630373 0.641072
0.212618 0.496583 0.47997 0.430203 0.465528 0.499991 0.48316 0.506652 0.460116 0.685283 0.555643 0.125046 0.0987764 0.093114 0.0766447 0.0767945 0.319929 0.293595 0.2082 0.319929 0.293595 0.574953 0.534666 0.620982 0.59771 0.558664 0.353716 0.403541 0.361482 0.496974 0.474418 0.37226 0.33729 0.41418 0.86493 0.872878 0.867712 0.840634 1 0.572077 0.580866 0.57178 0.570512 0.590114 0.554016 0.429809 0.47265 0.405298 0.50883 0.626087 0.623738 0.61162 0.613657 0.631638 0.468478 0.468472 0.451427 0.472994 0.483558 0.65047 0.660863 0.634469 0.660346 0.672719 0.616738 0.60058 0.634728 0.635736 0.638872 0.534932 0.423022 0.426586 0.419002 0.41163 0.429348 0.555643 0.47927 0.466621 0.433467 0.539955 0.42593 0.4523 0.456462 0.410538 0.572077 0.580866 0.57178 0.570512 0.590114 0.449679 0.609589 0.607805 0.609807 0.619599
0.23949 0.515108 0.497628 0.50696 0.51567 0.50614 0.510863 0.524416 0.484397 0.634198 0.620911 0.139066 0.11967 0.129301 0.0989471 0.102372 0.350771 0.312367 0.23214 0.350771 0.312367 0.616683 0.645349 0.612223 0.638165 0.648337 0.411372 0.471263 0.389792 0.501956 0.520522 0.412675 0.38278 0.488316 0.630873 0.630559 0.644335 0.633032 0.621235 1 0.822606 0.838485 0.803433 0.840821 0.535422 0.458187 0.460483 0.429683 0.488397 0.601473 0.608008 0.609915 0.592925 0.676994 0.533281 0.537292 0.53004 0.533835 0.529981 0.630449 0.604497 0.597294 0.630005 0.632345 0.629003 0.628727 0.625557 0.64099 0.631343 0.584859 0.473307 0.475892 0.495126 0.479508 0.478685 0.620911 0.50821 0.474599 0.495493 0.497182 0.448162 0.499204 0.505234 0.47591 1 0.822606 0.838485 0.803433 0.840821 0.502258 0.64521 0.670314 0.659179 0.663389
0.237233 0.526315 0.497149 0.499999 0.514403 0.521529 0.50154 0.547426 0.492734 0.639436 0.630711 0.135708 0.116754 0.112228 0.0854215 0.0936495 0.357921 0.323373 0.216336 0.357921 0.323373 0.610068 0.609646 0.622462 0.623214 0.629845 0.399534 0.449902 0.381948 0.525166 0.509708 0.416266 0.382148 0.487992 0.647417 0.648641 0.649574 0.664801 0.634039 0.816178 1 0.837867 0.865785 0.883242 0.553359 0.456519 0.457558 0.418244 0.494391 0.595211 0.607322 0.614457 0.588372 0.693465 0.545542 0.545986 0.534444 0.535071 0.53132 0.631421 0.612804 0.608445 0.630177 0.640101 0.62367 0.626585 0.625904 0.64241 0.639931 0.586185 0.473646 0.475104 0.494489 0.47121 0.484846 0.630711 0.511653 0.485756 0.473667 0.512208 0.447675 0.493955 0.500831 0.482044 0.816178 1 0.837867 0.865785 0.883242 0.503256 0.664713 0.669055 0.674979 0.672514
0.226548 0.517952 0.48913 0.489308 0.512087 0.52254 0.500668 0.542028 0.488553 0.631313 0.604254 0.146305 0.115056 0.119839 0.0840319 0.0889351 0.355961 0.31391 0.22902 0.355961 0.31391 0.618092 0.641623 0.616507 0.645385 0.654127 0.417122 0.4494 0.383052 0.509712 0.515885 0.418694 0.386256 0.491002 0.638322 0.638049 0.644472 0.643829 0.626018 0.839839 0.840006 1 0.870073 0.837639 0.532332 0.44303 0.458442 0.419823 0.501521 0.582993 0.592499 0.59172 0.573151 0.656705 0.535788 0.534032 0.523749 0.522234 0.522994 0.635243 0.612617 0.591336 0.630766 0.63266 0.616747 0.623461 0.629516 0.641364 0.631408 0.564724 0.483951 0.482529 0.49433 0.475626 0.475208 0.604254 0.504198 0.487152 0.487715 0.515513 0.443036 0.495247 0.503337 0.481192 0.839839 0.840006 1 0.870073 0.837639 0.52397 0.63726 0.652107 0.655982 0.643566
0.23968 0.529558 0.497467 0.500036 0.517087 0.530618 0.497966 0.542806 0.489706 0.632732 0.616405 0.142368 0.115556 0.119164 0.07501 0.089961 0.357545 0.325868 0.222362 0.357545 0.325868 0.618218 0.643083 0.613236 0.653627 0.65496 0.407726 0.442788 0.382433 0.523349 0.515059 0.419723 0.391041 0.483984 0.635992 0.635743 0.644047 0.65107 0.622623 0.803189 0.868789 0.875639 1 0.857719 0.534529 0.449799 0.466533 0.436945 0.497011 0.586978 0.596543 0.600808 0.580725 0.666683 0.545089 0.532804 0.524819 0.518131 0.52374 0.637518 0.622777 0.60471 0.649035 0.649025 0.616929 0.623885 0.626124 0.645224 0.641376 0.567269 0.489526 0.486393 0.490549 0.486073 0.477437 0.616405 0.51031 0.486901 0.480958 0.520151 0.449174 0.495092 0.504321 0.474733 0.803189 0.868789 0.875639 1 0.857719 0.531272 0.656104 0.660209 0.6603 0.653646
0.235703 0.531295 0.502899 0.503642 0.522027 0.517098 0.498222 0.538248 0.488614 0.621855 0.607892 0.146056 0.113476 0.121825 0.084808 0.0895704 0.354575 0.319661 0.232106 0.354575 0.319661 0.61218 0.62103 0.623708 0.639395 0.64163 0.405302 0.454974 0.382309 0.519411 0.510269 0.408862 0.375122 0.485622 0.639659 0.643259 0.629873 0.660119 0.631061 0.831827 0.879736 0.83022 0.849903 1 0.524716 0.452407 0.460097 0.429498 0.480031 0.582438 0.593786 0.597192 0.574065 0.677296 0.543632 0.5555 0.543696 0.545297 0.53768 0.619672 0.60246 0.601807 0.618515 0.627167 0.614749 0.608926 0.611583 0.632642 0.634858 0.583991 0.47861 0.485487 0.498339 0.484146 0.484622 0.607892 0.520066 0.476066 0.485958 0.500025 0.447579 0.50401 0.508997 0.468517 0.831827 0.879736 0.83022 0.849903 1 0.498042 0.635784 0.657859 0.655613 0.651168
0.198821 0.37857 0.35559 0.340868 0.334635 0.365664 0.376175 0.403514 0.356927 0.510616 0.42965 0.12855 0.0937243 0.0910655 0.0725439 0.0715812 0.24929 0.254054 0.213179 0.24929 0.254054 0.455643 0.430466 0.456015 0.457627 0.441021 0.307688 0.346849 0.323053 0.406156 0.379558 0.298427 0.277191 0.361205 0.51615 0.519946 0.518093 0.52291 0.514229 0.441868 0.460421 0.446358 0.451522 0.442919 1 0.396973 0.439911 0.348483 0.417502 0.482827 0.484796 0.475732 0.491931 0.476284 0.355533 0.351519 0.354502 0.364445 0.370723 0.476515 0.461384 0.4685 0.464767 0.459224 0.465613 0.46685 0.469458 0.474755 0.482154 0.423327 0.329235 0.335107 0.347875 0.324808 0.339818 0.42965 0.450488 0.411791 0.403708 0.417952 0.379109 0.335686 0.334963 0.342876 0.441868 0.460421 0.446358 0.451522 0.442919 0.367472 0.457075 0.458922 0.455736 0.451581
0.211496 0.366162 0.367278 0.36711 0.370868 0.370968 0.365323 0.392984 0.363509 0.439016 0.395181 0.15714 0.109006 0.0986738 0.0846173 0.0921885 0.279855 0.262946 0.223587 0.279855 0.262946 0.38084 0.371775 0.38249 0.389886 0.385467 0.329102 0.342816 0.336278 0.392678 0.388259 0.328875 0.29326 0.371768 0.415705 0.418449 0.411294 0.41761 0.417954 0.411027 0.406113 0.404212 0.409377 0.40576 0.41 1 0.371479 0.355856 0.363341 0.405017 0.407699 0.41034 0.402117 0.407828 0.348459 0.347887 0.356142 0.342429 0.353688 0.407408 0.404623 0.414621 0.400441 0.401089 0.421709 0.406031 0.414381 0.403032 0.403983 0.360498 0.353637 0.350134 0.362288 0.348448 0.352655 0.395181 0.406205 0.362006 0.388743 0.395473 0.376504 0.349772 0.354405 0.336242 0.411027 0.406113 0.404212 0.409377 0.40576 0.37791 0.40626 0.424639 0.420729 0.41148
0.207565 0.382944 0.36945 0.343323 0.340559 0.365309 0.38368 0.408219 0.37569 0.442479 0.395085 0.119662 0.110538 0.0964522 0.0804407 0.0868397 0.274255 0.256161 0.223637 0.274255 0.256161 0.395331 0.378154 0.381536 0.402714 0.383291 0.331252 0.35452 0.321584 0.414375 0.392165 0.318682 0.307116 0.373841 0.427157 0.432334 0.435386 0.43232 0.438153 0.380279 0.38544 0.389417 0.393833 0.388393 0.445478 0.364659 1 0.335854 0.384641 0.4292 0.431179 0.423016 0.427965 0.433651 0.354921 0.332288 0.345502 0.347337 0.374774 0.43189 0.438138 0.433898 0.441144 0.427018 0.428268 0.41665 0.427642 0.436197 0.430426 0.390195 0.341204 0.339514 0.341295 0.333 0.33389 0.395085 0.383166 0.394643 0.375659 0.404054 0.384749 0.347182 0.34947 0.319114 0.380279 0.38544 0.389417 0.393833 0.388393 0.363111 0.415311 0.422873 0.423305 0.418398
0.23009 0.393716 0.386793 0.372544 0.382915 0.386695 0.379645 0.406385 0.378692 0.424536 0.396128 0.167912 0.131763 0.136742 0.116766 0.11995 0.315826 0.291151 0.245648 0.315826 0.291151 0.391031 0.395706 0.395797 0.414246 0.390663 0.333832 0.358305 0.325627 0.376253 0.351912 0.346794 0.339324 0.368808 0.405242 0.405838 0.402474 0.407468 0.412695 0.395567 0.394102 0.393504 0.402973 0.400591 0.392641 0.381181 0.368841 1 0.399817 0.407297 0.409623 0.408312 0.410415 0.388783 0.357617 0.356338 0.349839 0.356069 0.339909 0.403617 0.406546 0.406858 0.410985 0.408841 0.40232 0.413902 0.409593 0.416468 0.416601 0.361756 0.343629 0.360981 0.343986 0.346216 0.350506 0.396128 0.389789 0.373236 0.352336 0.397815 0.352274 0.354116 0.35828 0.325216 0.395567 0.394102 0.393504 0.402973 0.400591 0.358746 0.392675 0.406087 0.399521 0.403141
0.196557 0.418802 0.412249 0.354282 0.367135 0.431084 0.396906 0.424201 0.386178 0.463901 0.420646 0.117797 0.0938003 0.0951744 0.0613231 0.056819 0.280295 0.269542 0.187934 0.280295 0.269542 0.427982 0.413538 0.426646 0.436023 0.416403 0.323843 0.379665 0.354426 0.437754 0.387164 0.34772 0.319601 0.37768 0.479394 0.486335 0.488752 0.479059 0.483479 0.429151 0.433093 0.441083 0.436965 0.427952 0.437914 0.359281 0.386931 0.365718 1 0.455532 0.453851 0.450113 0.453715 0.452726 0.379249 0.378763 0.378134 0.378567 0.390379 0.454945 0.461434 0.440877 0.464181 0.459148 0.456915 0.458064 0.466086 0.471818 0.467182 0.400013 0.374261 0.371249 0.362821 0.363135 0.361102 0.420646 0.402167 0.420679 0.371003 0.461755 0.363798 0.37262 0.381059 0.358372 0.429151 0.433093 0.441083 0.436965 0.427952 0.406469 0.425253 0.437236 0.438148 0.440252
0.212635 0.493506 0.472826 0.435182 0.446459 0.496088 0.50084 0.517186 0.474881 0.671328 0.599414 0.121844 0.0928063 0.0858158 0.0742266 0.0789826 0.320615 0.27842 0.205848 0.320615 0.27842 0.551748 0.518157 0.565747 0.561098 0.521013 0.37265 0.397412 0.349073 0.502092 0.474994 0.38431 0.361658 0.426022 0.620815 0.626965 0.623555 0.631619 0.621681 0.549202 0.549127 0.539159 0.538563 0.540722 0.524121 0.422591 0.458875 0.394562 0.487301 1 0.932067 0.879092 0.900132 0.657812 0.446396 0.447219 0.451682 0.461636 0.446614 0.610429 0.638295 0.613612 0.627694 0.619549 0.6424 0.620411 0.629081 0.643342 0.639647 0.497141 0.438989 0.426356 0.423996 0.424419 0.438262 0.599414 0.453201 0.459025 0.42876 0.495645 0.437867 0.421246 0.431314 0.427691 0.549202 0.549127 0.539159 0.538563 0.540722 0.440039 0.641836 0.626056 0.617431 0.629609
0.214306 0.494357 0.472179 0.440865 0.446246 0.49472 0.498728 0.522489 0.477033 0.670927 0.610776 0.124805 0.0905107 0.0886624 0.0788258 0.0807423 0.323821 0.284553 0.206371 0.323821 0.284553 0.550883 0.517462 0.572255 0.560839 0.522125 0.378479 0.402486 0.352471 0.507162 0.478685 0.38883 0.36525 0.435223 0.624154 0.630672 0.628805 0.637588 0.627019 0.555563 0.560349 0.547285 0.547551 0.552687 0.530605 0.426467 0.464114 0.398338 0.487595 0.934 1 0.930631 0.863786 0.672042 0.448622 0.447741 0.459397 0.465545 0.452932 0.625854 0.654685 0.626036 0.639392 0.634374 0.645233 0.623555 0.62701 0.650086 0.639184 0.494779 0.437899 0.431463 0.428402 0.42616 0.438922 0.610776 0.457073 0.462941 0.433301 0.504229 0.440468 0.430354 0.442758 0.432346 0.555563 0.560349 0.547285 0.547551 0.552687 0.44648 0.641558 0.628688 0.622514 0.634841
0.219029 0.512038 0.478459 0.449845 0.452934 0.502581 0.497557 0.526158 0.479334 0.670904 0.631848 0.127948 0.0888027 0.0931327 0.083057 0.0859819 0.329079 0.290462 0.208126 0.329079 0.290462 0.553262 0.52679 0.578829 0.569935 0.531743 0.382013 0.40639 0.36157 0.509579 0.481859 0.392931 0.370718 0.438814 0.62121 0.628733 0.626444 0.637183 0.626676 0.563666 0.573491 0.55491 0.559287 0.563969 0.523194 0.434579 0.465604 0.401048 0.488842 0.886962 0.934015 1 0.835366 0.685895 0.456295 0.453399 0.471237 0.469992 0.458678 0.625741 0.653694 0.624422 0.63735 0.63431 0.651562 0.631731 0.631944 0.65699 0.646945 0.501855 0.445274 0.443138 0.434965 0.434034 0.44615 0.631848 0.468229 0.470248 0.442883 0.514665 0.446185 0.433635 0.445182 0.439723 0.563666 0.573491 0.55491 0.559287 0.563969 0.444122 0.649324 0.635535 0.630722 0.643802
